,tas,rlut,rsut,rsdt
0,0.9692566103784657,-0.8038574894023327,0.108644625962242,0.04099203666174844
1,1.0394778280899004,-0.6982606480134734,0.17510108506978384,-0.02314075503335289
2,0.9766576639651134,-0.8369989811852179,-0.00011560747472572075,-0.05084827410468051
3,0.9927228961620926,-0.7583695063328264,0.09791446511749768,-0.05856169324124494
4,0.8760900692770406,-1.1254950363632759,0.20211353897109063,-0.059718919343879406
5,1.0326327998463967,-0.8982131668982447,-0.09520843413167768,-0.04167804567435951
6,1.0790274184365671,-0.9588265000700176,-0.07091328076961645,0.021216038444208607
7,1.0840707186674763,-0.7728794186095627,-0.12421034135611819,0.09906882210725598
8,0.9849575247577036,-0.9904014228424671,-0.0791130080217215,0.14374899834837152
9,1.1021122344936316,-0.9296132871014038,-0.14596495955872513,0.16964814838496522
10,1.3325202197830777,-0.4919991829359276,-0.12283265307978297,0.11814454777055516
11,1.2532358222600237,-0.9121184873804395,-0.11910380424245659,0.06894756743622565
12,1.2956478969048817,-0.47169549446164183,-0.5580686657322644,0.019768389022374322
13,1.4310572046226184,-0.7558717040168119,-0.6116041448978677,0.007535825191837375
14,1.3567395429394082,-0.5266290801572211,-0.18981117862890073,-0.03383848261660205
15,1.2576466940817568,-1.024049409992415,-0.4870848322329664,-0.05150317535327531
16,1.395062532561269,-0.8768215057780822,-0.28621179292524346,-0.068824545336156
17,1.4510574726031678,-0.790551192302587,-0.5065906863974874,-0.057052490839964776
18,1.3000974565906063,-0.9236920930199517,-0.4237621824087796,-0.02272031671463992
19,1.4137706192888686,-1.0072190411005124,-0.8023085970398967,0.052205322579709446
20,1.4828779453986272,-0.7407042818243212,-0.2680354671966967,0.0611926480722218
21,1.5512325045812645,-0.6537269777889492,-0.65825930594076,0.10325848512053426
22,1.5041034618757294,-0.7003085828519886,-0.7068630173247783,0.05981661139418293
23,1.6000586273410136,-0.8201209313231175,-0.6224660369770305,0.059956382361917804
24,1.8291848743491528,-0.46822180315047035,-0.5594682367236601,0.01233868669532967
25,1.6693060961293895,-0.626735526947158,-0.7972376992470203,-0.025218380715898547
26,1.7336908270243043,-0.7119244114698517,-0.8825387983263369,-0.07317176974163431
27,1.9716366541106254,-0.5736788477502728,-0.8289251533464608,-0.08391151537557562
28,1.9890344872191008,-0.4775933182103529,-0.86468986530015,-0.078436254499195
29,2.0558809694159663,-0.678625657729782,-0.8313526078527644,-0.04633440670852451
30,2.139453627556975,-0.23980865235984083,-1.0867351634344118,0.015875575033931
31,2.037573506563888,-0.6382541185068078,-1.377144269308971,0.0643628191460266
32,2.2082509620681208,-0.30015910817266445,-1.1814490457564517,0.11810162982732209
33,2.1223467932233007,-0.2713686530956352,-1.0710676192010453,0.13200991479232016
34,2.0366537042939967,-0.9686562314659284,-1.2861262815534644,0.07912793689928321
35,2.307169416634281,-0.5450535103570644,-1.1611212130302846,0.012495246929404402
36,2.4664536429718282,-0.14621453233087323,-1.002548080135341,-0.020682548020829472
37,2.2401482697000574,-0.696997390649102,-1.5948650432690386,-0.04353522903892326
38,2.3257172860766673,-0.7682918761645681,-1.1982643377422306,-0.07397407135255207
39,2.3736021797320177,-0.832742794785446,-1.2841776957327227,-0.06533515487711838
40,2.514466504539655,-0.3568749064402539,-1.2782973576375696,-0.024416270139795415
