year,IPC1,IPC2,IPC4,IPC5,IPCMAG
1962,0.35,0.785,0.117,0.31,3.54
1963,0.356,0.867,0.122,0.312,3.61
1964,0.362,0.954,0.129,0.313,3.69
1965,0.368,1.04,0.135,0.315,3.8
1966,0.375,1.13,0.142,0.316,3.93
1967,0.384,1.21,0.148,0.318,4.04
1968,0.394,1.29,0.155,0.319,4.14
1969,0.406,1.34,0.157,0.321,4.2
1970,0.404,1.2,0.161,0.319,4.4
1971,0.411,1.22,0.163,0.318,4.33
1972,0.437,1.25,0.166,0.331,4.5
1973,0.466,1.32,0.17,0.346,4.58
1974,0.476,1.38,0.173,0.347,4.57
1975,0.494,1.32,0.177,0.351,4.8
1976,0.521,1.34,0.18,0.363,4.91
1977,0.546,1.34,0.183,0.374,5.05
1978,0.571,1.35,0.19,0.384,5.12
1979,0.586,1.37,0.195,0.392,5.34
1980,0.584,1.28,0.196,0.391,5.49
1981,0.583,1.24,0.203,0.386,5.36
1982,0.592,1.12,0.207,0.383,5.55
1983,0.599,1.12,0.212,0.385,5.59
1984,0.613,1.13,0.218,0.395,5.64
1985,0.62,1.08,0.222,0.396,5.73
1986,0.632,1.02,0.228,0.403,5.76
1987,0.651,1.0,0.233,0.415,5.88
1988,0.671,0.944,0.239,0.427,5.88
1989,0.685,0.918,0.244,0.434,5.98
1990,0.686,0.78,0.242,0.439,6.15
1991,0.693,0.767,0.248,0.44,6.12
1992,0.703,0.773,0.257,0.444,6.1
1993,0.711,0.762,0.263,0.447,6.05
1994,0.724,0.795,0.271,0.446,6.12
1995,0.751,0.869,0.278,0.452,6.26
1996,0.754,0.895,0.285,0.461,6.35
1997,0.772,0.895,0.29,0.461,6.26
1998,0.78,0.748,0.297,0.464,6.37
1999,0.791,0.696,0.303,0.463,6.46
2000,0.793,0.765,0.308,0.47,6.43
2001,0.793,0.746,0.311,0.469,6.48
2002,0.797,0.726,0.315,0.47,6.61
2003,0.812,0.74,0.32,0.481,6.59
2004,0.84,0.787,0.325,0.499,6.79
2005,0.852,0.826,0.33,0.49,6.82
2006,0.869,0.815,0.336,0.498,6.91
2007,0.889,0.872,0.344,0.511,7.08
2008,0.888,0.777,0.352,0.509,7.07
2009,0.871,0.689,0.359,0.5,7.07
2010,0.905,0.684,0.366,0.517,7.2
2011,0.922,0.744,0.374,0.53,7.47
2012,0.928,0.798,0.381,0.54,7.51
2013,0.942,0.803,0.39,0.548,7.43
2014,0.949,0.806,0.395,0.552,7.52
2015,0.947,0.807,0.402,0.551,7.55
2016,0.947,0.815,0.408,0.549,7.62
2017,0.959,0.82,0.414,0.552,7.79
2018,0.969,0.826,0.418,0.559,7.74
2019,0.997,0.828,0.428,0.569,7.73
