year,IPC1,IPC2,IPC4,IPC5,IPCMAG
1750,1.4e-05,0.0,0.0069500000000000004,4.37e-18,0.158
1751,0.000103,0.0,0.00697,0.00146,0.159
1752,0.000104,0.0,0.0069900000000000006,0.0029300000000000003,0.159
1753,0.000104,0.0,0.007019999999999999,0.00439,0.16
1754,0.000104,0.0,0.00704,0.005860000000000001,0.16
1755,0.000104,0.0,0.0070599999999999994,0.00732,0.161
1756,0.00011,0.0,0.00708,0.00878,0.161
1757,0.00011,0.0,0.0070999999999999995,0.010199999999999999,0.161
1758,0.00011,0.0,0.0071200000000000005,0.011699999999999999,0.162
1759,0.00011,0.0,0.00714,0.0132,0.162
1760,0.00011,0.0,0.0071600000000000006,0.0146,0.163
1761,0.00011899999999999999,0.0,0.00718,0.0161,0.163
1762,0.00011899999999999999,0.0,0.0072,0.0176,0.164
1763,0.00011899999999999999,0.0,0.00722,0.019,0.164
1764,0.00011899999999999999,0.0,0.00724,0.0205,0.165
1765,0.00011899999999999999,0.0,0.00726,0.022,0.165
1766,0.000132,0.0,0.00729,0.023399999999999997,0.166
1767,0.000132,0.0,0.00731,0.0249,0.166
1768,0.000132,0.0,0.00733,0.0263,0.167
1769,0.000132,0.0,0.00735,0.027800000000000002,0.167
1770,0.000132,0.0,0.00737,0.0293,0.168
1771,0.000145,0.0,0.0074199999999999995,0.030699999999999998,0.168
1772,0.000145,0.0,0.00747,0.0322,0.169
1773,0.000145,0.0,0.00752,0.0337,0.17
1774,0.000145,0.0,0.00757,0.0351,0.17
1775,0.000145,0.0,0.00762,0.0366,0.171
1776,0.000161,0.0,0.00767,0.0381,0.172
1777,0.000164,0.0,0.007719999999999999,0.0395,0.172
1778,0.00016700000000000002,0.0,0.00777,0.041,0.173
1779,0.00017,0.0,0.00782,0.0424,0.174
1780,0.00017299999999999998,0.0,0.00787,0.0439,0.174
1781,0.000193,0.0,0.00789,0.045399999999999996,0.175
1782,0.00019700000000000002,0.0,0.00792,0.046799999999999994,0.175
1783,0.0002,0.0,0.00795,0.048299999999999996,0.176
1784,0.000204,0.0,0.007980000000000001,0.0498,0.177
1785,0.00029499999999999996,0.0,0.00801,0.0512,0.177
1786,0.000321,0.0,0.008039999999999999,0.052700000000000004,0.178
1787,0.000325,0.0,0.00807,0.054200000000000005,0.178
1788,0.00032900000000000003,0.0,0.0081,0.055600000000000004,0.179
1789,0.00033400000000000004,0.0,0.00813,0.0571,0.18
1790,0.000339,0.0,0.008150000000000001,0.0586,0.18
1791,0.000365,0.0,0.00817,0.06,0.181
1792,0.000417,0.0,0.00819,0.0615,0.182
1793,0.000424,0.0,0.00821,0.0629,0.183
1794,0.000425,0.0,0.008230000000000001,0.0644,0.183
1795,0.000431,0.0,0.00825,0.0659,0.184
1796,0.000455,0.0,0.00827,0.0673,0.185
1797,0.00047299999999999995,0.0,0.00828,0.0688,0.185
1798,0.000491,0.0,0.0083,0.0703,0.186
1799,0.0005250000000000001,0.0,0.008320000000000001,0.0717,0.187
1800,0.000798,0.0,0.00834,0.0732,0.188
1801,0.000789,0.0,0.00839,0.0747,0.189
1802,0.000929,0.0,0.00844,0.0761,0.19
1803,0.0009649999999999999,0.0,0.008490000000000001,0.07759999999999999,0.191
1804,0.0010500000000000002,0.0,0.008539999999999999,0.079,0.192
1805,0.00107,0.0,0.00859,0.0805,0.193
1806,0.00107,0.0,0.00864,0.082,0.194
1807,0.0012900000000000001,0.0,0.00869,0.0834,0.195
1808,0.0011200000000000001,0.0,0.00874,0.0849,0.196
1809,0.00114,0.0,0.00879,0.0864,0.197
1810,0.00116,0.0,0.00885,0.0878,0.198
1811,0.0012,0.0,0.00889,0.08929999999999999,0.2
1812,0.00125,0.0,0.00894,0.09079999999999999,0.201
1813,0.00128,0.0,0.00898,0.0922,0.203
1814,0.00133,0.0,0.00903,0.0937,0.204
1815,0.0014,0.0,0.00907,0.09509999999999999,0.205
1816,0.00163,0.0,0.00912,0.09659999999999999,0.207
1817,0.0018,0.0,0.00916,0.09809999999999999,0.208
1818,0.0018700000000000001,0.0,0.009210000000000001,0.0995,0.21
1819,0.00183,0.0,0.00925,0.101,0.211
1820,0.00189,0.0,0.009300000000000001,0.102,0.212
1821,0.00195,0.0,0.009380000000000001,0.104,0.214
1822,0.00202,0.0,0.00945,0.105,0.217
1823,0.00213,0.0,0.009529999999999999,0.107,0.219
1824,0.0022,0.0,0.009609999999999999,0.108,0.221
1825,0.0024500000000000004,0.0,0.009689999999999999,0.11,0.223
1826,0.00262,0.0,0.00977,0.111,0.225
1827,0.00289,0.0,0.00985,0.113,0.227
1828,0.0030499999999999998,0.0,0.00993,0.114,0.229
1829,0.0032400000000000003,0.0,0.01,0.116,0.231
1830,0.00382,0.0,0.0101,0.117,0.234
1831,0.00387,0.0,0.010199999999999999,0.119,0.237
1832,0.00451,0.0,0.0103,0.12,0.24
1833,0.00511,0.0,0.0103,0.121,0.243
1834,0.00512,0.0,0.0104,0.123,0.246
1835,0.00611,0.0,0.0105,0.124,0.25
1836,0.00677,0.0,0.0106,0.126,0.253
1837,0.00744,0.0,0.0107,0.127,0.256
1838,0.00731,0.0,0.0108,0.129,0.259
1839,0.0079,0.0,0.0109,0.13,0.262
1840,0.00852,0.0,0.011,0.132,0.266
1841,0.00908,0.0,0.0111,0.133,0.271
1842,0.0101,0.0,0.0112,0.135,0.276
1843,0.0109,0.0,0.011300000000000001,0.136,0.281
1844,0.0127,0.0,0.0114,0.138,0.287
1845,0.015099999999999999,0.0,0.0115,0.139,0.292
1846,0.0171,0.0,0.0116,0.141,0.297
1847,0.019899999999999998,0.0,0.011699999999999999,0.142,0.302
1848,0.0216,0.0,0.011800000000000001,0.143,0.308
1849,0.023399999999999997,0.0,0.0119,0.145,0.313
1850,0.0257,9.31e-06,0.011699999999999999,0.146,0.357
1851,0.026199999999999998,9.509999999999999e-06,0.0119,0.148,0.365
1852,0.026699999999999998,9.7e-06,0.012199999999999999,0.149,0.372
1853,0.0273,9.88e-06,0.0124,0.151,0.379
1854,0.0277,1.01e-05,0.0126,0.152,0.386
1855,0.0282,1.02e-05,0.0128,0.154,0.392
1856,0.0285,1.03e-05,0.013,0.155,0.397
1857,0.0289,1.0500000000000001e-05,0.013099999999999999,0.157,0.402
1858,0.0291,1.06e-05,0.0132,0.158,0.405
1859,0.0293,1.06e-05,0.013300000000000001,0.16,0.408
1860,0.0294,1.07e-05,0.0134,0.161,0.409
1861,0.0295,1.07e-05,0.0134,0.162,0.41
1862,0.0295,1.07e-05,0.0134,0.164,0.41
1863,0.0295,1.07e-05,0.0134,0.165,0.411
1864,0.0295,1.07e-05,0.0134,0.167,0.411
1865,0.0296,1.07e-05,0.0134,0.168,0.411
1866,0.0296,1.07e-05,0.0135,0.17,0.411
1867,0.0296,1.07e-05,0.0135,0.171,0.412
1868,0.0296,1.07e-05,0.0135,0.173,0.412
1869,0.0297,1.08e-05,0.0135,0.174,0.413
1870,0.0297,1.08e-05,0.0135,0.176,0.414
1871,0.030199999999999998,1.1e-05,0.013699999999999999,0.177,0.42
1872,0.0315,1.1400000000000001e-05,0.0143,0.179,0.438
1873,0.033299999999999996,1.21e-05,0.0152,0.18,0.464
1874,0.0356,1.29e-05,0.0162,0.182,0.495
1875,0.0381,1.38e-05,0.0173,0.183,0.529
1876,0.040600000000000004,1.47e-05,0.0185,0.184,0.565
1877,0.043,1.56e-05,0.019600000000000003,0.186,0.598
1878,0.0451,1.6400000000000002e-05,0.0205,0.187,0.628
1879,0.046799999999999994,1.7e-05,0.0213,0.189,0.651
1880,0.047799999999999995,1.73e-05,0.0217,0.19,0.665
1881,0.0484,1.7500000000000002e-05,0.022,0.192,0.673
1882,0.048799999999999996,1.77e-05,0.0222,0.193,0.679
1883,0.0492,1.7899999999999998e-05,0.0224,0.195,0.685
1884,0.0496,1.7999999999999997e-05,0.022600000000000002,0.196,0.69
1885,0.0499,1.8100000000000003e-05,0.022699999999999998,0.198,0.694
1886,0.0502,1.8200000000000002e-05,0.0228,0.199,0.698
1887,0.0505,1.83e-05,0.023,0.201,0.702
1888,0.0508,1.84e-05,0.023100000000000002,0.202,0.706
1889,0.0511,1.85e-05,0.0233,0.203,0.711
1890,0.0588,1.87e-05,0.023399999999999997,0.205,0.742
1891,0.060899999999999996,1.88e-05,0.023600000000000003,0.206,0.749
1892,0.0633,1.9e-05,0.0238,0.208,0.757
1893,0.0658,1.92e-05,0.024,0.209,0.765
1894,0.0685,1.93e-05,0.024300000000000002,0.211,0.774
1895,0.0713,1.95e-05,0.0245,0.212,0.782
1896,0.07429999999999999,1.9699999999999998e-05,0.0247,0.214,0.79
1897,0.07740000000000001,1.9900000000000003e-05,0.025,0.215,0.797
1898,0.08059999999999999,2.01e-05,0.0252,0.217,0.805
1899,0.084,2.04e-05,0.0255,0.218,0.811
1900,0.0874,2.06e-05,0.0259,0.22,0.817
1901,0.0912,2.09e-05,0.026199999999999998,0.221,0.823
1902,0.09559999999999999,2.12e-05,0.026699999999999998,0.222,0.83
1903,0.1,2.16e-05,0.027100000000000003,0.224,0.838
1904,0.105,2.2100000000000002e-05,0.0277,0.225,0.847
1905,0.11,2.2499999999999998e-05,0.0282,0.227,0.856
1906,0.116,2.3e-05,0.0288,0.228,0.866
1907,0.12,2.34e-05,0.0294,0.23,0.876
1908,0.125,2.39e-05,0.03,0.231,0.885
1909,0.129,2.4299999999999998e-05,0.0305,0.233,0.894
1910,0.132,2.48e-05,0.031100000000000003,0.234,0.902
1911,0.135,2.52e-05,0.0316,0.236,0.913
1912,0.138,2.5600000000000002e-05,0.032100000000000004,0.237,0.928
1913,0.141,2.6e-05,0.032600000000000004,0.239,0.947
1914,0.143,2.64e-05,0.0332,0.24,0.969
1915,0.146,2.68e-05,0.0337,0.242,0.993
1916,0.148,2.7300000000000003e-05,0.0342,0.243,1.02
1917,0.15,2.77e-05,0.0347,0.244,1.04
1918,0.152,2.81e-05,0.0352,0.246,1.06
1919,0.154,2.85e-05,0.0358,0.247,1.09
1920,0.156,2.8899999999999998e-05,0.0363,0.249,1.1
1921,0.157,2.94e-05,0.0368,0.25,1.12
1922,0.159,2.98e-05,0.037399999999999996,0.252,1.14
1923,0.161,3.0200000000000002e-05,0.037899999999999996,0.253,1.16
1924,0.163,3.07e-05,0.0385,0.255,1.17
1925,0.166,3.12e-05,0.0391,0.256,1.19
1926,0.168,3.16e-05,0.0396,0.258,1.21
1927,0.17,3.2e-05,0.0402,0.259,1.23
1928,0.172,3.2500000000000004e-05,0.0407,0.261,1.24
1929,0.174,3.29e-05,0.0412,0.262,1.25
1930,0.175,3.33e-05,0.0417,0.263,1.26
1931,0.176,0.0017900000000000001,0.0421,0.265,1.26
1932,0.177,0.006690000000000001,0.0425,0.266,1.26
1933,0.177,0.014199999999999999,0.0428,0.268,1.26
1934,0.178,0.0237,0.0431,0.269,1.26
1935,0.178,0.0347,0.0434,0.271,1.26
1936,0.179,0.0466,0.0437,0.272,1.26
1937,0.18,0.0589,0.0441,0.274,1.25
1938,0.181,0.071,0.0446,0.275,1.25
1939,0.182,0.0824,0.0451,0.277,1.26
1940,0.184,0.0925,0.0458,0.278,1.26
1941,0.187,0.101,0.0474,0.28,1.32
1942,0.192,0.109,0.0504,0.281,1.45
1943,0.198,0.117,0.0546,0.283,1.63
1944,0.205,0.125,0.0595,0.284,1.86
1945,0.213,0.133,0.065,0.285,2.11
1946,0.22,0.141,0.0707,0.287,2.37
1947,0.228,0.15,0.0762,0.288,2.61
1948,0.235,0.16,0.0814,0.29,2.81
1949,0.241,0.172,0.0858,0.291,2.96
1950,0.245,0.185,0.0891,0.293,3.04
1951,0.25,0.204,0.0916,0.294,3.07
1952,0.258,0.233,0.09359999999999999,0.296,3.1
1953,0.267,0.271,0.09540000000000001,0.297,3.11
1954,0.278,0.315,0.09709999999999999,0.299,3.13
1955,0.289,0.365,0.0986,0.3,3.14
1956,0.301,0.419,0.1,0.302,3.15
1957,0.312,0.475,0.102,0.303,3.17
1958,0.323,0.533,0.104,0.304,3.19
1959,0.332,0.591,0.106,0.306,3.23
1960,0.339,0.648,0.109,0.307,3.27
1961,0.345,0.711,0.112,0.309,3.46
