,gamma,c1,c2,c3,kappa1,kappa2,kappa3,epsilon,sigma_eta,sigma_xi,F_4xCO2,r0,rU,rT,rA,ari BC,ari CH4,ari N2O,ari NH3,ari NOx,ari OC,ari Sulfur,ari VOC,ari Equivalent effective stratospheric chlorine,shape_so2,shape_bc,shape_oc,beta,o3 CH4,o3 N2O,o3 Equivalent effective stratospheric chlorine,o3 CO,o3 VOC,o3 NOx,scale CO2,scale CH4,scale N2O,scale minorGHG,scale Stratospheric water vapour,scale Contrails,scale Light absorbing particles on snow and ice,scale Land use,scale Volcanic,solar_amplitude,solar_trend,co2_concentration_1750,seed
21750,3.889313640733364,5.484766931333367,28.22710971959802,94.11054025865668,1.7563931724057684,0.9761975295100584,0.9028035640859856,1.494163868810841,0.7811983310386073,0.4029749041769397,8.571493498423349,32.205176545728406,0.008156503389193,1.414681771819691,-0.0013322731360802,0.0301029644004977,-2.17582313793853e-06,-2.3335927571399416e-06,-5.456649740031563e-05,-2.794328979520296e-05,-0.0003006440776346,-0.0013429009342855,-8.7675413815408e-06,-7.143091958294196e-06,0.0144060025103923,0.670070235646957,0.009093421045956,-0.5253307640315046,0.0002104393212791,0.0009199439680695,-0.000129658681107,3.2636776893303545e-05,0.0003238698478979,0.0004698702139078,1.0004468491428735,1.0969680644627755,0.9834577267695626,2.087816275508104,1.6849210544834832,1.646180457400333,1.0795661204128004,0.9564475327245144,1.3414939856185712,-0.0307171145508799,0.9565856327725504,277.0093277370987,10034013
22833,7.212691053237247,3.588192080664418,14.443713358594994,45.239096271024366,1.1214452800914008,3.0106199850248307,1.3030521044915706,1.862811506736036,1.7111959705135311,0.465866678380097,7.233612336051316,28.897348809765564,0.0075446349228601,4.279439457866347,0.000713802253334,0.0090362049364615,-7.775752367018061e-08,-2.5926001092187063e-05,-0.0001458837295032,-0.0001092048668454,-0.0002059715654297,-0.0028741462158586,-1.7819469444409564e-05,-4.483286510098835e-06,0.0327644518476111,0.0231131834074864,0.0109010667194361,-0.4289342586193778,0.0001232137075039,0.0007188304323656,-0.0001811550297117,0.0001361405161884,0.0005979145293614,0.0012444109887678,0.964183151085171,1.049772294169031,1.021541770692258,0.877263544994765,1.0969345350768784,0.964469729618739,0.9288469967678028,0.8180487389460068,1.3043309955022957,-0.0092295421236029,1.0512377909588215,278.52877151133004,10466130
23842,9.341141822783008,2.8002449797472195,13.847339670572964,262.4661431452137,1.8414034660352097,1.637778862136718,0.3815967152269365,0.3848375736816014,0.9808242491562804,0.4766334608955037,7.598437901631872,33.07888056565937,0.0087460271721756,1.2049528070781306,-0.0003279502009776,0.0306005354587701,-1.914590883385299e-06,-8.318332245307666e-06,-0.0008027726088774,-7.355946964425093e-05,-0.0077203242205151,-0.001861117054886,-3.184596396190659e-05,-7.357864685262041e-06,0.0007932730678929,0.043683072559756,0.0028631748735899,-3.1474938881364296,0.0001933328272451,0.0008850847827971,-0.0001085265826077,0.000234552772086,0.0003256219779583,0.0017968595122173,0.9086039413411032,0.9720389849834185,0.7704245366459952,1.4277295848679974,1.3297396031119917,0.6285447225953398,0.7752772596452608,1.1229582664871178,1.3110503923935264,0.0333934378441507,1.0254271822777763,273.8922858857701,10868721
28729,4.289380014077248,3.966588992366402,7.466747138940937,136.09586206256728,1.5683577731293206,3.5474825133468606,1.0718100516718243,1.4713810829466978,0.6737550736000049,0.4537418980507886,9.248289844247722,33.443233269670614,0.0025187510768723,5.107690464286324,0.0007892066634872,0.0416759108453001,-4.437042245422613e-06,-5.795148288644412e-05,-0.0001162847594618,-3.888633082606365e-05,-0.0032590001780268,-0.004515347850035,-2.3794436076706262e-05,-5.065406494017635e-06,0.0218145866214107,0.1150466945936595,0.032093442815415,-0.2964327114100881,0.0002180693358393,0.0005501218475169,-0.0002367272891315,0.0001614989731213,0.0003288022834955,0.0015473903276081,1.0605300281044965,0.8413931247018215,0.9136881364633082,0.8360548151359866,1.5685800095640454,1.9970145052186288,1.3195256517050973,0.9624734326974967,0.8087060162276112,-0.0163533952362362,0.908703775559402,277.44258098316914,12818634
31211,1.4383277144282465,4.564667093339804,14.619563760883658,27.97200753223281,1.0152204397073237,4.6216457566185865,1.804612755416203,1.7638750275765815,0.7247217912661896,0.4667544064385854,7.996078562705909,29.913542501522407,0.0086143864406375,4.570115107603063,-0.0020555990999447,0.0200108096510281,-3.5179465336381258e-06,-5.181116016870507e-05,-0.0004056205160413,-3.983055364498692e-05,-0.0051007135587641,-0.0041913310994983,-1.9331147423909548e-05,-5.472231835464171e-06,0.0367279946370051,0.2471313589918557,0.0111441059740018,-0.3395645555749179,0.0001487104114903,0.0012201842792951,-0.0002887693180627,0.000207094995746,0.0002795453003298,0.0013805176596948,1.0944597935376943,0.8867626600582226,0.7446842287053168,1.0343552897728494,1.1144976113901843,1.5623483896178536,1.3566942124774242,1.1580237972225078,0.8207354692915992,-0.0615004586978801,0.9972949775559886,278.8266518322327,13808952
31295,4.914373636604129,5.107106468055661,7.553207981057685,120.78967234056728,2.1141541042412597,1.950581289986305,1.056188389778161,1.111308224643022,0.9218876731900648,0.6513429871081485,9.529654083612352,38.46949672080692,-0.0019070241663807,-0.6233377956209553,0.0054920342732614,0.0262497406026598,-2.285351551079285e-06,-2.3471110814546727e-06,-0.0011173905571897,-7.304817374513343e-05,-0.0005706449070441,-0.0020535434108075,-1.90316753378173e-05,-7.709866110046262e-07,0.0057647786082304,0.498658960680395,0.0034437005115536,-0.098075177736158,0.000184131533373,0.0011878225747404,-6.0998642212041536e-05,0.0002348963483993,0.000179507295589,0.0017484896178015,0.9842673513430156,1.0633889001741632,1.1528931269008031,0.8915293855838011,0.638269770053739,0.8431939190821336,0.5464458476357005,0.9350679165908083,1.501212876701681,-0.0745112299374788,0.888797872672569,277.0366613639301,13842468
31428,6.567385263234277,3.781523225278834,17.818203675350894,32.74934273053849,1.2374466161302689,3.9565953508873672,1.0767056955415149,1.6408072848365118,1.124710913329258,0.2986162166735918,7.94466034603207,34.37345736334088,0.0045307895892615,-0.1019491574071771,0.0017250095618383,0.0387655983677962,-1.0802956113393247e-09,-4.231883256574216e-05,-0.0009084103755253,-8.412716252689345e-05,-0.00454119100919,-0.0046643299878123,-1.9544807965014536e-06,-7.600476412288946e-06,0.0009213756387499,0.3647673861466635,0.0094434544374537,-0.8950572340311863,0.0001292643223135,0.0009866794026482,-0.0001671042277095,0.0001144616931857,0.000361348763472,0.0026845625756622,0.7912028023366545,1.1138310858465654,0.8490129267505682,0.738904689756793,0.8913206510977649,0.5636665577623372,0.6472254374949191,1.008924648429023,0.1848506768486315,-0.1021740744525482,1.0009327036225095,278.3099453919279,13895535
31491,2.008108083536265,4.543189869549258,42.19743024764067,51.23495879259225,1.398520365771443,0.5608289002848292,0.9054065932187289,0.6788156305873192,0.60881173573703,0.449322819561273,7.701200508121234,35.89115866747713,0.0014699550856622,2.1502241853193462,0.0017202048287905,0.0261414937566016,-4.479079306780789e-06,-2.172767286333723e-05,-0.000549379788092,-0.0001337015227802,-0.0064942186997268,-0.0041245479015179,-2.826403043694633e-05,-1.1443664785327358e-05,0.0111356325883662,0.1125628007840369,0.0061580277548398,-1.178377659723683,0.0001833578756289,0.0005235076974603,-0.000144040098815,0.0001296494288016,0.0001105589053193,0.0015865167129201,0.9634689244232012,0.8744602339978285,1.2747428848208455,0.3986693531359124,0.916563821876215,1.321292257456249,1.0987618068952594,1.3489715503810018,1.094394854352423,0.0432401431537432,1.0181569532330534,277.73177878818,13920672
32195,2.366996060719392,5.214542313321132,16.66024340979214,51.47635130405908,0.7535936335072697,3.055849142585375,1.3745712925914768,2.0427975170056727,0.5574282243955638,0.4296735440926243,8.606956686024947,35.701491008045195,0.0034684010618511,1.4047791271516572,0.0023069722447207,0.0302459033089504,-3.98911435969331e-06,-2.0169688930061947e-05,-0.0005310883040135,-1.565463597381396e-05,-0.0069902803203469,-0.0001597809025617,-1.907254273460547e-06,-1.0659017753321886e-05,0.0250667672739945,0.1471991842883138,0.0259004149477132,-1.0866233756937087,0.0001132473188528,0.0005297285937768,-8.715060754919055e-05,0.0001767853007531,0.0003695384632032,0.0018508962178608,1.0417000487141028,0.8838075523552074,0.8786979477314283,0.8647260422346396,0.925776899849575,0.2578198076171597,1.4059212330868975,0.9435703331465592,1.0194015583539493,0.0476625327208557,0.9540766900225796,274.48862896350727,14201568
34860,4.656462075654215,4.602463525725479,27.50014545726458,63.29266809888537,1.111864422261803,1.501706624766474,0.9775138317435684,1.0976000230811596,0.7347115867950715,0.2978556231214818,5.996688521399739,31.682834694996465,0.0077828145249085,5.186827396132341,-0.0019172123055663,0.0134199770169055,-2.3922607486223243e-06,-4.338767041630933e-05,-8.278075553794575e-07,-1.7514441129227014e-05,-0.005145912878299,-0.0010694839739102,-2.2737601682530235e-05,-1.017090371977227e-05,0.0014733886597236,0.0771996260710537,0.0002890462369512,-4.065276073389241,0.0002456135940727,0.0005619089473725,-0.0002118069408262,0.0001117209587987,0.0005256462349853,0.0021245655830102,0.8455607916211363,0.8975254225852843,1.1741088223725624,-0.1107748027550223,0.8519639117961479,1.377657635255801,0.9960501271996732,1.028017847405426,1.137945581268865,0.0251137855282952,1.138747438199232,275.4987661571974,15264903
35567,10.607833084584415,3.725387300605326,31.21356200460084,47.93299528382754,1.6768115769079532,2.0978084969688333,0.4511472747705116,1.2479075377526887,0.9314047234450435,0.3504987318578123,7.032185126970365,28.54985666600362,0.0069931018067852,4.034096803101211,0.0003747456461732,0.0281027416697054,-6.585812329566302e-07,-4.845832898251879e-05,-0.0007542159046953,-7.159497740465243e-05,-0.0043481784812212,-0.0020382645391978,-2.92291290234098e-05,-7.004039856454365e-06,0.0258729144372017,0.3402526342075521,0.0022969817753185,-0.465609515499742,0.0001627492806118,0.0005138239834476,-0.0001302854223248,0.0002439178790425,0.0001212384348145,0.0022631135354813,0.6651259306569124,1.0095585835570149,1.2040357279434302,2.100054462139946,0.767551816039279,0.8945069933985738,0.3675708847660727,0.8924882639725578,1.3310267095226758,-0.0042891506240052,1.0654883242596616,279.4230757284181,15546996
36060,1.3927733431067295,2.9378213586652158,3.8055313727408953,88.01516184898105,1.2920278622919183,2.3665731677952238,0.5416273865631731,1.0570638084615225,0.3275297636059822,0.1905213227069405,7.321166235899642,36.75973795769977,-0.0015465054436619,2.441944844017655,0.0034098959768185,0.0119614472925635,-1.941549778559111e-06,-1.7856107958420022e-06,-8.546545137892193e-05,-6.98187881377583e-05,-0.0051902053995199,-0.0054473957875704,-2.0984776439996134e-05,-5.523019065789909e-06,0.0239842224549011,0.1296825911185763,0.0152921878654357,-0.5517063781102044,0.0001991600019726,0.0006833022700854,-0.0002019841206876,0.0002433249135897,0.0002559916631667,0.0022118382498169,0.9540662636580508,0.9439679252394833,0.964104817006431,1.2364951677380638,2.049754216842519,-0.0396515887268515,0.6559373572925375,0.9588348217623056,1.0605484729440415,-0.0463762890936398,1.04504354455537,278.05477102473617,15743703
40987,1.8464957253025105,3.1608243244127285,31.03843363548892,68.51739837941898,1.0503992783438452,1.418978754059918,0.7215493102018427,0.9403473867984176,0.4242062665251115,0.1512958038418329,7.900270373677514,29.23493798266679,0.0099770106314929,2.9003405527426263,-0.0021824577660805,0.0301301390447894,-3.195647517970425e-06,-5.6224263390158326e-05,-0.000533351069463,-0.0001019641807518,-0.0016830789382539,-0.0008706848174416,-2.84926403157218e-05,-1.1015828380771165e-05,0.0085951577315899,0.0429932467138332,0.0309319774054584,-1.8640549902380064,9.736073047560156e-05,0.0005723938480965,-0.0001766686563643,0.0001531788065669,0.0002216273700087,0.0021006318134415,0.9835168586904302,0.8449448932668115,1.074379240848939,2.3303442626452617,1.141432376454185,0.4851444033934123,0.8414989855344648,1.0793806962129675,1.440845546508958,-0.0261210823721222,1.0040731968167915,279.1375320467429,17709576
42980,4.659629580666509,4.29666203207697,17.502169396134175,67.35348486557852,0.958395632721194,7.8156955570695805,0.9918506068933982,1.6840522871947825,0.6001527935217998,0.4392153967142613,7.987140780228052,28.05074587727285,0.0088054048914721,2.672329073578642,0.0015738400381623,0.0388483584775059,-3.37065565113635e-06,-1.7859489690846683e-05,-0.0010346015258763,-0.0001148772933333,-0.0018247692983946,-0.0046172157218085,-5.081860643150067e-06,-4.254938023533014e-06,0.0197473141333126,0.6820167983737436,0.0058857161011342,-0.7058919647801682,0.0002777185937604,0.0005145082254405,-0.0001069782642498,7.449002255366686e-05,0.0001063641880495,0.0020979858011944,1.0390199031417289,1.0973161600802814,1.126197056357504,0.3859537730284087,0.801768868035408,1.2706831308781448,1.6865295900557244,0.8820030445951861,0.8008502188358867,-0.0550585289174336,0.9979273060652178,280.68689581199783,18504783
44564,1.2212783368846036,3.549223570551037,24.276858912044467,208.1727870172109,1.4548611424039974,2.94726309881956,0.9383855429261624,0.9408253547902314,0.3981788666305401,0.543592656776303,8.931597305326807,36.16232172981957,0.0010102114638965,2.22499296612088,0.0029155462430434,0.037665503189692,-4.027497613805946e-06,-4.307293105290682e-05,-0.0002722769186342,-3.469063209264863e-05,-0.007687186287775,-0.0003277418767997,-4.046554388984208e-06,-1.2485438798949804e-05,0.0052341295993568,0.0491489725225236,0.0110151245227554,-0.8213972655521942,7.222190184864081e-05,0.0010695373222737,-0.0001625573618254,5.4834184073413166e-05,8.65186422558847e-05,0.0016336187757098,0.7344363669628198,0.9789100720581144,0.7298386889462507,0.8161029876663288,0.9987369846895288,0.8747014964589906,1.1166742601311035,0.9095714562408944,0.915435932516818,-0.0843983896793386,0.9311090781628172,276.4385004880883,19136799
45689,3.4759393842019017,3.972579120687703,23.364100384052627,26.884601860493888,1.531947122368527,2.9598747490952,0.6737373398867788,1.3092814574620195,0.5512970195497944,0.2519744868103307,6.5421894933343525,38.18721996610365,-0.0023969728158082,0.3682041850865005,0.0042987870372077,0.0268908063865957,-3.2578930001361934e-06,-3.725370015240253e-05,-0.0007369368367214,-1.7700880035416796e-05,-0.0067008215692948,-0.0015566043982307,-2.291968036356189e-06,-1.11601774726427e-05,0.0348460114830859,0.3589198561227084,0.0301692028937167,-0.82822195846179,0.0001715684352256,0.0008349617209883,-0.0001207144535104,5.978739703483783e-05,0.0003043262308781,0.0015597030854556,0.9847355435031884,1.169829445773103,1.1367557423281245,2.210685459030352,1.1745291669933684,0.8220928670270761,1.8113987345634943,0.8953264426300375,1.1089902436732495,-0.0129661472654161,1.1001544407503585,279.4100276207953,19585674
46812,4.574887763030871,5.011308226498191,13.960513477855663,19.7722173742049,2.185842467439059,3.1304162070909864,0.8412812395215326,1.4889225532712405,1.0871536018804444,0.3582922363672659,7.567798952971991,32.578821214149016,0.0064362569100778,4.220725647192537,-0.0006289329792158,0.0098499943823882,-2.3527267000613097e-06,-2.897336743586917e-05,-0.0001441466438377,-8.969140269099483e-05,-0.0073877465230496,-0.0026736997682081,-2.040646635777525e-05,-1.2037328953098764e-05,0.0268312290612324,0.0163366123791259,0.0103761262018716,-0.6785937302146584,0.0001029881356383,0.0009329502464426,-0.0001921384437644,0.000107491358798,0.0003495494117244,0.0015650120171368,1.2410773161201205,1.0062066258484663,1.0188222632007538,0.2594212685227646,0.9014300198257288,2.0180007279325998,1.2180284714918708,1.1241799563232266,0.9684924715057772,0.0413504208185497,1.0275948207024583,277.3825451955837,20033751
48679,1.7316543263788065,4.039770411020045,28.623791306071407,39.3445066363346,1.384838009402758,0.9507207766604796,0.4686248862656149,1.144346523011464,0.3090270726282764,0.2736583985392563,5.926619834411086,38.54417840968389,-0.0026329647625223,-0.7560096313242904,0.0057294321525006,0.0412338961747834,-2.938103142291805e-06,-7.627651646087609e-07,-0.0004717548431118,-3.090777229411125e-05,-0.0078881398873691,-0.004370799111558,-1.912240577187259e-05,-2.741227827740604e-06,0.0096503598601497,0.0201262731414162,0.0135547194745695,-1.3707593338751496,0.0001445628669247,0.0006081640399987,-0.0001343743327741,0.0001544188858915,0.0004560915293834,0.0012683227641172,0.8983930715382185,0.9656928094882016,0.8896829375998223,0.4541253505549264,1.7468069263827275,0.2106156191496189,0.9215210239528908,0.9437386221585546,1.05001369634565,0.0074407530860827,1.1437046441389551,278.42964593868066,20778684
50219,19.85176243727316,4.021798883023832,12.750072924259207,119.5666263444423,1.694541495107932,2.0561181490593508,0.6627120545034184,0.8286351320166332,2.2461338965244053,0.6224186658630698,8.757359744142855,35.05238818565474,0.000120289031851,3.98061037486764,0.0020235129692522,0.0030835268518939,-1.1486212304778475e-06,-1.5390649260635035e-05,-9.43557593619164e-05,-1.0134874389443278e-05,-0.006651667798409,-0.0019037318818005,-1.4435639768322906e-05,-1.3340180048108254e-05,0.0165313174392312,0.1691862621357457,0.0055613524349591,-0.7247540674361908,0.0001071036182225,0.0007986924446816,-6.806396524118672e-05,0.0001861134787499,0.0002517247176184,0.0005060060215914,1.0838939461015218,1.0223268578234752,1.119927664816362,1.1643690129602615,1.3922503378762627,0.3823907633237544,0.8256314601603065,1.0526890747593824,1.0258038873014008,-0.011902426464119,0.9434360035034308,278.42809281657924,21393144
51731,32.57598746665848,2.0322571357730355,14.621113672611456,29.98533601781416,1.8741071814847976,5.191097486022576,0.2865341515374857,0.9987358672427528,3.0887701446490605,0.3897186216200229,9.292474237538752,32.0888109838706,0.0036029692550142,5.712767041319319,0.0001150931064743,0.0158165263682676,-2.5321081518970285e-06,-2.717991280406142e-05,-0.0003798792982723,-6.134939357653197e-05,-0.0032553740218492,-0.002433268354842,-3.120933296960198e-05,-7.748784298957286e-06,0.0083858689771699,0.3357943250010951,0.0007095760434267,-0.5861248658255404,9.230740190889954e-05,0.0010871660894699,-0.0001464267729803,0.0002321307046996,0.0005454049112873,0.0015739953130778,0.9513956190690024,0.9924895616192312,1.1408499469413165,0.7887177811079094,1.1797727325956755,0.5909877168985093,1.5645875541438934,0.8395005744100555,0.945118159973532,-0.0549140166918868,0.9055778266330174,279.02399555355095,21996432
