,gamma,c1,c2,c3,kappa1,kappa2,kappa3,epsilon,sigma_eta,sigma_xi,F_4xCO2,r0,rU,rT,rA,ari BC,ari CH4,ari N2O,ari NH3,ari NOx,ari OC,ari Sulfur,ari VOC,ari Equivalent effective stratospheric chlorine,shape_so2,shape_bc,shape_oc,beta,o3 CH4,o3 N2O,o3 Equivalent effective stratospheric chlorine,o3 CO,o3 VOC,o3 NOx,scale CO2,scale CH4,scale N2O,scale minorGHG,scale Stratospheric water vapour,scale Contrails,scale Light absorbing particles on snow and ice,scale Land use,scale Volcanic,solar_amplitude,solar_trend,co2_concentration_1750,seed
112566,2.6621055878630844,5.222514869039857,49.89009445078504,154.83456931391973,1.681296134580703,1.0503554152660808,1.327944336273336,0.9552928438459076,0.5353117882224165,0.388033685048181,8.483200519530955,34.401186800319046,0.0019518730373043,3.142951723333597,0.0024177995196568,0.0263303962918071,-3.576943014332613e-06,-5.774616528664858e-05,-0.0008877960634117,-3.303047257822238e-05,-0.0026555795586293,-0.0036800373637995,-1.0316916918265972e-05,-9.741372026722017e-08,0.0043699601767356,0.2865676999789347,0.0028409323452067,-0.942456653216197,0.0001658074915775,0.0006757092508756,-0.0003285770942867,0.0001215851409882,0.0002704083569916,0.002454319827869,1.1013607569315442,1.019120805885866,0.9603244997583936,0.8144367872867229,1.2672840767380191,0.7854603589802197,0.7425680952097244,0.7393023900617264,0.940799636360872,-0.0416715735263409,0.9628321673975264,278.08802493914254,46269597
113736,11.167584593685127,3.109824868343157,15.882421743041824,70.79936075632122,1.3816411065943308,4.140111711301357,1.3186473977532538,1.6451136709615446,1.7806592809691528,0.476174442540253,7.568331123631187,36.71679344337736,-0.0004846876764556,1.1458394028400176,0.0046308569811864,0.0286693086702398,-8.725950933394262e-07,-3.090794497866425e-05,-0.0010742475685318,-0.000105449788669,-0.0077842408810292,-0.0029809457262758,-2.5574068688144283e-05,-8.17001564413409e-06,0.0161256343712446,0.1395280324008915,0.0064979313441702,-0.4688808821197615,0.000203711689139,0.0007894415888362,-0.0001677375596805,9.438600828840956e-05,-0.0001712663652601,0.0024050991049151,0.7561151013732669,0.944651581878216,0.9231317397484764,1.6198326695691,0.0562201283522715,0.3698538309891942,0.9149574890924912,1.095360014628789,1.1441497510808083,0.0613915916719602,1.0275571707954017,276.98680051667344,46736427
116420,2.929501080773288,4.590688560149879,11.059039906790549,83.65991928555707,1.1591938874751904,3.78122271873823,0.8033713355454264,1.7129847174605548,0.7753472351052138,0.4316584685716848,7.606831212838346,31.41342854466344,0.0084576917904385,1.1200312364077305,-0.0001776241105884,0.0024195465111348,-7.862057292320473e-07,-6.840863163982904e-05,-0.0001035476985698,-5.786218774357841e-05,-0.0068513519996779,-0.0021616919396454,-8.451186924147423e-06,-1.177222628302986e-05,0.0006533331889101,0.1849018922292857,0.0011399790868676,-2.179979828932864,0.0002174370209017,0.0006263568223808,7.44412868830714e-06,0.000149409814975,0.000737372238451,0.0027210496587629,0.8670894012624671,0.9529082285882248,1.0553266885752357,1.7173222308234315,1.236400321644236,0.4798362059317544,0.91004671113129,0.8661461296636008,1.0804264456773691,-0.0318308853017823,1.02483337391694,278.63245742711297,47807343
116527,11.51456249048947,5.338870296081832,19.17913602737174,69.86926350724814,0.9628902947229896,2.5656891146605743,0.9766766233526132,1.2548153802679956,1.155479045471783,0.6387596672819161,7.647085703968183,35.12582421207902,0.0008644384506312,4.291692174007951,0.0011863544330218,0.0079893476191778,-3.3681920889938546e-06,-3.109023023772167e-05,-0.0002330949992492,-0.0001149577765635,-0.0053725807702071,-0.0042177561586998,-4.284642671867223e-06,-3.670679836237375e-06,0.0310431148327788,0.1564246587150782,0.0195854399585184,-0.9004919755041422,0.0001874574262383,0.0009829843248061,-0.0001578099311885,8.13606583071717e-05,0.0001074876461751,0.001907925365396,1.0602074280497753,1.179596087138762,0.8513990881317252,2.1526201612385165,0.8262815418444927,1.9715318431166355,0.347698432813829,1.1309096188570822,0.5420566649253793,0.0160842647068986,1.021985456949955,278.8140994846781,47850036
117498,5.159007849233499,6.13168342018271,9.223651515307107,81.87713961261007,1.3479652859698996,2.249603582502489,1.3744001701099688,1.4728491466621327,0.5168487726975844,0.754293530567428,9.924648727809686,36.02870778360586,0.0003730242770474,0.2565913782393414,0.0043787514679063,0.0163844869682075,-1.4211139316408872e-06,-4.632735941281039e-05,-0.0005267232285028,-5.110840491283866e-05,-0.0040164322639759,-0.0020845487035212,-2.7339326237124172e-05,-1.1282060556617388e-05,0.0112233935666568,0.0184457839008511,0.0039009986687437,-0.6085884422435958,0.0001363251864325,0.0004844570623445,-9.698189619329236e-05,0.000146972426966,0.0002165023998421,0.001953146082654,0.9360882590370352,1.0169636274208969,0.9791268457206737,1.6358437954392673,0.7727162230615637,-0.1689837404127072,1.4287852596075432,0.8420785220914099,1.1880011181980248,-0.0251776185925017,0.8608528678419387,277.9847514280203,48237465
122715,10.257484699845511,4.184682749119974,4.584020709912768,24.28335880847468,1.4410210597640762,2.71282006478742,1.0452341749640293,1.5613086092887292,1.1808130815425055,0.2061456825657654,7.362740889776681,32.033717084144925,0.0036702221918126,0.1023726732692023,0.0041952911266457,0.0197291866296463,-1.401673795791391e-06,-4.590015931252616e-05,-0.0004505961550453,-7.742964592602832e-05,-0.0056340263756959,-0.0017840702617834,-1.889123109225744e-05,-9.000506446613269e-06,0.0241490858161955,0.0116816708924351,0.0141010655644218,-0.6235933985662997,0.0001382164658221,0.001099458057229,-0.0001893445914469,0.0001635328797516,0.0003458895187443,0.0017103359602729,1.1697122055069655,1.1506860637470562,1.0005830614021105,1.4955863202904345,1.5285967832880925,0.6502467262703804,1.3626024209925285,0.746189017618198,1.0663551718293756,-0.0818694019915872,1.042102228969214,281.5094793379214,50319048
122827,6.688000922817628,5.045793924614983,9.227697071699954,129.1695931239344,1.432686927639719,1.5147748461874797,0.980056917919458,1.326468600934014,0.7920649695087643,0.4831464092435054,7.001196220396598,30.63711565946639,0.0082179579873058,1.0999128101275564,0.0021830068352153,0.0294967180961762,-1.702813207716738e-06,-7.240901752311565e-05,-1.2388410411286663e-05,-7.941407432474204e-05,-0.0030773978321178,-0.0053613208428576,-2.786145559456068e-05,-2.077760794060279e-06,0.0229516561045515,0.4379114193272009,0.000121635484431,-0.8068040453834696,0.0001105105638247,0.000745078172748,-8.833295512252014e-05,0.0001471740920025,0.0001859495092078,0.0025084459242291,1.1902690056293626,1.0107437507896662,1.0221550764608698,0.9125186395780188,1.1880722114784,0.7741138524682902,1.0040400362832014,0.9968984957938976,1.1145897344805773,0.0558583104061356,1.067680721439273,276.654634271409,50363736
124649,9.70114670065097,5.521463409006596,7.12620862141101,81.86263193784406,1.200064795694536,3.793033709655733,1.7485663477482607,1.7433070904261094,1.5523661924212182,0.6835361471552409,7.672087678733522,31.907951973253585,0.0074443364992685,1.8963998012099816,0.0016032734454884,0.0080041672045479,-1.9501532818964006e-07,-7.215622464452334e-05,-0.0005481559786755,-1.9863621094277103e-05,-0.0066063550552953,-0.0037469958544087,-4.11927273341022e-06,-6.571454140827368e-06,0.0356564105027634,0.1119174765520202,0.0130990421317768,-0.4902962506927034,0.0001797180475672,0.0009495258153593,-9.092820494339906e-05,0.0003134558470198,0.0003317615720748,0.0028752925276786,1.139113711813825,1.0421345954591494,0.8199821570653338,0.7839270436777634,0.682552768069974,0.3587089111842154,1.059491040042163,1.0321561429596309,0.6314951034631178,0.0511853941814561,1.0202166220660984,275.3270310966631,51090714
126119,4.3722501036446815,5.49012978884744,6.766592655452943,51.93703109169904,1.266006825669873,2.5376316743747864,1.4327141360669302,1.700616902810414,0.497313155527934,0.8001179971804377,8.528082002677829,29.346626286524625,0.0076969510247846,7.130248113311856,-0.0028123761502383,0.0125971273607386,-3.933286231920676e-06,-3.08652996425639e-05,-0.0004058144709847,-4.7156859361126754e-05,-0.0029558897446122,-0.0013552939426543,-9.12031775027487e-06,-6.113564153210701e-06,0.0245239735991192,0.2201082164422218,0.0103686248308293,-0.7873260047664257,0.0002059595376506,0.0004965424159874,-0.0001481115754261,3.5151073803011895e-05,4.596505631543883e-05,0.0018834534753406,0.8860150600089522,0.8953846719351289,0.8292849150260977,1.097203919154477,1.3733230897191009,3.183636645507382,0.7809436885323618,0.9738418161750904,1.305176818891626,0.0499992258341208,0.9596569008925996,278.4730461688567,51677244
126538,5.032748512350365,5.645754299362004,8.005794935076558,158.10531275623157,1.1355319708178682,1.8526255101144151,1.3135021661246524,1.4308007595098795,0.947425669422494,0.6515357276425102,7.86856041390966,30.129231830203725,0.0069173578731653,2.779511171516312,0.0011033223530642,0.0136656883348538,-3.6127721114668906e-06,-1.708662257882172e-05,-0.0009972852494617,-9.290581790750736e-07,-0.0072713235276796,-0.0014297126807946,-2.501085689632777e-05,-4.835294225328853e-06,0.0348458110815532,0.3041675852621216,0.0354296970748213,-0.9881738264366684,0.0001755104868801,0.0008554925921878,-0.0001091743716771,0.0002360670505073,0.0002565258695452,0.0013634289822987,0.9701656790413402,0.9727474021188638,0.8078193002838083,1.4533827424125625,1.2058188216746142,2.1747319215919783,1.2202137515374472,0.829482025034538,0.4974758461196912,-0.0439955612454215,1.0063166069285732,279.9039390067272,51844425
127637,2.970786121742893,4.1492945731364665,26.74582811254682,61.573658061228166,1.216499488283847,1.217255388072982,0.951112372242676,0.9412583563464,1.0591025004330974,0.2984572119032427,6.25321503476677,36.316957607277295,0.0004456887351648,2.872993868405288,0.0016167124356203,0.0316682269329804,-3.034410048566432e-06,-4.105995307512666e-06,-7.586763464454967e-05,-6.779695922306271e-05,-0.0060648545481387,-0.0025586454038161,-4.700358428067316e-06,-1.284473705908648e-05,0.0069266460875373,0.457312597034771,0.0117469564428756,-1.7553202164986534,0.0001711294840268,0.0009671978375895,-5.725094553076741e-05,0.0001548776483587,0.0002832914186377,0.0019408958234925,0.9128566235698674,1.0636093485523543,1.0929632264556484,0.8672794596101978,0.9681422286981493,2.174685763340713,1.1512989725965437,0.9573040845313872,0.7591006655812123,0.0317436755246147,1.120598749956145,278.7986007409576,52282926
130180,6.964948689429035,3.749390453851996,19.21883927478205,48.756062413081125,1.857698331250824,2.2864187041066737,1.0941501428202238,1.2846754760953414,1.440953372617753,0.452589433794201,9.086965387323698,34.574154324620466,0.0035790588588765,1.7284849493536747,0.0015920046564917,0.0090484742293667,-1.2395494068670094e-06,-6.696083546325162e-05,-0.0005248741624029,-1.607346233026803e-05,-0.003292683130785,-0.0027674119222964,-2.0219537579091367e-05,-7.586504656789429e-07,0.0047262520537024,0.0856921243436936,0.0033175082394181,-0.4959550395327248,0.0002400129743341,0.0007070925193374,-0.0001243629003359,0.0003005992993484,0.0004466565301948,0.0016895127429807,1.079004255903696,0.9351092857066596,0.8716073140815999,-0.2222982494560437,0.956496392129946,0.4451004979808817,1.1152611272051896,1.1552871416291992,0.7450043402053002,0.0192287021947428,0.9201171270928178,276.5952635993017,53297583
130507,6.611666307549834,4.364735509666727,15.235732587762572,50.27978594787301,0.8741879495059486,2.40868078639614,0.926774938005931,1.3185249667579175,0.7145428058540879,0.5866311719486311,8.501227780379157,30.39973539149412,0.008487864645219,6.788056997751466,-0.0028805895195308,0.0108584892312818,-3.197613797698681e-06,-4.758258367738003e-05,-0.0003138542122592,-5.390794225090002e-05,-0.0067282214329839,-0.0023717031585362,-1.0125509286358524e-05,-1.1537779984565506e-06,0.000497238519818,0.186496842847447,0.0112066523691235,-2.884517373696655,0.0002375329446234,0.000279443327918,-0.000195544819261,0.0002645196645986,0.0005696031654767,0.0020799122916417,1.1295045176178244,0.9458405921784032,0.8500815422222471,1.3941106284592175,0.0984705194587968,1.3756064878229122,0.4464975415670337,0.8051854435383075,1.036314774581797,-0.0385787915660114,0.9615567782273524,276.8312534479632,53428056
136623,9.014143599040478,3.774523206447415,5.658258205590323,77.8868366871089,1.4691766516769842,2.6118225871781435,1.1036297493921927,1.1290945346801673,0.8265729517002839,0.5685118331405177,7.840467658916274,36.8939247436396,-0.0014793385383738,1.8476074743039903,0.003844293299332,0.0326553586653104,-2.9416401250285176e-06,-4.760749907447983e-05,-0.0004878449024141,-3.705746818684804e-05,-0.0038305745400211,-0.0038435300302829,-2.9262872592610742e-05,-9.864292857607675e-06,0.0105325008943678,0.3542083266017896,0.0142559963775271,-0.725204557595588,0.0001300718458423,0.0006637186917838,-2.360968291802445e-05,0.0001319954877528,8.553885818811586e-05,0.001225924671329,1.0184916257370005,0.8870436874736523,0.9112845899216254,0.881248029840207,1.421563868400497,0.6741628449518615,0.6448246862572609,0.8250153806870768,0.5512629656446717,0.059684675514853,1.0083041077353023,277.2534015076154,55868340
139705,3.630807586569751,5.594793525934273,19.069824868302184,75.24706988584106,1.0401953680622302,2.8528994136654773,1.286330561705704,1.366211586827353,0.979065782146458,0.5289129173282037,6.881047738684519,38.49274982145506,-0.0015781775314965,2.606010223774642,0.0028176228801599,0.0195456259387508,-3.3972576454489428e-06,-3.197902891633759e-05,-0.0010270507034832,-7.911563059059378e-06,-0.0048982141421133,-0.0027373032647478,-2.852660871769536e-06,-2.3712062209020727e-06,0.0249589579612709,0.008495181070749,0.0224187178929257,-0.926134958987882,0.0001817867093706,0.0010855268850856,-0.0001854413804294,0.0001968540817563,0.0003918558702698,0.0015426417525769,0.7893288925590248,0.8949602509408066,0.8352575327268846,1.3820348935488338,0.5959686168225427,1.3303243335787769,1.0988723502290385,0.8854659690836741,0.8775217692133107,0.0097467175273662,1.076180963027763,275.7855401393953,57098058
141088,6.297960382433838,2.97851836608756,11.809845068892011,156.5698669452496,0.9585500800901144,8.130518496216828,0.8916376918269338,1.2747132927112792,1.1399149115716798,0.690112875252368,9.009676341957912,35.41761328212967,0.0010533721613947,1.5934283782210863,0.0022512539033871,0.0075692519028095,-1.827502060430546e-06,-1.1192644551472346e-05,-0.0003726072651683,-6.260126278308509e-05,-0.0072418305650138,-0.0005642882164818,-8.013797199192801e-07,-4.2112148451395e-06,0.0345549862148042,0.3099083384000977,0.0104376600513507,-0.8835136894038687,0.0002213730167014,0.0006501688793899,-3.5396698856687678e-06,0.0001916760213919,0.0004259303675251,0.0019255021728986,0.9608518863068494,0.916120617436436,0.912395731830188,0.4430498865621282,1.6952431478118468,-0.2347811897636029,1.0053946204313735,1.0080553375416996,1.0764176839180637,-0.0329112556947209,0.9255851575530554,279.1595005479473,57649875
142907,7.403029345331294,4.593487444918408,38.03520485375942,58.83559536920849,1.6365698304147176,2.4066752798639337,0.8741201447899861,0.985174894455174,0.7983214402966405,0.5454574700481054,7.769608197438991,29.491354523253204,0.0075161180948626,1.7807752590999368,0.0005836128060987,0.0057274191013905,-1.8261661460483656e-06,-3.4007962759697026e-05,-0.0006611482943507,-9.671799935493706e-05,-0.0012128372767092,-0.0020663971695228,-2.4422668212885826e-06,-7.196240103226237e-06,0.0158567929069552,0.2003282391204242,0.0092924336975801,-0.4200928755523826,0.000136566888442,0.0005234188199652,-0.0001747628408674,0.000239078006252,0.0002488168461216,0.0001980371137289,0.8592220894328116,1.0529688801771793,1.075887534304882,0.5774440869468671,1.2955380205151168,-0.340133502541696,1.6277111255860783,0.8675978082108535,0.424934610100129,-0.0331843485429106,1.0133172592358812,282.46821830796307,58375656
145950,8.839707395599312,5.067040019800824,36.67299508491442,80.48809430607476,1.247608152446744,2.2248041465665955,1.0942339984701912,1.2606217210471848,0.889004697335423,0.5405669928948124,8.014685959313772,33.570191431350764,0.002740739181996,0.1224103007231127,0.004657916439658,0.0286550968404619,-3.399656010068372e-06,-1.467398033476802e-06,-0.0005932065299888,-1.1941183867179076e-05,-0.0068271991087445,-0.00391659205058,-3.0102460286398457e-05,-1.5351379988267074e-06,0.004839493606211,0.0790486684194416,0.0159955441718963,-1.4342854010096349,0.0001831961983,0.0005509315718163,-0.0001872612899214,0.0002130455577252,0.000175288818233,0.0011531943289805,1.042951702620606,0.9986203115648904,1.0890239738871486,0.5697491199739435,2.117237339141976,2.54953631148794,1.5347019642772055,1.119947190592233,1.1936306586949743,-0.0507527440066724,0.99597854505309,278.9810819093452,59589813
150396,2.80125841471283,5.589328982334438,27.209808371233056,41.41463073620143,1.1993991623420577,1.073967431840291,1.6321524922650492,1.7035071764604872,0.5561361582711537,0.3900515558969168,8.224359981889881,36.04964811589453,-0.0015319054374882,1.3205810210470583,0.0046424895810724,0.0043110192781387,-2.2214298330349203e-06,-3.585421431469963e-05,-0.0006752840306815,-6.226159824721154e-05,-0.0027210916493516,-0.0015075664531518,-1.3594276125023416e-05,-2.077688602714382e-06,0.020157956751664,0.1829218627151247,0.0073346628254188,-0.5679775586154442,0.0001521014034648,0.00049650087368,-0.0001924719305235,0.0001638558213469,0.0002602335175961,0.0010333431694253,0.8657136095694568,1.0185026088670694,0.8455470957710894,1.169450579408423,1.1083651472592846,0.8616392017207744,0.9713139049196532,1.4811637000216171,1.4405150639515298,0.0175208058206257,0.9811445677832116,279.3505023956897,61363767
151494,6.954001742269705,4.754956255017496,28.31930664133089,59.44907857030017,1.6318504039653725,2.2101986343924174,0.4640111815054861,1.3970292340357646,1.09218442451474,0.2855541307317344,5.553065118218537,32.00962042430015,0.0086619964585191,4.559441589836716,-0.0019560442563422,0.0136618462061007,-9.413654654763052e-07,-3.767575875859034e-05,-0.0005559383776099,-9.4004453498981e-05,-0.0004359050195385,-0.0003994232315948,-1.4673384982011912e-05,-2.014070618523058e-06,0.0143612760918278,0.4253537869413326,0.0101143560349751,-1.2415130079027883,0.0001938218658876,0.0008775222883808,-0.0001763269293007,4.738612100013847e-05,0.0002525378575026,0.0015659704191577,0.984951946742234,0.8594075190126154,0.9534162549781914,0.9320290024829936,1.589414711925501,0.2728306667387056,0.7442649612353825,0.8742808767991745,1.30616626041175,-0.0206885161954777,1.1701328210822617,274.37326550719627,61801869
153451,12.159528408663178,4.931320780023323,9.27567804125252,41.43515583442964,0.9426774445180688,2.5221424080596915,1.2310265277672925,2.029346760377636,1.4592872139413182,0.527407898252858,7.750515362323756,30.43180346573447,0.0036017336571872,5.799975295980921,-0.0006916098166069,0.0328037419095771,-2.6880874453413075e-06,-4.437824082267024e-05,-0.0010651095826706,-5.900384124156654e-05,-0.0074048325588666,-0.0029720784391713,-2.429726738709728e-05,-1.0544992981160175e-05,0.0388521881581242,0.0121314500926048,0.0116175590787337,-0.6157704911922993,0.0001945078946441,0.0008969074706058,-0.0001400427221214,0.0002039536074118,0.0006890177524194,0.0013094971061087,0.8422556172423681,0.9420676107765976,0.8407015359905967,1.7997624908045726,1.1370490694303923,0.0034523982521913,0.9471238039270132,1.06742820302481,1.3575921931524193,0.0832461824305264,1.0146680354485813,282.4559173545244,62582712
155002,6.931435748207265,7.123508566149633,19.38232990265172,126.3399750778986,1.6394876656706234,1.1401684281065392,1.2855642026711591,1.1203579471208434,0.7116255735630347,0.8043166663505168,8.077559614971104,32.653474280951016,0.0019409835732105,0.8809385095838012,0.0047915094010788,0.0219006906159487,-2.9042157798200243e-06,-4.300513810686437e-05,-0.0008157222669381,-9.509378782667908e-05,-0.0056670383991567,-0.0006155144131291,-1.8502243578871008e-06,-1.3858980202716884e-05,0.0139818945809579,0.1530134735029635,0.0198304317876481,-0.7407561813044019,0.0002168443642451,0.0004377133022017,-0.0001227256212215,0.0001216150562161,0.0003579829714377,0.0018695917356797,1.0257919822774495,1.2230641181918362,1.0635999155256437,0.5997948699074228,0.2650882480799728,0.667438428704558,1.1963607593491858,1.3720160034796427,0.9937064899612896,-0.0382806867479549,0.991530371800934,281.103725315649,63201561
155246,13.196770258564912,3.64999058974501,10.65212359835746,69.40320279698608,1.177788099790294,2.382219240792034,0.8386365905495032,1.5353101378500007,1.2507081640103683,0.4392552710264713,9.404592854827678,33.96545897803296,0.0038486579265935,4.192904051777591,-9.076009096714424e-05,0.0210794520824593,-2.4589270891994964e-06,-4.050274769664327e-05,-0.0004487577272754,-3.6515993399049366e-05,-0.0010063915281667,-0.0009067768876014,-2.1041765915266767e-05,-5.515860632468024e-06,0.0386364763869652,0.0201385908358822,0.0131365346249332,-0.6442522475914821,0.0001336466364338,0.0007505752674188,-6.208935557784238e-05,0.0001481572760059,4.752435604025448e-05,0.0018089787244006,0.8677793312020938,0.9963261297720918,0.79849245732347,-0.0497198842988222,1.1762444231178522,1.3108306982466478,0.9804284320980208,0.9041253698757216,1.0891485076596226,-0.0169009925258908,0.8976456803425037,276.66090879052655,63298917
155885,6.140481397523618,3.8972678697349536,7.295022963362902,116.0583863674487,1.1839692920915004,3.3381685962675127,1.1991837327842887,1.2511011799088296,1.2743771923311218,0.5142221479683902,6.991415166701913,39.94281086005555,-0.0049049466795066,-0.8107955271668787,0.0057583870064485,0.0137355909202985,-1.7553180254759614e-06,-2.1861435856525208e-05,-0.0009224591693869,-3.8214161139879e-05,-0.0018562178365457,-0.0047971182446023,-2.524900268818824e-05,-1.3088392835571646e-05,0.0094511293376726,0.1680419598891729,0.0313883775161968,-0.7731613091553508,0.0001742514015605,0.000868180396458,-7.277701995619444e-05,0.0002280834951198,4.623069953696305e-06,0.0014747531270958,0.9408323097771888,0.9017464453542258,0.9653717356361572,0.8132381635561081,0.6546086910203766,0.1062072109570443,1.3867142428770023,0.8687854530067114,0.4633810179599692,-0.0838389209687257,1.06837270953775,279.3437203153393,63553878
155968,5.781547552227808,2.9332335645257146,42.8111343855372,77.65569163973717,1.3728720763865838,0.9405183373590932,0.9351493300269258,0.715841043766548,0.8227607882808887,0.3265074497914708,7.602424236328852,37.06694740415849,-0.0003209474955998,-1.541842654774983,0.0054802011798042,0.0278362739956598,-3.850374373010885e-06,-2.5788608498712096e-05,-7.381103831482355e-06,-4.952648632749314e-05,-0.00577995205177,-0.0049434838290014,-4.546620560607099e-07,-1.4646070640810128e-05,0.0297474201290571,0.284750035231495,0.0020276761429894,-0.5313062363576453,0.0001077200145215,0.0007971721256392,-0.0001037278604727,8.404580603839159e-05,8.693797948392304e-05,0.0020198728708448,1.076030152517068,0.9799649132934152,0.9502410596327554,0.4681489101724543,0.7160779621760236,0.7910804601697061,0.9515304579642532,1.000830564480239,1.331604836000218,-0.0478969835254096,1.0251451578402295,278.4075216335371,63586995
158519,4.874111953384336,4.40543661246503,14.929944984242734,23.471390728852786,1.5853315390270604,3.2280801252639733,1.1953811927861189,1.441353957910932,1.1024885213904188,0.4041320225553756,8.336137239941833,32.889659247321994,0.0080160172664742,1.3157146269388609,0.0004211077311419,0.0378149475370683,-6.350759655236332e-07,-5.004369447096821e-05,-0.0010430228746022,-2.1632273423690836e-05,-0.0059868141771727,-0.0028703547323716,-1.5651765949142677e-05,-7.517181534493261e-06,0.0130106811769816,0.0943345890247423,0.0113054338603408,-1.3961687193881347,0.0001785914534128,0.0009325556976658,1.0892483080556436e-05,4.59730630050834e-05,0.0005422895442681,0.0014386915377529,1.362830617142683,1.1042810427713146,0.9015306683389304,1.1492227054931394,0.9596932060595394,1.8274416120480133,1.1225270414856248,0.9654708427570714,1.5818779594077244,-0.0355937363458453,0.9732365719100928,275.13040823699697,64604844
159267,4.395775344445908,4.872895935902532,44.41331449652552,96.11681589788944,1.8126282797414304,1.0378509257841393,1.075748894493913,0.7918851797648536,0.764880819175914,0.4774495317540616,8.076553586469545,33.2786536596001,0.0042570636826817,2.9107971509195414,0.0009568907970097,0.0238183956572757,-2.1209103522282603e-06,-1.1063875909812276e-05,-0.0002517509840844,-5.334349577979987e-05,-0.0064769195385538,-0.0015942805692453,-8.89441021266788e-06,-1.6074331435101183e-06,0.0565747307469852,0.0313252203815085,0.0337778712354338,-0.2526087446394394,0.0001700508005246,0.0006936658034824,-6.732218443301788e-05,7.809552032315624e-05,0.0005423465031085,0.0013454129232346,1.114294139707871,0.9816959058498208,0.8650464327140835,1.2286124953038968,1.0248118189110726,0.5258747429445189,1.1863351075541304,0.8982427919277155,1.2631435588205968,0.0250603895797809,0.99160154611114,276.2730546182672,64903296
159401,1.5414298126508756,5.2355831047879775,13.827702286802529,166.40303292165584,1.3614040105013745,1.8121252213511176,1.1082000588944811,1.078978786181462,0.3156018825217029,0.4013023796250041,7.778366950789387,33.92833682144346,0.0050966485456546,1.634236416793401,0.0005601985473107,0.0111304782285747,-1.9806830057976404e-06,-6.700846738899875e-06,-0.0003049957392269,-3.652999941248021e-05,-0.0041078372389686,-0.0031826166089367,-2.4258151019705375e-05,-1.5169454793962591e-06,0.0089463157716343,0.0252441451094212,0.0055850938157826,-1.812345521170461,0.000144505286877,0.0008901900284353,-2.7027781231903696e-05,0.0002677292302459,0.0003326036332072,0.0024615701741883,1.0910858677453876,1.0239988233878077,0.9998662141536504,1.376256552259075,0.98586511790164,1.6437348611871951,0.8008347367533699,1.1630640420113982,0.8126551158465345,-0.0045691016336929,1.0126975966447986,277.496973733534,64956762
160896,13.165650138006953,3.621377030923912,12.378809056586514,76.78251964668671,1.0888819917923795,3.8519926110413794,0.5348179823166853,1.2908892986617415,1.281467741861314,0.5974938067676294,7.5641710711430035,35.439716202706094,0.0030025031764166,2.6141879795206435,0.0014592786542924,0.0212093280321296,-1.3851019563375735e-06,-4.383554392379098e-05,-0.0006051015038129,-6.482704790009612e-05,-0.006255312140161,-0.0017199277106527,-1.380861306836687e-05,-4.388316207456489e-07,0.007886000979044,0.0258371961723057,0.0009681801393789,-1.572260253626062,8.747538518956277e-05,0.0005220722265311,-0.0001379906806913,0.0001775614496512,0.0001903137244838,0.0028259476151797,1.092195473895851,1.0216014972862346,1.16783728855763,0.377880292262896,0.316155936061269,0.2567632501506298,0.8161320213482175,0.6536118298269327,1.5091516097927702,-0.0779996331109534,1.0278514853857024,274.704897734282,65553267
161368,4.781687224355393,4.879862380677814,8.959185974479777,69.44922234109326,0.8195876796716866,3.2194096510712145,0.9750469388985338,1.5155638319627434,0.5330717985427799,0.4565273734111199,6.39630204219699,33.87081296799368,0.0036114771533266,3.7571328709659007,8.946336559442986e-06,0.001546442678213,-1.4743590537487232e-06,-4.202980906606533e-05,-0.0001940634175738,-3.357010012310952e-05,-0.0028339613793275,-0.0048794558310133,-4.0816214314477684e-07,-1.4519908709530963e-05,0.0186325300185163,0.3663085394504002,0.0011527279907932,-0.8392497076525671,0.0001418775481584,0.0005384476145527,-0.0002073094757202,0.0001061868393436,0.0001657351253725,0.0025597438737576,1.1544120526021624,0.96939694404762,1.0013813595494725,0.9489637443577636,0.4831206418948646,1.9069803829992773,1.2487762801741529,0.9006711333784279,1.2510907720455438,0.0400564643602219,1.1104756579786237,277.72627555378887,65741595
161516,4.733372259920451,3.2462522635535325,14.78639020242374,166.58168035826952,1.1727008116475066,2.9339005998271483,0.9304682206255962,0.6856828451368547,0.7190967189550043,0.541865921390728,8.194919391698297,36.72099241556214,0.0002319445947863,-0.5069855461626679,0.0040154621312355,0.0234946346341919,-1.6272799264266157e-06,-2.9786078431337084e-05,-0.0006185722476816,-7.262337748881032e-05,-0.0010944852715395,-0.0034786421159337,-1.657972397548009e-06,-6.100678710320128e-06,0.0103262248030588,0.2324971746238199,0.0065110506575321,-1.2688695117242406,0.0001943061617634,0.0005902184281534,-0.0001651858730219,8.547479821255648e-05,0.0006930336823971,0.0011338324696597,1.1502883033330566,1.0104952272175258,1.051199918862617,0.9375172428950284,0.8506489836954164,0.9571856094789984,1.1232436663262646,1.1095694496430564,1.0228060685807805,-0.0777568942006259,0.9832274249743316,278.37359843147937,65800647
