,tas,rlut,rsut,rsdt
0,1.0195176712517764,-3.558145593868659,-1.8132687728549683,-0.0020490141469053924
1,1.865444862270408,-3.123603592567747,-1.9835454324404935,-0.001832949234028547
2,2.339406009180834,-2.18715805733126,-2.3142803388928996,0.006040484656807621
3,2.605158436202146,-1.8933402381591975,-2.7525235868165936,-0.0022603978586062112
4,2.965258499128197,-1.6598836453869126,-2.7856173749014914,-0.002049419208560721
5,3.297297648968481,-1.0655261737083492,-2.658270082257161,-0.0018333542956838755
6,3.444695278626341,-0.9042881580030837,-3.358577946066333,0.006040079595095449
7,3.7578643926593145,-0.5072904071904247,-3.063118216491702,-0.0022608029203183833
8,3.747285236021469,-0.2754779489396242,-3.1336290984893225,-0.002049824270272893
9,3.7649526410700673,-0.4530117533027749,-3.340739203305958,-0.0018337593573960476
10,4.061260793188865,-0.0013074290038161962,-3.313679665992069,0.00603967453344012
11,4.013752823888524,-0.032333970183287875,-3.4617414360512413,-0.002261207981973712
12,4.1019463519839405,-0.07359788725804606,-3.607618020360036,-0.0020502293319282217
13,4.377632250684826,0.5481898008918904,-3.2835830293515045,-0.0018341644190513762
14,4.181132378715063,0.12007997724163033,-3.63732755392725,0.006039269471784792
15,4.377945596751829,0.19187224302825712,-3.4263411163855153,-0.0022616130436290405
16,4.482300725595962,0.6719337552341642,-3.525236524953769,-0.0020506343935835503
17,4.471228201445285,0.5618539710532673,-4.335447088551305,-0.0018345694807635482
18,4.563561947639698,0.5087263454824722,-3.8835243717126957,0.00603886441007262
19,4.708274030422501,0.9194926102924796,-3.758394053962604,-0.0022620181053412125
20,4.623481210047942,0.5554468125212679,-4.075843641404575,-0.0020510394552957223
21,4.726045974308647,0.9628078242388085,-3.738024877609547,-0.0018349745424188768
22,4.699134827111095,0.7065869878119315,-3.888411069869221,0.006038459348417291
23,4.874456040753273,1.2511715611342993,-3.9059529729850198,-0.002262423166996541
24,4.82089033219512,0.9177183638675785,-4.027283887738207,-0.002051444516951051
25,4.854660845967658,1.1722854913078606,-3.9381941939708156,-0.0018353796040742054
26,4.7155721678456075,1.006965076023448,-3.838606453328495,0.006038054286761962
27,4.735520761858936,0.841972724703993,-3.7482019605702703,-0.0022628282286518697
28,4.801057531327956,1.17510990015856,-3.7710392992736104,-0.002051849578663223
