Model,Scenario,Region,Variable,Unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
History,Global Carbon Project,World,Emissions|CO2|Energy and Industrial Processes,Gt C/yr,0.002552,0.002552,0.002553,0.002553,0.002554,0.002555,0.002731,0.002732,0.002733,0.002734,0.002734,0.002995,0.002996,0.002997,0.002998,0.002999,0.003346,0.003347,0.003348,0.003349,0.00335,0.003715,0.003716,0.003717,0.003718,0.003719,0.004104,0.004105,0.004106,0.004107,0.004109,0.004597,0.004598,0.0046,0.004601,0.004604,0.005227,0.005229,0.00523,0.005232,0.005234,0.005846,0.005976,0.005981,0.005972,0.005975,0.006264,0.006576,0.006849,0.007213,0.007667,0.007631,0.010039,0.008594,0.009364,0.009121,0.009565,0.010064,0.00957,0.009577,0.010202,0.010803,0.011192,0.01125,0.011498,0.011869,0.013009,0.013491,0.013549,0.013632,0.013834,0.014038,0.014592,0.015434,0.015973,0.016582,0.016763,0.01799,0.018187,0.018121,0.024324,0.02307,0.023229,0.023692,0.02415,0.024685,0.028596,0.028573,0.029488,0.030462,0.032459,0.033466,0.035345,0.036259,0.038598,0.042361,0.043066,0.047053,0.047439,0.050085,0.053738,0.054259,0.056646,0.059282,0.069634,0.071006,0.07568,0.076389,0.077557666,0.082235713,0.090240523,0.094905713,0.09663119,0.103127475,0.111105428,0.117987713,0.121716618,0.130408,0.133939,0.14223,0.145343,0.154515,0.170953,0.18161,0.170032,0.184443,0.187105,0.190802,0.192243236,0.206022712,0.232997997,0.240831059,0.254345499,0.270478282,0.273519182,0.275565329,0.27987867,0.293874947,0.325401703,0.32527282,0.3543827,0.370871704,0.373932383,0.369451062,0.382330135,0.405369152,0.418586645,0.43840081,0.462408776,0.505130481,0.532808269,0.550421532,0.564324227,0.615200581,0.622202158,0.662476309,0.691794327,0.788293605,0.757752284,0.788883212,0.828007587,0.840397082,0.883061779,0.956840939,0.867880007,0.855452552,0.923929436,0.966116945,0.953285989,0.826571993,0.960988659,0.843194388,0.884207394,1.003110822,1.006031451,1.016822239,0.998716474,1.08999832,1.085172202,1.164753563,1.073889213,0.957696127,0.86355749,0.909255201,0.988724326,1.037613869,1.138458158,1.216617328,1.143199068,1.209623122,1.321557806,1.351646101,1.34859973,1.371000123,1.392107673,1.157502742,1.262829537,1.398856797,1.473912882,1.426980434,1.632983601,1.73506328,1.757936683,1.806875502,1.844936109,2.022348021,2.152793216,2.223407687,2.285989246,2.404406675,2.548301357,2.555817502,2.645443361,2.786531755,2.937229436,3.069373029,3.217874752,3.319751023,3.500181537,3.732498351,4.039740524,4.203842693,4.398742733,4.630642104,4.611103566,4.620530842,4.874367868,5.011424154,5.165536574,5.311779481,5.278528414,5.150685216,5.10844278,5.140236251,5.318432737,5.49737305,5.577388192,5.751392912,5.975697874,6.058325419,6.15360351,6.283098519,6.100771369,6.160109249,6.199183271,6.328932738,6.517266112,6.553387228,6.528042326,6.666765323,6.860298838,6.916052953,7.078670868,7.445770919,7.707599278,7.967112463,8.224003307,8.463654574,8.617000703,8.467335931,8.949462441,9.242927517,9.377747667,9.454652431,9.516910367,9.509658675,9.497424178,9.648803298,9.841200678,9.906784048,9.403914992,9.902260271,10
History,Global Carbon Project,World,Emissions|CO2|AFOLU,Gt C/yr,0.003,0.009,0.015,0.021,0.027,0.033,0.039,0.045,0.051,0.057,0.063,0.069,0.075,0.081,0.087,0.093,0.099,0.105,0.111,0.117,0.123,0.129,0.135,0.141,0.147,0.153,0.159,0.165,0.171,0.177,0.183,0.189,0.195,0.201,0.207,0.213,0.219,0.225,0.231,0.237,0.243,0.249,0.255,0.261,0.267,0.273,0.279,0.285,0.291,0.297,0.303,0.309,0.315,0.321,0.327,0.333,0.339,0.345,0.351,0.357,0.363,0.369,0.375,0.381,0.387,0.393,0.399,0.405,0.411,0.417,0.423,0.429,0.435,0.441,0.447,0.453,0.459,0.465,0.471,0.477,0.483,0.489,0.495,0.501,0.507,0.513,0.519,0.525,0.531,0.537,0.543,0.549,0.555,0.561,0.567,0.573,0.579,0.585,0.591,0.597,0.661766667,0.6859,0.696233333,0.711933333,0.718033333,0.721566667,0.730366667,0.736866667,0.745433333,0.7535,0.7232,0.689066667,0.6836,0.683633333,0.6747,0.6668,0.664,0.664366667,0.660033333,0.653533333,0.702233333,0.7327,0.747966667,0.767366667,0.7813,0.7889,0.799633333,0.8122,0.825933333,0.836533333,0.846266667,0.845233333,0.8624,0.878966667,0.884333333,0.885333333,0.893033333,0.9077,0.907233333,0.913133333,0.946133333,0.972666667,0.9823,1.000933333,1.0106,1.021666667,1.030733333,1.041166667,1.049666667,1.061066667,1.092466667,1.1059,1.1237,1.127166667,1.144366667,1.1541,1.158233333,1.168533333,1.1773,1.184266667,1.178833333,1.1766,1.159333333,1.1555,1.1538,1.141733333,1.127066667,1.127166667,1.1326,1.125066667,1.1619,1.191766667,1.206966667,1.210066667,1.218233333,1.233533333,1.2301,1.2335,1.238266667,1.239933333,1.2463,1.263066667,1.2776,1.284833333,1.2942,1.2942,1.3028,1.304,1.311733333,1.3136,1.369566667,1.4108,1.4196,1.4238,1.4233,1.414666667,1.410233333,1.395866667,1.381633333,1.364966667,1.480666667,1.528133333,1.562333333,1.591733333,1.638566667,1.6882,1.744266667,1.796566667,1.849066667,1.938933333,1.7926,1.6665,1.608266667,1.542733333,1.494466667,1.382833333,1.323066667,1.344133333,1.358466667,1.273466667,1.2551,1.2516,1.252866667,1.213866667,1.1793,1.1927,1.1749,1.202833333,1.152666667,1.107933333,1.1148,1.198633333,1.2033,1.311366667,1.448166667,1.386566667,1.396466667,1.395433333,1.3806,1.328833333,1.331133333,1.298366667,1.3348,1.3309,1.445366667,1.4433,1.442433333,1.9391,1.497466667,1.4981,1.396266667,1.2934,1.413,1.5428,1.4635,1.2873,1.384633333,1.210966667,1.2672,1.373833333,1.320333333,1.354833333,1.3174,1.263133333,1.342166667,1.4699,1.235766667,1.1823,1.1412,1.2438,1.107466667,1.075066667,1.1
