year,fossil emissions excluding carbonation,land-use change emissions
1862,0.354494511311889,2.7272682516027
1863,0.378186123993487,2.713979934782
1864,0.407732422266627,2.68751322287903
1865,0.432865974752424,2.64025908889074
1866,0.446560649332975,2.6584083892543
1867,0.478168310206455,2.6708539727472
1868,0.491559728991032,2.64188348791386
1869,0.521962458808592,2.62639673632504
1870,0.533346681849475,2.85338512613438
1871,0.566900339498791,2.95448869841534
1872,0.627311170892882,3.00399012127772
1873,0.666491761531845,3.07133550634141
1874,0.624242397360394,3.12942303832598
1875,0.677124532688558,3.15238446812644
1876,0.686791086564596,3.18264958676768
1877,0.700415478033623,3.24111573807343
1878,0.705984725110968,3.30004600338578
1879,0.756002437138431,3.33066531429523
1880,0.853929916856328,3.37369356811811
1881,0.88355803542345,3.3395201210002
1882,0.933374897274476,3.40547316404407
1883,0.992769305593896,3.47561544667388
1884,1.00414996157837,3.48365194710404
1885,1.0116531312406,3.47781388144201
1886,1.02743376081041,3.5258863217051
1887,1.07876389059369,3.58361966142148
1888,1.19437153392244,3.59302407681847
1889,1.194642958215,3.58510971165321
1890,1.3003828704861,3.84898295146116
1891,1.36177171634744,3.95594901645712
1892,1.37241818472078,3.998427661588
1893,1.35549877814126,4.07560493547581
1894,1.40304135402457,4.11148827630227
1895,1.48745590103616,4.15151200260873
1896,1.53638990792488,4.19372195015681
1897,1.60925701331428,4.20780414619932
1898,1.69719325302125,4.23908298753921
1899,1.85373853577659,4.29858728859658
1900,1.95224035857769,4.3773889615075
1901,2.01677637421135,4.41803557766493
1902,2.0677166488291,4.48638247190076
1903,2.25413579903806,4.49612886603946
1904,2.27978346965461,4.58335787222825
1905,2.42735676651847,4.59803853106873
1906,2.53477332430564,4.62404112896512
1907,2.88836366931818,4.66654420114895
1908,2.77648484696054,4.70532214775344
1909,2.89054049474456,4.7459321233314
1910,3.03413780072834,4.64277667860016
1911,3.07955070993108,4.60851773679681
1912,3.23601479240225,4.54986838259375
1913,3.50633121144207,4.53870521938223
1914,3.18040587595018,4.53644571698164
1915,3.13490363733469,4.49026637332445
1916,3.38591194801781,4.44295117170373
1917,3.54048268954589,4.42844150223408
1918,3.49331938566074,4.45549446340854
1919,3.02905445433548,4.41338222407239
1920,3.52148308606817,4.60848109621734
1921,3.09014556348813,4.73189878139484
1922,3.24036512120247,4.79413891238586
1923,3.67629128135158,4.78805657619403
1924,3.68727851811414,4.80703639635888
1925,3.72709272677374,4.87480925484972
1926,3.66108850592047,4.85838206172121
1927,3.99619179256119,4.86690710321093
1928,3.97882610792381,4.87515123359142
1929,4.2709754162496,4.88916014847502
1930,3.93866079871157,4.9640290658563
1931,3.51995889996325,5.03538048760857
1932,3.17352650315327,5.09169705825215
1933,3.34157104776883,5.11241119917854
1934,3.63429923324955,5.16147293508729
1935,3.81485868378769,5.16457517081563
1936,4.18557997172516,5.19038235228819
1937,4.47430358287375,5.176483359143
1938,4.20696749496773,5.20375616379431
1939,4.45131770735338,5.20638207198955
1940,4.86142235913667,5.34206213776259
1941,4.97089305540993,5.51473697527267
1942,4.959664504831,5.55015620209254
1943,5.04177404038893,5.53902967946049
1944,5.11798961173415,5.53975027752339
1945,4.25720366245005,5.50550354924652
1946,4.64619708336037,5.48983359476035
1947,5.14586320155351,5.44364203757668
1948,5.42503848969587,5.36867541198347
1949,5.18108767062663,5.31671907029669
1950,5.92943544270692,6.06716699192407
1951,6.38150671919018,6.16293325312909
1952,6.46753934479158,6.30495213915024
1953,6.65096650968246,6.41730436932812
1954,6.78960472123842,6.57235508811369
1955,7.44397850612513,6.79352983931396
1956,7.92610578094237,6.99270802930647
1957,8.18574307509243,7.17300410734606
1958,8.41729279203892,7.38196533205674
1959,8.85480226722804,7.77339664252215
1960,9.38656976310276,6.83128184969333
1961,9.41453130431306,6.54944251241916
1962,9.74671010270315,6.07411648849667
1963,10.2662095745597,5.8773565767491
1964,10.8237892156522,5.73517891488357
1965,11.3098681349645,5.2056370468737
1966,11.8618960782571,5.03462324896624
1967,12.2365219999462,5.17073078816639
1968,12.9045398126124,5.23243352399188
1969,13.7610570313868,4.91160861016289
1970,14.8983919862788,5.11426765520494
1971,15.503030891611,4.81939648516639
1972,16.2236962848959,4.8223033044709
1973,17.0837707759284,4.69536812366443
1974,17.0096511337302,4.56423148974552
1975,17.0502489997833,4.6128779657536
1976,17.9855294421939,4.59089361807231
1977,18.4949440675591,4.59129666444647
1978,19.0642565232054,4.45650818610719
1979,19.6033122363429,4.22969078566868
1980,19.4827487326375,4.40657928981767
1981,19.0172497187953,4.65499020508979
1982,18.8656715505946,4.67673028224128
1983,18.9862015797706,5.15976304137874
1984,19.6420392928092,5.96704050176226
1985,20.3054516496405,5.50439211833598
1986,20.6078387538765,5.69290789970306
1987,21.2461189302436,5.51465148058725
1988,22.0777340301923,5.29877739988344
1989,22.3793234298127,5.24093413842865
1990,22.7530601124385,5.16698123553409
1991,23.2298425067267,4.94661257708213
1992,22.5675558716987,5.22318788443926
1993,22.7987108604026,5.12914373046928
1994,23.0351393785071,5.77652170205091
1995,23.5248639674755,5.63957142952294
1996,24.2505463951046,5.99740332861544
1997,24.3963363387648,7.48111474009937
1998,24.3313304577002,6.16522939610911
1999,24.8338873746112,6.00409634113175
2000,25.5016910828914,5.37574704382095
2001,25.6753363970828,5.03624764798934
2002,26.2487045808703,5.38526138095633
2003,27.6490865738372,5.83363215191629
2004,28.620645243986,5.3938963441845
2005,29.5925708699382,4.89198147309412
2006,30.606251211239,5.2347907346044
2007,31.5002321895007,4.55610949462992
2008,32.0424092740026,4.74086350983819
2009,31.4937646482169,5.23623193073016
2010,33.3068547281404,5.17759479005357
2011,34.4370151665677,5.21808263036662
2012,34.9360058820794,5.34527429522937
2013,35.2330243164102,4.85885838925431
2014,35.4667557438603,5.21436971831376
2015,35.4637756187298,5.63035021702327
2016,35.4605864582934,4.59906446729386
2017,36.0260211106124,4.56506200954679
2018,36.7675265844823,4.28521347709046
2019,37.0406891845343,4.59758663058863
2020,35.0082925742896,4.29525299586491
2021,36.8171247008736,4.32164642660894
2022,37.1503722631663,4.31001914939085
2023,37.5590263580611,4.03046374157023
