model,scenario,region,variable,unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM 3.0,SSP3 - High Emissions,World,Emissions|CCl4,kt CCl4/yr,37.87304729,35.12007312,32.04670829,28.90215011,26.20061395,22.92948983,20.3584954,17.22582338,14.28697607,11.29275616,11.58556351,11.41161773,11.7835288,11.68868674,11.62548616,11.85103476,11.85902753,12.15576947,11.9778479,12.08076513,11.95821617,12.37361368,12.3143477,12.27881282,12.26700906,12.5360441,12.32250526,12.63900253,12.47292592,12.57977774,12.71036067,12.60756704,12.77770183,12.71446006,12.66703903,12.89254642,12.88467725,12.89262882,12.91640113,12.95599419,13.01140799,13.08264254,12.91259014,13.0075558,13.11834221,13.24494936,13.13026956,13.28060783,13.18965915,13.10662085,13.2886006,13.22929341,13.17789659,13.39151783,13.36385213,13.3440968,13.33225184,13.32831725,13.33229304,13.3441792,13.62108341,13.399593,13.43521027,13.47873791,13.53017593,13.33241664,13.64887271,13.46693416,13.54210329,13.36807511,13.70826229,13.55005486,13.64895511,13.49865804,13.60546866,13.46308197,13.57780296,13.70043432,13.57386837,13.57386837
AIM 3.0,SSP3 - High Emissions,World,Emissions|CFC-11,kt CFC11/yr,56.44691887,54.0754823,51.67361545,49.9260204,47.70456857,45.68526768,43.8724649,42.04227339,40.42292717,38.79053941,37.14511011,35.48663925,34.2715949,32.82396935,31.36764943,30.13086917,28.88974173,27.87250113,26.6270265,25.60543872,24.35561691,23.55791597,22.53632819,21.51474041,20.72138665,19.93238008,19.14772068,18.36740847,17.59144344,16.8198256,16.05255493,15.51786547,14.76363635,14.24198844,13.72903489,13.22477571,12.50097686,12.00975922,11.75546997,11.05775422,10.59261967,10.13617949,9.916667697,9.481963425,8.827719493,8.634290791,8.453903636,7.830089978,7.667091551,7.288900646,7.147638129,6.791183134,6.443422503,6.104356237,6.002218358,5.684888002,5.376252009,5.304544405,5.017644323,4.739438605,4.698161275,4.441691467,4.193916024,4.183068968,3.957029435,3.739684266,3.53103346,3.559311043,3.372396148,3.194175618,3.024649451,2.863817648,2.71168021,2.796471159,2.666069631,2.316128443,2.427002485,2.322684049,2.227059977,2.227059977
AIM 3.0,SSP3 - High Emissions,World,Emissions|CFC-113,kt CFC113/yr,0,0.205350681,2.136683932,2.231180302,2.018984598,2.116796526,2.217924012,2.322367056,2.120118026,2.227876627,2.028943156,2.140017315,2.254407032,2.062104676,2.179809951,2.300830784,2.115159544,2.239495935,2.057140252,2.184792201,2.315759707,2.140035141,1.964310574,2.408601269,1.929500187,2.37710644,2.211328547,2.045550654,2.189780392,2.027318057,2.174863353,2.325724206,2.169892987,2.014061767,2.168238179,2.325730148,2.176530044,2.027329941,2.188137468,2.352260553,1.899683934,2.37381465,2.23456122,2.09530779,1.956054359,2.436816191,1.994186246,2.168256004,2.345641321,1.906326933,2.393719881,1.957721051,2.138421925,2.322438358,2.199762717,2.077087076,2.264419066,2.145058983,2.0256989,2.216346448,2.100301923,2.294265029,2.181536061,2.068807094,2.266085758,2.156672348,2.047258939,2.24785316,2.141755309,2.345665088,1.932875164,2.446792574,2.037318207,2.244543544,2.145076809,2.045610073,2.256150968,2.15999979,2.063848612,2.063848612
AIM 3.0,SSP3 - High Emissions,World,Emissions|CFC-114,kt CFC114/yr,0,0.099703672,0.93383774,0.926396776,0.918955812,0.911514847,0.904073883,0.896632919,0.889191954,0.88175099,0.874310026,0.866869061,1.141441301,0.853475326,0.846034361,0.838593397,0.831152433,1.105724672,0.817758697,0.810317733,1.084889972,0.796923997,1.071496236,0.783530261,1.0581025,0.770136525,1.044708765,0.75674279,1.031315029,0.743349054,1.017921293,0.729955318,1.004527557,0.998574786,0.710608811,0.98518105,0.979228279,0.973275507,0.967322736,0.679356761,0.953929,0.947976229,0.942023457,0.936070686,0.930117914,0.924165143,0.918212371,0.9122596,0.906306828,0.900354057,0.894401286,0.888448514,0.882495743,0.876542971,0.8705902,0.864637428,0.858684657,1.134745089,0.848267307,0.842314535,0.836361764,1.112422196,0.825944414,0.819991642,1.096052075,0.809574292,0.803621521,1.079681953,0.793204171,0.787251399,1.063311832,0.776834049,1.052894482,0.766416699,1.042477131,0.755999349,1.032059781,1.027595203,0.741117421,0.741117421
AIM 3.0,SSP3 - High Emissions,World,Emissions|CFC-115,kt CFC115/yr,0,0,0.152278579,0,0.150866412,0,0.149454245,0,0,0.147100634,0,0.145688467,0,0,0.143334856,0,0.141922689,0,0.140510522,0,0.139098355,0,0.137686189,0,0,0.135332577,0,0.133920411,0,0.132508244,0,0.131096077,0,0.12968391,0,0.128271743,0,0.126859577,0,0.12544741,0,0.124035243,0,0.122623076,0,0.121210909,0,0.119798743,0,0.118386576,0,0.116974409,0.116503687,0,0.11509152,0,0.113679353,0,0.112267187,0,0.11085502,0.110384298,0,0.108972131,0,0.107559964,0,0.106147797,0.105677075,0,0.104264908,0,0.102852741,0.102382019,0,0.100969852,0,0.099557686,0.099086963,0.099086963
AIM 3.0,SSP3 - High Emissions,World,Emissions|CFC-12,kt CFC12/yr,22.19505775,20.46570832,18.72660514,17.17770185,15.8209492,14.45834429,13.48979444,12.31934018,11.14498442,10.36663446,9.588284494,8.809934532,8.03158457,7.453188259,6.676789049,6.300297142,5.727753086,5.357113435,4.790421635,4.425634238,4.064748346,3.707763957,3.554634723,3.207404092,2.864074966,2.724600994,2.391025627,2.261305414,2.137437457,1.819468103,1.905307557,1.599042714,1.496633027,1.400075595,1.109416766,1.222566745,1.143566079,0.870464016,1.001170761,0.739773209,0.682230813,0.830494323,0.586653538,0.546667907,0.512534532,0.484253413,0.461824548,0.44524794,0.434523586,0.229697836,0.428680893,0.235559654,0.24629357,0.262879741,0.285318168,0.31360885,0.147798136,0.185842577,0.029785622,0.277537473,0.133185029,0.19268774,0.058089054,0.127345523,0.002500597,0.081510825,0.166373309,0.057134397,0.15175064,0.052265486,0,0.064953341,0,0.097148715,0.021072582,0.148851606,0.082529232,0.020108363,0,0
AIM 3.0,SSP3 - High Emissions,World,Emissions|CH2Cl2,kt CH2Cl2/yr,1517.292983,1550.004101,1582.715706,1615.426824,1648.137941,1680.849546,1713.560664,1746.271781,1778.983386,1811.694504,1837.660674,1863.626845,1889.592528,1915.558698,1941.524869,1967.490552,1993.456722,2019.422893,2045.389063,2071.354746,2087.807525,2104.259816,2120.712594,2137.164885,2153.617664,2170.070442,2186.522733,2202.975512,2219.427803,2235.880581,2243.642071,2251.404047,2259.166024,2266.928001,2274.68949,2282.451467,2290.213443,2297.97542,2305.737396,2313.498886,2322.699421,2331.899955,2341.10049,2350.301025,2359.50156,2368.702095,2377.90263,2387.103652,2396.304187,2405.504721,2416.56778,2427.631325,2438.694384,2449.757929,2460.821475,2471.884533,2482.948079,2494.011625,2505.074683,2516.138229,2528.853777,2541.569813,2554.285362,2567.001397,2579.716946,2592.432982,2605.14853,2617.864566,2630.580114,2643.29615,2658.793788,2674.291426,2689.789065,2705.286703,2720.784341,2736.281979,2751.779617,2767.277256,2782.774894,2798.272532
AIM 3.0,SSP3 - High Emissions,World,Emissions|CH3Br,kt CH3Br/yr,138.4046023,137.5959448,136.7907567,135.9901786,135.1919266,134.3971441,133.6058309,132.8179871,132.0336127,131.2527077,130.7423695,130.2342516,129.7283538,129.2246762,128.7232189,128.2239817,127.7269647,127.232168,126.7395914,126.249235,125.9287891,125.608667,125.2899672,124.973778,124.6579204,124.3434852,124.0304724,123.7199597,123.409789,123.1010408,122.8985526,122.6969724,122.4963002,122.2954741,122.0966206,121.8986751,121.7016376,121.5044568,121.309238,121.1149272,120.9862232,120.8581018,120.730563,120.6036067,120.4772332,120.3524726,120.2272615,120.1026331,119.9785873,119.8551241,119.7729349,119.6911184,119.6096745,119.5286032,119.4479046,119.3675787,119.2876254,119.2080448,119.1288369,119.0500016,118.8969771,118.7439526,118.5909282,118.4379037,118.2848793,118.1875001,118.0901209,117.9927417,117.8943688,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896
AIM 3.0,SSP3 - High Emissions,World,Emissions|CH3CCl3,kt CH3CCl3/yr,1.590139341,1.570380153,1.682339138,1.683801699,1.530861777,1.664042511,1.642820762,1.665505071,1.48988084,1.556471207,1.666967632,1.579155516,1.733557998,1.447437343,1.601839825,1.800148365,1.557933768,1.51402771,1.71233625,1.71233625,1.470121652,1.668430192,1.668430192,1.668430192,1.426215595,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135
AIM 3.0,SSP3 - High Emissions,World,Emissions|CH3Cl,kt CH3Cl/yr,5383.871588,5366.364876,5348.931124,5331.576727,5314.301686,5297.106002,5279.989673,5262.9527,5245.995083,5229.123071,5217.759197,5206.452347,5195.196274,5183.984794,5172.830289,5161.72656,5150.673608,5139.665313,5128.713929,5117.81332,5110.350082,5102.919352,5095.52113,5088.155417,5080.828216,5073.527503,5066.259299,5059.023603,5051.820416,5044.655658,5039.625727,5034.622505,5029.634199,5024.67257,5019.73173,5014.805855,5009.906608,5005.022358,5000.164704,4995.327839,4991.820889,4988.327264,4984.852672,4981.385679,4977.93201,4974.497325,4971.070289,4967.656576,4964.261798,4960.874717,4958.320942,4955.770116,4953.23338,4950.705156,4948.185444,4945.668747,4943.166075,4940.671915,4938.186266,4935.703698,4932.640737,4929.572346,4926.503954,4923.435562,4920.372602,4918.412089,4916.451577,4914.496496,4912.535984,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472
AIM 3.0,SSP3 - High Emissions,World,Emissions|CHCl3,kt CHCl3/yr,403.9480844,398.7935658,393.6611618,388.5581427,383.4699508,378.4038734,373.3599104,368.3380619,363.3383278,358.3607082,355.1077272,351.8688981,348.6442209,345.4336956,342.2373222,339.0551007,335.8870312,332.7331136,329.5933478,326.467734,324.425158,322.3846457,320.3532,318.3377569,316.3244277,314.320165,312.3249689,310.3457085,308.3686289,306.4006159,305.1099219,303.8250158,302.5458976,301.2657985,299.9982728,298.7365351,297.4805852,296.2237213,294.979364,293.7407945,292.9204135,292.1037461,291.2907923,290.4815522,289.6760256,288.8807807,288.0826647,287.2882623,286.4975736,285.7105984,285.1867106,284.6651981,284.146061,283.6292993,283.1149129,282.602902,282.0932664,281.5860062,281.0811214,280.578612,279.6032084,278.6278048,277.6524012,276.6769977,275.7015941,275.0808827,274.4601714,273.83946,273.2124149,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035
AIM 3.0,SSP3 - High Emissions,World,Emissions|Halon-1202,kt Halon1202/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIM 3.0,SSP3 - High Emissions,World,Emissions|Halon-1211,kt Halon1211/yr,2.76297711,2.329188566,2.439828115,2.286757538,2.133686962,1.980616385,2.108263776,1.972201041,1.836138306,1.700075571,1.564012836,1.427950102,1.572605334,1.453550441,1.334495548,1.215440655,1.377103729,1.275056678,0.89229166,1.334672702,0.968915525,0.866868474,1.04553939,0.960500181,0.875460972,0.790421762,0.705382553,0.620343344,0.816022102,0.747990734,0.679959367,0.611928,0.543896632,0.475865265,0.688551865,0.356810372,0.569496972,0.518473446,0.467449921,0.416426395,0.36540287,0.314379344,0.544073786,0.229340135,0.459034576,0.144300926,0.373995367,0.339979684,0.305964,0.271948316,0.237932632,0.203916949,0.169901265,0.135885581,0.382587865,0.084862056,0.331564339,0.03383853,0.280540814,0.263532972,0,0.212509446,0.195501605,0.178493763,0.161485921,0.144478079,0.127470237,0.110462395,0.093454553,0.076446712,0.05943887,0.042431028,0.025423186,0.289133311,0.008415344,0,0.255117628,0,0,0
AIM 3.0,SSP3 - High Emissions,World,Emissions|Halon-1301,kt Halon1301/yr,1.14014942,1.14014942,1.14014942,1.14014942,0.893396726,1.136745989,1.136745989,0.889993294,1.133342558,0.886589863,1.129939126,0.883186432,1.126535695,0.879783001,0.87637957,0.872976139,0.869572708,0.866169277,0.862765846,0.859362415,0.855958983,0.852555552,0.849152121,0.598995996,0.838941828,0.835538397,0.832134966,0.58197884,0.821924672,0.571768547,0.811714379,0.561558254,0.801504086,0.551347961,0.791293792,0.541137667,0.781083499,0.530927374,0.524120512,0.764066344,0.513910218,0.507103356,0.747049188,0.496893063,0.490086201,0.483279338,0.72322517,0.473069045,0.466262183,0.459455321,0.452648458,0.69259429,0.442438165,0.435631303,0.428824441,0.422017579,0.415210716,0.408403854,0.401596992,0.641542824,0.391386699,0.384579836,0.377772974,0.370966112,0.36415925,0.357352388,0.350545525,0.343738663,0.583684495,0.33352837,0.326721508,0.319914645,0.313107783,0.306300921,0.299494059,0.292687197,0.532633029,0.282476903,0.275670041,0.275670041
AIM 3.0,SSP3 - High Emissions,World,Emissions|Halon-2402,kt Halon2402/yr,0.145021598,0.129751383,0,0.083940738,0.068670522,0.053400307,0.038130092,0.022859877,0.007589662,0,0,0,0,0,0,0.335944735,0,0,0,0.290134089,0,0,0.259593659,0,0.244323443,0,0.229053228,0,0.213783013,0,0.198512798,0,0.183242583,0,0.167972367,0.167972367,0,0.152702152,0,0.137431937,0.137431937,0.137431937,0,0.122161722,0.122161722,0,0.106891507,0.106891507,0.106891507,0,0.091621291,0.091621291,0.091621291,0.091621291,0,0.076351076,0.076351076,0.076351076,0.076351076,0,0.061080861,0.061080861,0.061080861,0.061080861,0.061080861,0.061080861,0,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0,0.03054043,0.03054043,0.03054043
AIM 3.0,SSP3 - High Emissions,World,Emissions|HCFC-141b,kt HCFC141b/yr,55.70344713,55.60667596,55.44848347,55.43174151,55.37405199,54.2610556,53.20761464,52.23420287,51.15842223,50.38601642,48.3349581,46.70825138,44.75583014,43.26870804,41.69969084,40.25165039,38.74218862,37.17130551,35.94474479,34.6977103,33.43020203,32.14221999,30.83376417,29.91057829,28.60212247,27.47606474,26.55287887,25.65016677,24.56505659,23.68281827,22.82105373,21.7768911,21.1384722,20.33812899,19.55825956,19.00173576,18.0804158,17.56483956,16.88733901,16.02744038,15.77615733,14.97768003,14.58494645,13.8274167,13.47563068,12.96192035,12.46868379,11.99592101,11.54363201,11.11181679,10.70047534,10.30960767,9.93921378,9.589293664,9.259847325,8.950874763,8.459504115,8.373877193,7.923454099,7.675902868,7.245953551,7.22174796,6.832746197,6.443744434,6.460486397,6.112432188,5.764377979,5.822067496,5.312088978,5.390252272,5.103619394,4.816986516,4.733225501,4.4670664,4.403779162,4.158093838,4.115280377,3.89006883,3.664857283,3.664857283
AIM 3.0,SSP3 - High Emissions,World,Emissions|HCFC-142b,kt HCFC142b/yr,21.0211795,20.88791816,20.74546932,20.59383297,20.60302047,20.1021739,19.57376482,19.35781594,18.9626682,18.54914545,17.94723633,17.3177647,16.83074192,16.15533277,15.79238383,15.25023602,14.6897132,14.28082674,13.86275277,13.4354913,12.99904232,12.55340584,12.26859321,11.81376923,11.5197691,11.05575761,10.92258133,10.45856984,10.32539356,9.861382074,9.728205797,9.264194307,9.301029389,8.846205403,8.722216631,8.437404004,8.322602735,8.046977612,7.771352489,7.665738725,7.569312464,7.31206235,7.224823593,6.976760983,6.89870973,6.659834624,6.760982234,6.370470777,6.310794533,6.260305793,6.219004557,6.016879467,5.814754377,5.782640645,5.759714418,5.575964336,5.562225612,5.387663034,5.383111815,5.387748099,5.23156053,5.07537296,5.089196749,4.942196683,4.965207976,4.997406773,4.698770357,4.900980512,4.611531601,4.652917902,4.703491707,4.593241658,4.482991609,4.542752918,4.441690373,4.510639186,4.248752787,4.3177016,4.395837917,4.395837917
AIM 3.0,SSP3 - High Emissions,World,Emissions|HCFC-22,kt HCFC22/yr,323.7349044,319.240049,315.4059079,311.8830758,308.4346303,295.6017515,283.9299892,273.005285,262.9591694,253.7748185,235.9287591,219.5932212,204.5383731,190.6468654,177.7774342,165.7649011,155.013591,144.9132618,135.5356574,126.9525218,118.197117,110.2959675,102.8757537,96.12070207,89.78193283,84.03171518,78.75756653,73.68669241,69.11580194,65.06880977,60.97621232,57.55586774,54.25022975,51.19569559,48.24391071,45.82798146,43.37840425,41.16797354,39.04833479,37.30423977,35.50258215,33.91615638,32.39660791,31.08033397,29.81898001,28.60058869,27.56155725,26.55353114,25.71290757,24.74297745,24.06488979,23.3938928,22.56967459,22.0133842,21.58862439,20.85033148,20.50440629,20.1296998,19.56590011,19.23415627,18.84971646,18.6973325,18.19554345,18.05025016,17.69194902,17.54178907,17.31501851,17.14803458,16.89248272,16.68476015,16.67322145,16.42476026,16.3605256,16.19576568,16.06687774,15.97386178,15.76836323,15.88348846,15.6013793,15.6013793
AIM 3.0,SSP3 - High Emissions,World,Emissions|N2O,kt N2O/yr,11477.18741,11583.95527,11689.79954,11794.72024,11898.71736,12011.67753,12123.64957,12234.63372,12344.62986,12453.638,12556.77195,12658.95026,12760.17293,12860.43997,12959.75124,13051.5673,13142.47178,13232.46467,13321.54598,13409.7157,13480.04229,13549.5732,13618.30865,13686.24853,13753.39284,13813.7483,13873.34998,13932.19786,13990.29183,14047.63213,14104.62583,14160.86285,14216.34319,14271.06684,14325.03382,14376.27351,14426.77076,14476.52556,14525.53802,14573.80793,14617.91077,14661.29636,14703.9647,14745.91588,14787.1497,14830.57474,14873.26082,14915.20786,14956.41574,14996.88468,15031.5582,15065.53118,15098.80372,15131.37593,15163.2476,15194.88245,15225.81315,15256.03992,15285.56253,15314.3811,15403.8493,15493.3175,15582.7857,15672.2539,15761.722,15841.4691,15921.2162,16000.9633,16080.7104,16160.4575,16248.1395,16335.8215,16423.5035,16511.1855,16598.8676,16679.9323,16760.9971,16842.0618,16923.1266,17004.1913
AIM 3.0,SSP3 - High Emissions,World,Emissions|NF3,kt NF3/yr,3.445940034,3.463778961,3.481617889,3.499456817,3.517295745,3.535134673,3.552933241,3.570772169,3.588611096,3.606450024,3.615773084,3.625096143,3.634419203,3.643742262,3.653065322,3.662348022,3.671671082,3.680994141,3.690317201,3.69964026,3.699196305,3.698792709,3.698389114,3.697945158,3.697541563,3.697137967,3.696694012,3.696290416,3.695846461,3.695442865,3.703797295,3.712151725,3.720546515,3.728900945,3.737255375,3.745609805,3.753964235,3.762359024,3.770713454,3.779067884,3.790772158,3.802436073,3.814140347,3.82584462,3.837508535,3.849212809,3.860917083,3.872580997,3.884285271,3.895989545,3.911487618,3.92702605,3.942564483,3.958062556,3.973600989,3.989099062,4.004637494,4.020175927,4.035674,4.051212432,4.066710505,4.082168219,4.097666292,4.113164365,4.128662438,4.144160511,4.159658584,4.175116297,4.19061437,4.206112443,4.227301215,4.248489987,4.269719118,4.29090789,4.312096662,4.333285433,4.354514565,4.375703336,4.396892108,4.41808088
AIM 3.0,SSP3 - High Emissions,World,Emissions|NH3,Mt NH3/yr,68.05159309,68.6003826,69.14769019,69.69340877,70.23775264,71.39327975,72.54576768,73.69532336,74.84205327,75.98574436,76.71042408,77.43326861,78.1540657,78.87302736,79.58994182,80.18953305,80.78735404,81.38351049,81.97810759,82.57093483,83.08560198,83.59868417,84.11039114,84.62061795,85.12926018,85.57133941,86.0119924,86.45132356,86.88943683,87.32612423,87.54119636,87.75548415,87.96888418,88.18160342,88.39353831,88.52967926,88.66521999,88.80005774,88.93439819,89.06813844,89.03006091,88.99180608,88.95337395,88.91476451,88.87597777,89.09378074,89.31076826,89.52683881,89.74219556,89.95663559,90.06618922,90.17518793,90.28353081,90.39141978,90.49875381,90.52743985,90.55586788,90.58383699,90.6114477,90.6388,90.8624,91.086,91.3097,91.5333,91.7569,92.0419,92.3269,92.6118,92.8968,93.1818,93.4785,93.7752,94.0719,94.3686,94.6654,94.875,95.0846,95.2942,95.5039,95.7135
AIM 3.0,SSP3 - High Emissions,World,Emissions|NOx,Mt NO2/yr,133.141408,133.3231568,133.5049055,133.6866543,133.8684031,135.4466519,137.0250006,138.6033494,140.1816982,141.760047,142.0318957,142.3038445,142.5756933,142.8476421,143.1194908,143.1935396,143.2675884,143.3417372,143.4157859,143.4898347,143.6788835,143.8679323,144.056981,144.2460298,144.4350786,144.2261274,144.0171761,143.8083249,143.5993737,143.3904225,143.1243712,142.85822,142.5921688,142.3261176,142.0599664,141.2870151,140.5139639,139.7409127,138.9678615,138.1948102,137.433059,136.6713078,135.9095566,135.1478053,134.3860541,133.7253029,133.0646517,132.4039004,131.7432492,131.082498,130.2222468,129.3619955,128.5017443,127.6414931,126.7813419,125.9102906,125.0393394,124.1682882,123.297337,122.4262857,121.4850345,120.5436833,119.6024321,118.6610808,117.7198296,116.8204784,115.9211272,115.0217759,114.1224247,113.2230735,112.1063223,110.989571,109.8729198,108.7561686,107.6394174,106.5219661,105.4045149,104.2869637,103.1695125,102.0519612
AIM 3.0,SSP3 - High Emissions,World,Emissions|OC,Mt OC/yr,31.45580191,31.41458921,31.37311925,31.33156719,31.28984551,31.15580846,31.02139768,30.88661318,30.75145494,30.61601128,30.55472557,30.49314199,30.43143747,30.36952359,30.30740034,30.19999591,30.09219437,29.98417364,29.87575562,29.76711859,29.64655329,29.52565457,29.40442243,29.28294655,29.16104768,28.9954068,28.82924848,28.66275254,28.49582912,28.32847821,28.10449607,27.87987486,27.65479539,27.42916729,27.20289983,27.00088468,26.79828294,26.59518536,26.39168308,26.18759391,26.02785365,25.86771317,25.70708095,25.54613994,25.38479871,25.19238926,24.99951454,24.80617456,24.61246143,24.41819101,24.24828599,24.07806049,23.90742231,23.73627885,23.56481522,23.44258376,23.31995093,23.1971024,23.07394538,22.95038669,22.79424408,22.6377254,22.48083066,22.32355985,22.16591297,22.06940176,21.97254839,21.8754465,21.77809612,21.68049723,21.59056723,21.50031074,21.40982191,21.31919528,21.22824187,21.10001212,20.97147388,20.84262715,20.71347194,20.58400824
AIM 3.0,SSP3 - High Emissions,World,Emissions|SF6,kt SF6/yr,9.092413287,9.139482853,9.18655242,9.233621987,9.280691553,9.32776112,9.374724195,9.421793761,9.468863328,9.515932895,9.5405326,9.565132306,9.589732012,9.614331717,9.638931423,9.663424636,9.688024342,9.712624048,9.737223753,9.761823459,9.760652045,9.759587122,9.7585222,9.757350785,9.756285863,9.755220941,9.754049526,9.752984604,9.751813189,9.750748267,9.772792159,9.794836051,9.816986435,9.839030327,9.86107422,9.883118112,9.905162004,9.927312388,9.94935628,9.971400172,10.00228292,10.03305917,10.06394192,10.09482467,10.12560092,10.15648367,10.18736642,10.21814267,10.24902542,10.27990817,10.32080119,10.3618007,10.40280021,10.44369322,10.48469273,10.52558575,10.56658526,10.60758477,10.64847779,10.68947729,10.73037031,10.77115684,10.81204985,10.85294287,10.89383589,10.93472891,10.97562192,11.01640845,11.05730147,11.09819448,11.1541029,11.21001133,11.26602624,11.32193466,11.37784308,11.43375151,11.48976642,11.54567484,11.60158326,11.65749169
AIM 3.0,SSP3 - High Emissions,World,Emissions|SO2F2,kt SO2F2/yr,3.941139759,3.854846614,3.768913097,3.683370736,3.598219533,3.513459486,3.429090596,3.345112863,3.261526287,3.178361671,3.122347472,3.066614359,3.011131528,2.955868498,2.900886313,2.846154409,2.791672788,2.737411291,2.683430316,2.629699622,2.592912228,2.556285072,2.519818155,2.483511476,2.44739463,2.411408349,2.375582306,2.339916502,2.304410937,2.2690948,2.24430153,2.219639919,2.195051829,2.170595236,2.146241112,2.121960751,2.097811646,2.073736465,2.049792378,2.02595076,2.008664493,1.991443903,1.974317131,1.957227814,1.940204175,1.923274111,1.906381744,1.889555055,1.872821699,1.856126282,1.843538348,1.830964955,1.818461013,1.805999027,1.793578997,1.781173831,1.768837793,1.75654371,1.744291584,1.732054644,1.716956862,1.701832311,1.686707759,1.671583208,1.656485426,1.646821775,1.637158124,1.627521241,1.61785759,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939
AIM 3.0,SSP3 - High Emissions,World,Emissions|Sulfur,Mt SO2/yr,75.16935643,74.81596239,74.46292066,74.11023124,73.75789412,75.02982018,76.3003568,77.56940076,78.83684908,80.10290777,80.382583,80.66199044,80.94092443,81.21959053,81.49778329,81.87079822,82.24323128,82.61528757,82.98676211,83.35775742,83.25141894,83.1450454,83.0388413,82.93260225,82.82653251,82.63750812,82.44874822,82.26004889,82.07161392,81.88323964,81.65800933,81.4328826,81.20806279,80.98344819,80.75893735,80.39489382,80.03111577,79.66770469,79.30466055,78.94198337,78.57310077,78.20459274,77.83645929,77.4687004,77.10131609,76.66050582,76.2201559,75.78036706,75.34093781,74.90206951,74.26592406,73.63056986,72.99590631,72.36193343,71.72855091,71.04904971,70.37039419,69.69238395,69.01511922,68.3386,67.6461,66.9535,66.2609,65.5683,64.8758,64.1285,63.3813,62.6341,61.8869,61.1397,60.8064,60.4731,60.1398,59.8065,59.4732,59.6713,59.8693,60.0673,60.2653,60.4634
AIM 3.0,SSP3 - High Emissions,World,Emissions|VOC,Mt VOC/yr,199.5853842,199.7567313,199.9278222,200.0984399,200.2688013,203.9903063,207.7070416,211.4188989,215.1260946,218.8285206,219.8268511,220.8238781,221.8193857,222.813482,223.8062747,224.5485336,225.2897995,226.0298572,226.7689218,227.5068856,228.0051702,228.5026527,228.9993332,229.4953189,229.9903953,229.8112941,229.6323435,229.4533296,229.2743594,229.0955395,229.0914575,229.087199,229.0827639,229.0781523,229.0733641,228.9055246,228.7376082,228.5697212,228.4019697,228.2341415,228.0758808,227.9175316,227.7593056,227.601097,227.4428001,227.5943723,227.7454623,227.8962813,228.0466183,228.1966841,228.0628859,227.9291781,227.79535,227.661507,227.5277541,227.1608446,226.7942185,226.4279805,226.0619211,225.696145,225.5908809,225.485566,225.3802003,225.2747838,225.1693165,225.0665102,224.9636496,224.8607348,224.7576616,224.6546382,225.2017497,225.7478628,226.2931852,226.8375092,227.3810425,227.8152864,228.2488799,228.6816158,229.113701,229.5449286
IMAGE 3.4,SSP1 - Low Emissions,World,Emissions|BC,Mt BC/yr,7.115433209,,,,6.686054705,,,,,5.013898676,,,,,4.331029547,,,,,3.674879988,,,,,3.596152094,,,,,3.560318087,,,,,,,,,,2.935295571,,,,,,,,,,2.702289704,,,,,,,,,,2.576833981,,,,,,,,,,2.224492225,,,,,,,,,,2.035192537
