model,scenario,region,variable,unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM 3.0,SSP3 - High Emissions,World,Emissions|CH4,Mt CH4/yr,378.9461758,383.495048,388.0421499,392.5874814,397.1310426,407.5373358,417.9395093,428.3376644,438.7319019,449.1220198,455.1955753,461.2667672,467.3355953,473.4020598,479.4660597,485.4244234,491.3803622,497.3339772,503.285369,509.234336,512.9044114,516.5731389,520.240317,523.9060464,527.5703271,529.8903744,532.2094898,534.5276733,536.8449248,539.1612445,542.6275608,546.0925018,549.5559671,553.0181577,556.4788725,560.1054861,563.73066,567.3543942,570.9766887,574.5975434,578.2824988,581.9658888,585.6479142,589.3284746,593.0074696,597.4004345,601.791658,606.1811401,610.5688809,614.9548803,618.7036325,622.4508891,626.1967502,629.9410156,633.6838854,636.2613586,638.8378867,641.4133696,643.9878074,646.5612,649.9571,653.3531,656.749,660.1449,663.5409,666.6836,669.8264,672.9692,676.112,679.2548,683.5872,687.9196,692.252,696.5844,700.9168,705.0997,709.2826,713.4654,717.6483,721.8312
AIM 3.0,SSP3 - High Emissions,World,Emissions|CO,Mt CO/yr,767.6208765,763.7047135,759.7708176,755.8191886,751.8498266,758.4602729,765.0887323,771.7352048,778.3996905,785.0821892,783.6869968,782.2827387,780.869331,779.446941,778.0154852,775.856338,773.685657,771.5036105,769.3101144,767.1051687,766.4375791,765.7636352,765.0833371,764.3966847,763.7036779,761.8234768,759.9331539,758.0325382,756.1217152,754.2007708,750.7898027,747.363838,743.9228766,740.4670052,736.9960506,733.2775855,729.5434643,725.7936002,722.027906,718.246556,714.1849534,710.1066777,706.0119042,701.9004574,697.7725131,694.3681518,690.9496324,687.5167782,684.0696776,680.6083304,677.2829365,673.9436778,670.5906432,667.2239221,663.8433359,661.3791169,658.9040153,656.4180313,653.9211649,651.413416,648.1987111,644.9708847,641.730027,638.4762287,635.2093084,632.8786118,630.5378826,628.1869388,625.8258712,623.4547716,621.4470547,619.4304416,617.4047488,615.3701601,613.3264914,610.2542834,607.1699189,604.073583,600.9650903,597.8445335
AIM 3.0,SSP3 - High Emissions,World,Emissions|CO2|AFOLU,Mt CO2/yr,3555.369437,3809.673096,4063.976755,4318.280515,4572.584174,4827.850634,5083.117093,5338.383553,5593.650012,5848.916471,5457.123131,5065.32979,4673.53655,4281.743209,3889.949868,3496.391228,3102.832687,2709.274047,2315.715406,1922.156765,1840.769925,1759.383084,1677.996344,1596.609503,1515.222662,1430.710522,1346.198381,1261.686241,1177.1741,1092.661959,1040.285719,987.9093782,935.5330376,883.1567971,830.7804565,777.3418159,723.9030753,670.4644347,617.0256941,563.5870535,446.7424129,329.8978723,213.0532317,96.20869111,-20.63594948,-138.2207901,-255.8057307,-373.3905713,-490.9755119,-608.5603525,-683.015493,-757.4705336,-831.9255742,-906.3807148,-980.8357554,-1056.257996,-1131.680237,-1207.102577,-1282.524818,-1357.947058,-1428.650599,-1499.35414,-1570.05758,-1640.761121,-1711.464661,-1782.183802,-1852.903043,-1923.622183,-1994.341324,-2065.060564,-2115.305605,-2165.550646,-2215.795686,-2266.040727,-2316.285867,-2366.566308,-2416.846849,-2467.127289,-2517.40783,-2567.68827
AIM 3.0,SSP3 - High Emissions,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36334.87586,36877.15964,37418.1834,37957.94725,38496.45108,39788.54792,41077.74229,42364.0343,43647.42437,44927.91196,45487.46189,46045.68045,46602.56743,47158.12305,47712.34709,48283.52167,48853.32436,49421.75547,49988.81479,50554.50263,50664.08998,50773.31142,50882.16716,50990.65668,51098.7805,50809.15592,50520.04915,50231.4604,49943.38946,49655.83664,49687.36263,49718.69407,49749.83104,49780.77345,49811.5214,49849.5002,49887.26773,49924.82409,49962.16909,49999.30283,50016.09853,50032.72848,50049.1926,50065.49097,50081.6236,50259.52923,50436.90066,50613.73818,50790.0414,50965.81061,51084.95721,51203.69782,51322.03294,51439.96217,51557.48542,51448.31977,51339.26909,51230.33317,51121.5121,51012.806,51110.3144,51207.823,51305.3315,51402.84,51500.3486,51430.6927,51361.0369,51291.3811,51221.7252,51152.0694,51255.9687,51359.8683,51463.7676,51567.6671,51671.5665,51801.8785,51932.1904,52062.5023,52192.8143,52323.1261
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-125,kt HFC125/yr,103.1366,104.5784172,106.0202344,107.4620517,108.9038689,110.3456861,111.7875033,113.2293205,114.6710354,116.1128526,117.3082264,118.5034978,119.6988715,120.8941429,122.0895166,123.284788,124.4801617,125.6754331,126.8708069,128.0660783,128.9492015,129.8323248,130.7154481,131.5985714,132.4816947,133.3648179,134.2479412,135.1310645,136.0141878,136.8973111,137.6621251,138.4270415,139.1918555,139.9567719,140.7215859,141.4865023,142.2513163,143.0162327,143.7810467,144.5459631,145.5159762,146.4859892,147.4560022,148.4260153,149.3960283,150.3660413,151.3360544,152.3060674,153.2760804,154.2460935,155.4177235,156.5893535,157.7608811,158.9325111,160.1041411,161.2757712,162.4472988,163.6189288,164.7905588,165.9620865,167.3166046,168.6710203,170.0255384,171.3799542,172.7343699,174.088888,175.4433038,176.7977195,178.1522376,179.5066534,181.1119134,182.7172758,184.3225358,185.9277958,187.5330558,189.1384182,190.7436782,192.3489382,193.9543006,195.5595606
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-134a,kt HFC134a/yr,273.2599,280.3154785,287.371162,294.4267405,301.482319,308.5380026,315.593581,322.6491595,329.7048431,336.7604215,342.3611581,347.9618947,353.5625262,359.1632628,364.7639993,370.3646308,375.9653674,381.566104,387.1668406,392.767472,396.3162309,399.8648847,403.4136436,406.9622974,410.5110562,414.0598151,417.6084689,421.1572278,424.7058816,428.2546404,429.928744,431.6029526,433.2771612,434.9513698,436.6254733,438.299682,439.9738906,441.6480992,443.3223078,444.9964113,446.9809078,448.9654042,450.9499006,452.934397,454.9188934,456.9033898,458.8878862,460.8724877,462.8569841,464.8414805,467.2277113,469.6140473,472.0002781,474.386614,476.7729499,479.1591807,481.5455166,483.9318525,486.3180833,488.7044192,491.4470815,494.189849,496.9325113,499.6752787,502.4179411,505.1607085,507.9033709,510.6461383,513.3888006,516.1315681,519.4743093,522.8170506,526.1597918,529.5025331,532.8452743,536.1880156,539.5307568,542.8734981,546.2162393,549.5589806
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-143a,kt HFC143a/yr,31.8075,32.25209537,32.69676754,33.1414397,33.58611187,34.03078404,34.47537941,34.92005157,35.36472374,35.80939591,36.17803605,36.54667619,36.91531633,37.28395647,37.65259661,38.02123674,38.38987688,38.75851702,39.12715716,39.4957973,39.7681302,40.04046311,40.31279601,40.58520571,40.85753861,41.12987152,41.40228122,41.67461412,41.94694703,42.21927993,42.45520962,42.69106251,42.9269922,43.16284508,43.39877477,43.63462766,43.87048055,44.10641024,44.34226313,44.57819282,44.87732893,45.17646504,45.47560116,45.77481407,46.07395018,46.3730863,46.67222241,46.97143532,47.27057143,47.56970755,47.93105168,48.29239582,48.65366316,49.01500729,49.37635143,49.73761876,50.0989629,50.46030704,50.82165117,51.18291851,51.60063387,52.01834922,52.43606458,52.85377994,53.2714953,53.68921066,54.10692601,54.52464137,54.94235673,55.36007209,55.85520187,56.35025486,56.84530785,57.34036083,57.83549062,58.33054361,58.82559659,59.32072638,59.81577937,60.31083235
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-152a,kt HFC152a/yr,49.7374,50.3700478,51.0026956,51.6353434,52.2679912,52.8966094,53.5292572,54.161905,54.7945528,55.4272006,56.29759503,57.16798945,58.03838388,58.9087783,59.77917273,60.64956716,61.51996158,62.39035601,63.26075043,64.13114486,65.34405561,66.56099597,67.77390672,68.99084707,70.20375782,71.42069818,72.63360893,73.85054928,75.06346003,76.28040039,76.34084445,76.40531811,76.46576216,76.52620622,76.59067988,76.65112394,76.711568,76.77604166,76.83648572,76.89692977,76.90095938,76.90498898,76.90901859,76.91707779,76.9211074,76.925137,76.9291666,76.93319621,76.93722581,76.94125542,76.925137,76.91304819,76.90095938,76.88484096,76.87275215,76.85663374,76.84454492,76.82842651,76.8163377,76.80021928,76.70753839,76.6108279,76.51411741,76.41740692,76.32472603,76.22801554,76.13130505,76.03459456,75.93788406,75.84520318,75.64372298,75.44224279,75.2407626,75.03928241,74.84183182,74.64035163,74.43887144,74.23739125,74.03591106,73.83846047
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-227ea,kt HFC227ea/yr,5.8267,5.980145894,6.133591788,6.286905058,6.440350951,6.593664221,6.747110115,6.900556009,7.053869279,7.207315173,7.409434051,7.611685553,7.813804432,8.01592331,8.218174812,8.420293691,8.622545193,8.824664071,9.026915573,9.229034452,9.515104281,9.801174111,10.08724394,10.37344639,10.65951622,10.94558605,11.23165588,11.51772571,11.80379554,12.08986537,12.09185473,12.09384409,12.09583345,12.09782281,12.09981217,12.10180153,12.10379089,12.10578025,12.1077696,12.10975896,12.0922526,12.07474624,12.05710726,12.0396009,12.02196192,12.00445556,11.98681657,11.96931022,11.95180386,11.93416487,11.90737484,11.88045218,11.85366214,11.82673948,11.79994945,11.77302679,11.74623676,11.7193141,11.69252406,11.6656014,11.61613267,11.56653132,11.51692997,11.46746124,11.41785989,11.36825854,11.31865719,11.26918846,11.21958711,11.16998575,11.10606102,11.04213628,10.97821154,10.91428681,10.85036207,10.78643733,10.72251259,10.65858786,10.59466312,10.53073838
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-23,kt HFC23/yr,15.53380421,14.95362262,14.37354433,13.79346605,13.21338777,12.63330949,12.0531279,11.47304962,10.89297134,10.31289306,9.941601633,9.570310209,9.199122094,8.827830671,8.456539247,8.085247824,7.714059709,7.342768285,6.971476862,6.600288747,6.362678765,6.125068784,5.887458802,5.64984882,5.412238839,5.174628857,4.937018875,4.699408894,4.461798912,4.224188931,4.072118542,3.920048154,3.767977766,3.615907377,3.463836989,3.311766601,3.159696213,3.007625824,2.855555436,2.703485048,2.606168264,2.50885148,2.411431388,2.314114604,2.21679782,2.119481036,2.022164253,1.924847469,1.827530685,1.730213901,1.667918763,1.605623624,1.543328485,1.481033347,1.418738208,1.356443069,1.294147931,1.231956101,1.169660962,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-236fa,kt HFC236fa/yr,0.3282,0.34122062,0.354241239,0.367260376,0.380280995,0.393301615,0.406320751,0.419341371,0.43236199,0.44538261,0.459043952,0.472706778,0.486368121,0.500030947,0.513693772,0.527355115,0.541017941,0.554679283,0.568342109,0.582004935,0.593282847,0.604560759,0.615838671,0.627116584,0.638394496,0.649673891,0.660951803,0.672229716,0.683507628,0.69478554,0.702014438,0.709243337,0.716472235,0.723701134,0.730930032,0.738157448,0.745386346,0.752615245,0.759844143,0.767073042,0.775392059,0.78371256,0.792031577,0.800352078,0.808671096,0.816991596,0.825310614,0.833631115,0.841950132,0.850270633,0.860692765,0.871114896,0.881537028,0.891959159,0.902382774,0.912804906,0.923227038,0.933649169,0.944071301,0.954494916,0.966879262,0.979263608,0.991647954,1.0040323,1.016416646,1.028800991,1.041185337,1.053571167,1.065955513,1.078339859,1.093033477,1.107727096,1.122420714,1.13711285,1.151806469,1.166500087,1.181193706,1.195887324,1.210580943,1.225274562
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-245fa,kt HFC245fa/yr,13.3898,13.92101113,14.45222225,14.98337287,15.514584,16.04579512,16.57694574,17.10815687,17.639368,18.17057912,18.72793027,19.28534192,19.84269306,20.40010472,20.95751637,21.51486751,22.07227916,22.62963031,23.18704196,23.74445361,24.20456632,24.66467902,25.12479172,25.58490442,26.04501712,26.50519033,26.96530304,27.42541574,27.88552844,28.34564114,28.64056346,28.93548578,29.2304081,29.52533041,29.82025273,30.11511454,30.41003686,30.70495918,30.9998815,31.29480381,31.63420047,31.97365763,32.31305428,32.65251144,32.99190809,33.33136526,33.67076191,34.01021907,34.34961572,34.68907288,35.11427172,35.53947056,35.96466939,36.38986823,36.81512758,37.24032641,37.66552525,38.09072409,38.51592292,38.94118227,39.44643491,39.95168755,40.45694018,40.96219282,41.46744546,41.9726981,42.47795074,42.98326388,43.48851652,43.99376916,44.59323477,45.19270039,45.792166,46.39157111,46.99103672,47.59050234,48.18996795,48.78943357,49.38889918,49.9883648
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-32,kt HFC32/yr,83.7911,84.9046531,86.01820621,87.131894,88.2454471,89.35913489,90.47268799,91.5862411,92.69992888,93.81348199,94.71854692,95.62374653,96.52881147,97.43401108,98.33907601,99.24427563,100.1493406,101.0545402,101.9596051,102.8648047,103.5045456,104.1444211,104.7841619,105.4240374,106.0637783,106.7035191,107.3433946,107.9831355,108.6228763,109.2627518,109.8059255,110.3489644,110.8921381,111.435177,111.9783507,112.5215243,113.0645633,113.6077369,114.1507759,114.6939495,115.3856777,116.0774059,116.7691341,117.4608623,118.1525905,118.8443187,119.5359122,120.2276404,120.9193686,121.6110968,122.429157,123.2470825,124.065008,124.8830682,125.7009937,126.5190538,127.3369793,128.1550395,128.972965,129.7910252,130.7238347,131.6566442,132.5894536,133.5222631,134.4550726,135.3878821,136.3206916,137.2535011,138.1863105,139.11912,140.2214945,141.3240036,142.4263781,143.5287526,144.6311271,145.7336362,146.8360107,147.9383852,149.0407597,150.1431341
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-365mfc,kt HFC365mfc/yr,4.443,4.557718388,4.672438484,4.787156872,4.90187526,5.016595356,5.131313744,5.246032131,5.360752228,5.475470616,5.566534371,5.657598126,5.748660172,5.839723927,5.930787683,6.021849729,6.112913484,6.203977239,6.295040994,6.38610304,6.443803185,6.501501621,6.559201765,6.616900201,6.674600345,6.73230049,6.789998925,6.84769907,6.905397505,6.96309765,6.990317311,7.017538681,7.044760052,7.071981422,7.099201083,7.126422453,7.153643824,7.180865194,7.208086564,7.235306225,7.267572641,7.299839057,7.332105473,7.364371888,7.396638304,7.42890472,7.461171136,7.493439261,7.525705676,7.557972092,7.596770406,7.635570429,7.674368743,7.713168767,7.75196879,7.790767104,7.829567127,7.86836715,7.907165464,7.945965488,7.99055911,8.035154441,8.079748063,8.124343394,8.168937016,8.213532348,8.25812597,8.302721301,8.347314923,8.391910254,8.446260707,8.500611161,8.554961614,8.609312067,8.66366252,8.718012973,8.772363426,8.826713879,8.881064332,8.935414785
AIM 3.0,SSP3 - High Emissions,World,Emissions|HFC-4310mee,kt HFC4310/yr,0.846,0.856760917,0.867521834,0.878282751,0.889043668,0.899736045,0.910496962,0.921257879,0.932018796,0.942779713,0.957584542,0.97238937,0.987194199,1.001999028,1.016803856,1.031608685,1.046413514,1.061218342,1.076023171,1.090828,1.111458803,1.132158146,1.152788949,1.173488293,1.194119096,1.21481844,1.235449242,1.256148586,1.276779389,1.297478733,1.298506846,1.2996035,1.300631613,1.301659726,1.30275638,1.303784493,1.304812606,1.30590926,1.306937373,1.307965487,1.308034027,1.308102568,1.308171109,1.308308191,1.308376732,1.308445273,1.308513813,1.308582354,1.308650895,1.308719436,1.308445273,1.30823965,1.308034027,1.307759864,1.307554241,1.307280078,1.307074455,1.306800292,1.306594669,1.306320506,1.304744065,1.303099085,1.301454104,1.299809123,1.298232682,1.296587702,1.294942721,1.29329774,1.291652759,1.290076319,1.286649275,1.283222231,1.279795188,1.276368144,1.273009641,1.269582597,1.266155554,1.26272851,1.259301466,1.255942964
