,tas,rlut,rsut,rsdt
0,-0.13576563446827095,-0.17382326648822755,0.16584684131805716,5.684341886080802e-14
1,-0.09924849124718094,-0.3071101284454585,0.07146397023144857,5.684341886080802e-14
2,0.15154997549041127,0.24912039778297412,-0.5796352210024907,5.684341886080802e-14
3,0.2242014634597922,0.13502701686331875,-0.05846264265379375,5.684341886080802e-14
4,0.1601604745080749,-0.0566436921180582,-0.07755288164803176,5.684341886080802e-14
5,0.061089899409182635,-0.018076228210503587,-0.21542529230612217,5.684341886080802e-14
6,0.19879868572320447,0.08194259761592093,-0.31816940298601537,5.684341886080802e-14
7,0.02164637654021817,-0.24083526701278402,0.3765840402038805,5.684341886080802e-14
8,0.03348184066817339,-0.09951242364536483,-0.32389428804995646,5.684341886080802e-14
9,0.13478006451288138,-0.2745594913883451,-0.24318870375016388,5.684341886080802e-14
10,0.13820299624666177,-0.25099355952465885,0.05931913509017761,5.684341886080802e-14
11,0.11571863225060497,-0.020299783611761768,-0.08196682714208237,5.684341886080802e-14
12,0.091601468248939,-0.2504497672349544,-0.3208219273250137,5.684341886080802e-14
13,0.25098810110551995,-0.11462048739562647,-0.5216722563363163,5.684341886080802e-14
14,0.45442492077717134,0.24743119338347697,-0.14585502692798968,5.684341886080802e-14
15,0.2643883062272039,-0.34776716461661294,-0.3217445653352087,5.684341886080802e-14
16,0.3174915784342147,-0.26735761897336374,-0.37728077637406443,5.684341886080802e-14
17,0.34495199863687276,-0.042153155907271866,-0.38209520705062516,5.684341886080802e-14
18,0.40537380903299436,-0.13365667472655218,-0.5356340061351403,5.684341886080802e-14
19,0.48731133754262146,-0.04562994327801562,-0.8003482464789329,5.684341886080802e-14
20,0.4309228275678265,-0.1570049484589333,-0.650688623523564,5.684341886080802e-14
21,0.5173999631897459,0.06842842519679948,-0.8492811262986066,5.684341886080802e-14
22,0.5809939865678189,-0.06292539132709862,-0.8155042540773252,5.684341886080802e-14
23,0.6721591025448106,-0.07219947559116235,-1.025810191954065,5.684341886080802e-14
24,0.684538930423571,0.15157146898903306,-0.9665829992779464,5.684341886080802e-14
25,0.7112027547613593,0.05504967209057554,-0.7227972655788193,5.684341886080802e-14
26,0.9103395165431607,0.35425603310577003,-0.8528745279421628,5.684341886080802e-14
27,0.8248016485124481,0.25613380253028595,-0.6610564916537953,5.684341886080802e-14
28,0.7155865468616867,0.0959238521514294,-0.5686170183657993,5.684341886080802e-14
29,0.7655237905194667,-0.13581317981137886,-1.2779156360883945,5.684341886080802e-14
30,0.8915470565632972,0.28977065169084426,-1.0823705641685706,5.684341886080802e-14
31,0.8568742582784239,0.3003371340336969,-0.6474721112643067,5.684341886080802e-14
32,0.8123023142886723,0.054448119679506135,-0.7892889612944884,5.684341886080802e-14
33,0.7411134709370231,-0.1632331397235589,-0.5942995577504462,5.684341886080802e-14
34,0.8885663474493413,0.08859788554457282,-1.09369663019109,5.684341886080802e-14
35,1.0464334458783355,0.12161506133290345,-1.419903700216338,5.684341886080802e-14
36,1.1955872110307268,0.36320243424941623,-1.144589891388577,5.684341886080802e-14
37,1.180405849149679,0.2662420755093535,-1.0452219370329487,5.684341886080802e-14
38,1.2106295228495014,0.35828408456387706,-1.6198388566355533,5.684341886080802e-14
39,1.300789947287626,0.4437869347518131,-1.533413126298072,5.684341886080802e-14
40,1.435731039683617,0.6303546180382682,-1.8772549487789973,5.684341886080802e-14
41,1.5246739021882831,0.8545642826532003,-1.8893228921802745,5.684341886080802e-14
