model,scenario,region,variable,unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CMIP-concs,historical,World,HFC-143a,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68E-06,6.79E-05,7.89E-05,8.04E-05,8.18E-05,8.33E-05,8.64E-05,0.007432716,0.026895796,0.054136695,0.084902694,0.096,0.209,0.192,0.191,0.207,0.239,0.287,0.307,0.365,0.423,0.48,0.535,0.56,0.6175,0.694,0.8235,1.021,1.284,1.6435,2.0245,2.449,2.923,3.483,4.0975,4.8185,5.6225,6.5385,7.5045,8.592,9.713,10.806,12.004,13.297,14.631,16.0115,17.5655,19.1555,20.834,22.4245,24.012,25.55629167,27.21025,29.07441667,31.13926316
CMIP-concs,historical,World,HFC-152a,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82E-06,2.25E-05,4.51E-05,6.76E-05,9.01E-05,0.000112664,0.000135197,0.00015773,0.000180262,0.000202795,0.002249685,0.019787868,0.046362445,0.081105674,0.123860199,0.176202852,0.298101426,0.42,0.5,0.59,0.69,0.82,0.96,1.13,1.34,1.57,1.82,2.18,2.59,3.133,3.697,4.365,5.111,5.6985,5.9145,6.1595,6.5465,6.714,6.696,6.556,6.597,6.66,6.8175,7.0135,7.1345,7.09175,7.257791667,7.40725,7.504951754
CMIP-concs,historical,World,HFC-227ea,ppt,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,3.95E-06,4.00E-06,4.04E-06,4.09E-06,4.14E-06,4.18E-06,4.23E-06,4.27E-06,4.32E-06,4.37E-06,4.41E-06,4.46E-06,4.50E-06,4.55E-06,4.60E-06,4.64E-06,4.69E-06,4.73E-06,4.78E-06,4.83E-06,4.87E-06,4.92E-06,4.96E-06,5.01E-06,5.06E-06,5.10E-06,5.15E-06,5.19E-06,5.24E-06,5.29E-06,5.33E-06,5.38E-06,5.42E-06,5.47E-06,5.52E-06,5.56E-06,5.61E-06,5.65E-06,5.70E-06,5.75E-06,5.79E-06,5.84E-06,5.88E-06,5.93E-06,5.98E-06,6.02E-06,6.07E-06,6.11E-06,6.16E-06,6.21E-06,6.25E-06,6.30E-06,6.34E-06,6.39E-06,6.43E-06,6.48E-06,6.53E-06,6.57E-06,6.62E-06,6.66E-06,6.71E-06,6.76E-06,6.80E-06,6.85E-06,6.89E-06,6.94E-06,6.99E-06,7.03E-06,7.08E-06,7.12E-06,7.17E-06,7.22E-06,7.26E-06,7.31E-06,7.35E-06,7.40E-06,7.45E-06,7.49E-06,7.54E-06,7.58E-06,7.63E-06,7.68E-06,7.72E-06,7.77E-06,7.81E-06,7.86E-06,7.91E-06,7.95E-06,8.00E-06,8.04E-06,8.09E-06,8.14E-06,8.18E-06,8.23E-06,8.27E-06,8.32E-06,8.37E-06,8.41E-06,8.46E-06,8.50E-06,8.55E-06,8.60E-06,8.64E-06,8.69E-06,8.73E-06,8.78E-06,8.83E-06,8.87E-06,8.92E-06,8.96E-06,9.01E-06,9.05E-06,9.10E-06,9.15E-06,9.19E-06,9.24E-06,9.28E-06,9.33E-06,9.38E-06,9.42E-06,9.47E-06,0.0006875,0.0025,0.0050625,0.008,0.0109375,0.0135,0.0153125,0.016,0.016,0.011,0.003,0.002,0.011,0.017,0.017,0.018,0.022,0.02,0.014,0.014,0.041,0.034,0.034,0.044,0.045,0.053,0.066,0.081,0.094,0.113,0.141,0.173,0.208,0.251,0.304,0.365,0.43,0.498,0.574,0.655,0.727434885,0.809100986,0.902756807,1.003745155,1.096238876,1.205801829,1.327503687,1.457735315,1.594721091,1.748875,1.931,2.11,2.255557292
CMIP-concs,historical,World,HFC-23,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000838775,0.005108676,0.001377563,0.000661664,0.000719201,0.000781741,0.000849719,0.000923609,0.001003923,0.001091222,0.001186112,0.001289256,0.001401384,0.001523267,0.001655751,0.001799757,0.001956287,0.002126432,0.002311375,0.002512403,0.002730915,0.003054188,0.006885135,0.020875124,0.04651179,0.082130702,0.127459914,0.182289027,0.246412139,0.319618251,0.401699364,0.492447476,0.591652588,0.6991077,0.814602813,0.937929925,1.068882037,1.20724215,1.352812262,1.505382374,1.664742487,1.830672599,2.002982711,2.181452823,2.365882936,2.556043048,2.75175316,2.952783273,3.158943385,3.370003503,3.583,3.919,4.263,4.602,4.989,5.413,5.842,6.284,6.72,7.212,7.765,8.315,8.848,9.397,10.001,10.623,11.29,12.002,12.769,13.552,14.352,15.172,15.863,16.547,17.263,18.111,19.064,20.116,21.025,21.854,22.565,23.251,24.052,24.956,25.972,27.037,28.042,28.95,29.975,31.158,32.414,34.0045,35.18745833,36.08620833,36.67868889
CMIP-concs,historical,World,HFC-236fa,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86E-08,5.14E-05,0.000187031,0.000378738,0.0005985,0.000818262,0.00100997,0.00114557,0.001197,0.001197,0.001197,0.001197,0.001197,0.001197,0.001197,0.001197,0.001197,0.001197,0.001197,0.001197,0.001197,0.001196999,0.001196999,0.002393997,0.002393992,0.004787988,0.007181984,0.009575981,0.013166977,0.016757973,0.02154597,0.026333966,0.032318963,0.03830396,0.044288957,0.050273953,0.061035146,0.066666667,0.074,0.083416667,0.08925,0.096416667,0.111916667,0.12175,0.13225,0.141,0.149416667,0.165333333,0.180166667,0.196,0.207166667,0.218416667,0.233833333,0.246041667
CMIP-concs,historical,World,HFC-245fa,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15E-06,0.015,0.006,0.003,0.041,0.151,0.351,0.604,0.838916667,1.031166667,1.186,1.331333333,1.51425,1.710583333,1.896333333,2.049083333,2.228083333,2.423333333,2.638166667,2.852833333,3.097166667,3.2785,3.437666667,3.559083333,3.77095
CMIP-concs,historical,World,HFC-32,ppt,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000218389,0.000220928,0.000223468,0.000226007,0.000228547,0.000231086,0.000233625,0.000236165,0.000238704,0.000241244,0.000243783,0.000246322,0.000248862,0.000251401,0.000253941,0.00025648,0.000259019,0.000261559,0.000264098,0.000266638,0.000269177,0.000271716,0.000274256,0.000276795,0.000279335,0.000281874,0.000284413,0.000286953,0.000289492,0.000292032,0.000294571,0.00029711,0.00029965,0.000302189,0.000304729,0.000307268,0.000309808,0.000312347,0.000314886,0.000317426,0.000319965,0.000322505,0.000325044,0.000327583,0.000330123,0.000332662,0.000335202,0.000337741,0.00034028,0.00034282,0.000345359,0.000347899,0.000350438,0.000352977,0.000355517,0.000358056,0.000360596,0.000363135,0.000365674,0.000368214,0.000370753,0.000373293,0.000375832,0.000378371,0.000380911,0.00038345,0.00038599,0.000388529,0.000391068,0.000393608,0.000396147,0.000398687,0.000401226,0.000403766,0.000406305,0.000408844,0.000411384,0.000413923,0.000416463,0.000419002,0.000421541,0.000424081,0.00042662,0.00042916,0.000431699,0.000434238,0.000436778,0.000439317,0.000441857,0.000444396,0.000446935,0.000449475,0.000452014,0.000454554,0.000457093,0.000459632,0.000462172,0.000464711,0.000467251,0.00046979,0.000472329,0.000474869,0.000477408,0.000479948,0.000482487,0.000485026,0.000487566,0.000490105,0.000492645,0.000495184,0.000497724,0.000500263,0.000502802,0.000505342,0.000507881,0.000510421,0.00051296,0.000515499,0.000518039,0.000520578,0.000523118,0.000525657,0.000528196,0.000530736,0.000533275,0.000535815,0.000538354,0.000540893,0.000543433,0.000545972,0.026569216,0.036647194,0.065964949,0.028401575,0.029317755,0.055886971,0.034814834,0.020155957,0.034814834,0.054054611,0.046725173,0.050389892,0.06321641,0.043976633,0.039395734,0.06504877,0.108109223,0.052222252,0.114522482,0.158499115,0.209805187,0.277602496,0.37838228,0.517641617,0.769,1.087166667,1.454583333,1.910083333,2.409,2.922666667,3.810458333,4.72275,5.625458333,6.843833333,8.269166667,9.728416667,11.43620833,13.756625,16.48570833,19.465,22.37108333,25.74804167,29.60425,32.49085417
CMIP-concs,historical,World,HFC-365mfc,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59E-05,0.0003125,0.000632813,0.001,0.00136719,0.0016875,0.00191406,0.002,0.001,5.11E-05,0.000127619,0.000269655,0.003,0.005,0.004,0.001,0.003,0.003000001,0.003000001,0.005000002,0.008000002,0.005000003,0.001066686,0.002012556,0.004000004,0.00201362,0.004000424,0.010000006,0.011000006,0.01045,0.0152,0.0247,0.0589,0.12255,0.20805,0.3021,0.3876,0.45695,0.538,0.546243598,0.600455674,0.661091597,0.721464531,0.785391296,0.855653098,0.931363259,0.990425986,1.043712346,1.089484257,1.096333333,1.126625,1.148625,1.183720588
CMIP-concs,historical,World,HFC-4310mee,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74E-06,3.17E-05,7.40E-05,0.00011811,0.00026037,0.00069046,0.001493088,0.002615397,0.004025665,0.005709253,0.007651571,0.00983798,0.012253878,0.014884676,0.017715674,0.020732272,0.026339269,0.032415465,0.031,0.031,0.038,0.054,0.072,0.093,0.114,0.135,0.157,0.177,0.195,0.213333333,0.226916667,0.23925,0.2455,0.254,0.26475,0.272416667,0.278833333,0.288916667,0.298416667,0.307,0.314916667,0.324691667
CMIP-concs,historical,World,CCl4,ppt,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000429,0.025000377,0.025000494,0.025000344,0.025000539,0.025000282,0.025000625,0.025000161,0.025000798,0.024999914,0.025073378,0.025329282,0.081247234,0.100000089,0.116667017,0.193330538,0.316559707,0.52065248,0.756340641,0.927673729,1.08436435,1.176037726,1.241669521,1.388885518,1.624991601,1.845954342,2.116421506,2.460367273,2.694285727,3.02649054,3.517713635,4.063463936,4.7029781,5.29421339,5.937420767,6.67979854,7.595823196,8.761372126,10.0249596,11.26616316,12.57576191,14.09085474,15.87214917,18.12043035,20.7941189,23.86478322,25.9042485,27.50475671,29.07856107,31.0411432,33.1923367,35.49983259,37.58082577,38.70689525,40.05176042,41.54246721,43.17295877,44.93925634,46.82995224,48.8399493,50.9711455,53.21124303,55.56353954,58.00743682,60.50743685,63.07753315,65.62683475,68.07124025,70.42624311,72.69054731,74.86995058,76.96995385,78.98995712,80.9293605,82.79306371,84.59316609,86.32876873,87.99307184,89.5924745,91.13187645,92.61308152,93.83699295,95.40340254,96.54742098,97.85530683,99.17642421,100.4049209,101.9774373,103.1784531,104.2990619,105.471,106.1975,106.031,105.6625,104.9105,104.0945,103.313,102.246,101.277,100.309,99.164,98.06,97.077,96.04,95.073,94.086,93.1315,92.0155,90.8855,89.734,88.446,87.2965,86.1085,84.9585,83.892,82.781,81.6445,80.5205,79.608,78.774,78.03,76.93,75.805,74.785,73.925
CMIP-concs,historical,World,CFC-11,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004844145,0.083372289,0.300011043,0.500013009,0.700011972,0.893881845,1.146855532,1.554026657,2.12943667,2.86359643,3.767790832,4.900767459,6.23939735,7.567232603,8.797124084,10.23712132,12.16785401,14.63989329,17.71703305,21.42167147,25.70980002,30.50373394,35.86647805,41.93913243,48.92260712,56.95325518,65.84650854,75.67088768,86.87261649,99.53890268,112.331764,124.7307475,136.7956981,148.0045805,157.638472,166.7915,175.0235,183.227,192.2615,200.5335,210.593,220.8765,232.0905,242.834,251.562,258.094,262.5705,265.358,266.732,266.816,265.639,264.709,263.59,262.161,260.6795,259.1755,257.5435,255.602,253.47,251.466,249.4125,247.2355,245.1175,243.152,241.271,239.371,237.2865,235.2965,233.6075,232.233,230.9585,229.5795,228.6375,227.7875,226.225,223.885,221.575,219.315,216.815
CMIP-concs,historical,World,CFC-113,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001314997,0.021151568,0.074997452,0.124997953,0.174997895,0.224997905,0.274997908,0.32499791,0.374997915,0.424997916,0.474997921,0.524997922,0.574997928,0.624997927,0.674997936,0.724997931,0.774997946,0.824997931,0.874997961,0.924997922,0.974997986,1.02442798,1.079317696,1.138927608,1.207977056,1.293746353,1.388206119,1.497475396,1.627484466,1.777483687,1.946942896,2.141221818,2.365680499,2.625518996,2.919597673,3.257975677,3.653163197,4.101901112,4.615648276,5.203845167,5.88241123,6.660777093,7.553642207,8.576456757,9.748060452,11.09574286,12.63643535,14.47871704,15.96304758,17.68312701,20.16738843,23.25697322,27.428,30.069,34.274,39.285,44.473,50.738,57.725,64.395,70.637,75.902,80.2175,82.3055,83.574,83.767,83.789,83.4685,83.0605,82.606,82.0955,81.569,80.8315,80.09,79.245,78.6515,78.0395,77.235,76.4975,75.8745,75.218,74.5605,73.9195,73.2545,72.6435,72.0075,71.4385,70.936,70.3635,69.799,69.00290476,68.30290476,67.80290476,67.20290476
CMIP-concs,historical,World,CFC-114,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000443772,0.009225912,0.048158331,0.112600847,0.202455463,0.317647079,0.458055694,0.62355431,0.814011926,1.031654541,1.251817253,1.482466436,1.734915871,1.984303843,2.239912168,2.494911856,2.74991219,3.006162921,3.249913385,3.496994845,3.726592113,3.938670528,4.163667125,4.398663654,4.635970328,4.877437029,5.13517362,5.413369552,5.707025375,6.014501197,6.33414702,6.664311913,7.004381234,7.356679625,7.723948017,8.108936408,8.514406523,8.955106976,9.431879153,9.926631329,10.42123351,10.13483333,10.59754167,11.04066667,11.586,12.17625,12.67108333,13.33116667,14.04641667,14.6445,15.14775,15.59133333,15.86841667,16.04160119,16.17533571,16.26689286,16.3126,16.34093819,16.36754861,16.38985764,16.4007691,16.39948326,16.39205804,16.37635379,16.39598214,16.39175,16.287375,16.212875,16.24075,16.3095,16.3385,16.32075,16.25275,16.1365,16.07775,16.05666667,16.0175,16.013347,16.003512,16.003512,16.013347,16,16,16,16
