,gamma,c1,c2,c3,kappa1,kappa2,kappa3,epsilon,sigma_eta,sigma_xi,F_4xCO2,r0,rU,rT,rA,ari BC,ari CH4,ari N2O,ari NH3,ari NOx,ari OC,ari Sulfur,ari VOC,ari Equivalent effective stratospheric chlorine,shape_so2,shape_bcoc,beta,o3 CH4,o3 N2O,o3 Equivalent effective stratospheric chlorine,o3 CO,o3 VOC,o3 NOx,scale CH4,scale N2O,scale minorGHG,scale Stratospheric water vapour,scale Contrails,scale Light absorbing particles on snow and ice,scale Land use,scale Volcanic,solar_amplitude,solar_trend,co2_concentration_1750
147857,10.266153622489622,4.056824895323586,38.84087211642087,176.06493866629836,1.73620375272975,0.9046286656994752,0.835352042753962,0.5276719836724881,1.3015229600706573,0.5052461641026752,7.796252253766765,33.52859404938155,0.0011955047487618,2.597560776760236,0.0033889627916481,0.0201049207628638,-1.503299850162664e-06,-6.319431818460139e-05,-0.0003758177449954,-5.053399263483521e-05,-0.0069552234860948,-0.0021065142105264,-5.412469071489152e-07,-1.4251913259316085e-06,31.543827516304315,4.774081191468326,1.387978493409564,0.0002095774635616,0.000961914765119,-2.374663091203529e-05,0.0001159800001708,0.0004157365354736,0.0022046656556899,1.2826490723157344,1.0844507094457738,1.1637697739823376,1.846377654513226,1.4026048360379693,0.9295880245918668,1.5254135756723397,1.421796944005004,1.2975408913611783,0.0908910126186079,280.1298303257263
148632,11.557713107339552,3.3734564213506686,35.82135895160495,108.29893700288817,1.9408102829276084,1.855064492210596,0.718049481355592,0.739911454181617,1.598656547515457,0.3676120256359367,7.831940992995174,31.989849908905107,0.0063986155662732,3.151013574736933,-0.0005993248034051,0.0327390422725469,-1.7931657978982149e-06,-2.440393138607013e-05,-0.0006773152811818,-1.538770193102213e-05,-0.0046924369057945,-0.0047970396352134,-2.414238974037684e-05,-1.1007327494783032e-05,1068.3201876565508,247.947669064143,2.5144266705015577,0.0001429406826725,0.0002079123783236,-0.0001896020514921,0.0001387671575213,0.0001354024012616,0.0013041388767695,1.023727540720836,0.9606259618625824,1.0506500289349596,1.2028150670243467,1.2542270087576597,0.2737146686246682,0.8932956825237791,1.1176609119846856,1.1355180918832857,-0.000445483493044,278.62017393600377
149680,5.271455680684971,5.5148820175479205,23.387574131786565,153.86076224900526,1.2203450057294978,2.854349250024267,1.4243925182036183,1.1110892011215452,0.8520887336448456,0.5834105021064606,8.291665243896409,32.61655934681246,0.005930601114665,0.6973285400808952,0.0010490356242262,0.0013264021220884,-4.043940253887366e-06,-7.082088065333741e-05,-0.0007966920477612,-7.05913098161091e-05,-0.0006346154797626,-0.0056260461214741,-1.4241664380540976e-05,-1.3035816292769134e-05,11.081997386109196,3.3685638785252268,0.522829087453859,0.0001500320330493,0.0008994873298417,-7.119111267107222e-05,9.53664301114194e-05,0.0001962457520837,0.0030554606033037,1.1518931142681912,1.0430718783653978,1.0737140759481716,1.4841650564167053,0.6397680528531638,0.0961153919692663,1.0228086208464318,1.3374217407855729,1.1817165979912505,-0.0295367443002245,279.060584363546
151899,5.414148871484702,5.403135158375116,28.691164621645758,9.510270351328316,1.1916469555028488,2.54481893451463,1.4370979871682366,2.01234154657202,1.0211852194759643,0.5052381155489213,7.693068589572249,33.237508391011296,0.0013838327521599,2.5851506149067838,0.0030042426120211,0.0282703136647828,-4.31062845410442e-06,-5.2346017783532097e-05,-0.0003572430869172,-3.229816706790642e-05,-0.0047623413828041,-0.0001054212503923,-1.8638781046436152e-05,-2.8329565950006107e-06,40.92008962125553,28.13560008057277,0.9733597704363938,0.0001969341810594,0.0003986151599751,-0.0001689234554384,0.0002469303470835,4.7535425392450565e-05,0.0014788281744586,0.874454386031928,0.9999763307070496,0.9501471708530403,0.9240565452851404,1.17455494385757,1.140376895453581,0.9488691919304796,0.7633760486598353,1.001670167742196,0.0426733250771511,280.1159532553868
154026,6.106988694566048,4.005165528610806,23.532942485313303,24.508541306479565,2.0713379879786262,3.002472200322506,0.5198194009834919,1.2647061138563744,0.8011547284282297,0.2552787597217639,6.740400427108684,35.649815639299376,0.001183543568425,-0.3026505923240906,0.0049363954947841,0.0351206316802892,-2.7142313336959776e-06,-1.888657374898041e-05,-0.0005714863855174,-2.208314843407001e-05,-0.0008369876902036,-0.0047668734915401,-2.1870014655797943e-05,-9.66147837099583e-06,1.2422403611720914,1.5454383846100082,0.1019366614468019,0.0001639639583512,0.0002993315913664,-0.0001360258131233,0.0002022608525923,0.0004730456557553,0.0003229819932036,1.050722114350673,0.9664320257957688,1.030192447102195,1.0816410955980045,0.6653350643100635,1.7003987813754693,0.540314672000227,0.8031150194482092,0.7300824660165063,-0.0056723428690844,276.847808827246
157419,7.039101621753049,3.873571137611035,30.914656004533438,97.1215380475062,1.9326149317476644,2.195367974521734,1.114548619190023,0.936601550891886,0.7080702382053357,0.4917324147544666,8.73030180214131,30.696302590013456,0.0075859141623513,3.878061555638834,2.0795684583509774e-05,0.000357929901754,-1.9020271447136085e-06,-8.823798847551036e-06,-0.0001073663923016,-4.508545737255738e-05,-0.0020642044579011,-0.0017898553269837,-1.5673079242818917e-06,-1.111652869435474e-05,48.49859713083101,12.24381296236598,0.7744581452521003,0.0001696200783533,0.0006563086352321,-8.582924003122257e-05,0.0002606864529016,0.0003193209389362,0.00175352655624,0.8846562408805765,1.033914239038136,0.8462377064211128,1.4439328083269038,1.895023774499079,2.0580622352144635,1.4375712076947105,0.9749331381819102,0.9873345379287962,-0.0813708270688319,277.9617298597249
162129,5.07114038688243,3.9240326643977568,17.811174747928014,88.03548707368758,1.0101628501664148,2.293066563268634,1.1112892700248325,1.2716419595101196,0.6973518647157078,0.4373246655329661,8.327257182375122,33.44766287065678,0.0008436683105484,4.37259068387132,0.0016417085645628,0.0104256816663467,-3.057070696422367e-06,-3.46276268642669e-05,-8.617764396252761e-05,-5.683803699085545e-05,-0.0066832767506653,-0.0042940975951966,-2.5925704750110558e-05,-3.3793063269951784e-06,83285.03439165026,121459.16771936428,336.2973722237096,9.993897401177856e-05,0.0007419267512237,-0.000107353251797,8.040108712309276e-05,0.0002331055990282,0.0022301673456648,1.1538749820284322,1.0417658541201982,0.8633140080196069,0.0119616282378591,0.4835860470779399,0.3084331844197135,0.5998384256310311,0.9833089856763536,0.6820338702864823,-0.047232999480325,280.0081291569901
163783,3.014439230783033,4.074022942281203,21.71482456254648,70.97098170106227,1.247837634825938,4.875264365466334,1.496661332046377,1.4819899069333222,1.003130226983569,0.697019372511355,9.511039238165512,32.217044475606606,0.0051183867143411,4.07659844640577,0.0008348179906461,0.0267392404646731,-5.187090355861092e-07,-1.6994014110041945e-05,-0.0003771866074297,-2.582709216508311e-05,-0.0004680816451546,-0.0017529779241924,-1.953758182453864e-05,-1.1629524436531364e-05,2415165.223900828,1515890.8339370722,10133.614952093878,0.0001642490089977,0.0008345788998412,-7.931996538099311e-05,0.0001471186485278,-4.700664453131741e-05,0.0011743877520048,1.1547370795688674,0.9587171103838446,0.7879041081501792,0.8309846889986944,2.000597720230085,0.3226478948195213,1.1975844901546462,0.9703071584127166,0.7027643344513519,-0.0324873487773537,276.575960996615
166431,5.943424446080559,3.3390705614126963,23.604494161716488,69.4173757032957,1.338230041111115,3.1982243808997715,0.9739493275302208,1.0426666370356672,0.632741781548583,0.5136622688678774,7.439367917767064,37.482961642751285,-0.0014461351208015,3.170529170204029,0.0023725671989159,0.0059497248678395,-3.812450659910773e-06,-1.132741770775358e-05,-0.0003231437540005,-4.155178838213557e-05,-0.0042328287049645,-0.0010467132364082,-4.8981981854349e-06,-8.380650020801e-06,857.5722399033881,370.6602654045733,9.081208758766005,0.0002600301600683,0.0009980617613168,-0.0001626666397286,0.0002758430387352,0.0005372757316703,0.0028591798399333,1.1891518930733505,1.1901083063750018,1.2190038341978977,0.4658917366525663,1.1544995469923265,1.984812745026861,0.7687811194278452,1.1548183007502946,1.2152802385501238,-0.0465522698758793,275.3250529479289
168173,23.735503603951976,3.763309199730882,28.41658039055369,69.3510340464968,2.2594928138390293,3.966981931687184,0.8337724633968022,1.1524341588474496,2.538107597169837,0.546064396881868,10.012336736319863,38.89992990135479,-0.0009803553197235,-0.9622261304722786,0.0051225948457974,0.0098694136517042,-4.4127368191598825e-07,-1.6583357943143313e-05,-0.0010442115045707,-2.177859292721281e-05,-0.0001823423356454,-0.0019109255251072,-1.5014434393109528e-05,-1.1450112705365154e-05,882.0591469296625,672.805337575362,0.8492625226068428,0.0002436196773423,0.0010190449937854,-8.6617134285399e-05,7.508476060828464e-05,0.0003454577167647,0.0019687770604117,1.1856162575649771,0.9832010509738508,0.9892295582795564,0.0974666053094091,1.3965863091491242,2.0672381166351466,0.7094930237566617,1.016403074577321,0.8279907798543413,-0.0078214488912587,275.42186431324114
169088,5.866347619368,3.8233783730486928,26.84630679289259,76.59942727348891,1.856170646348076,2.762851242799445,0.5766965521361512,1.4129479418218254,0.9357757489126236,0.4392917560295228,7.455393785356687,33.96776776778387,0.0027125951727137,2.3045406653041383,0.0014561328403164,0.0033520344453288,-1.8771837824816893e-06,-6.561537257551947e-05,-0.0008009840555342,-8.089217829584415e-05,-0.0059147107937638,-0.0030797178660232,-3.281286764303409e-06,-6.667786009869124e-06,6253796.057914629,3643532.0280557126,13137.782901442271,0.0001685680598829,0.0006628826259756,-0.0001302533853832,0.0001357675217998,0.000222029010774,0.0010744433748647,0.9854054398168894,1.0049701104532656,1.1219842326478,1.0539818527874998,0.416486176014513,0.935155701958322,0.8541004063916748,1.0787713386750308,0.7873219852823432,0.0499549524429445,278.6107195786846
170973,3.4520101670891234,6.488393842321723,29.07547102992516,78.07131511768031,0.7130305544739672,1.8216906341442736,1.5719729882239644,1.6848057976610598,0.6979441661093618,0.5049606181263185,6.978123483458465,37.773491657252166,-0.0028813281829625,1.4462058686031034,0.0035687961581787,0.0383982367283476,-1.9522658296025584e-06,-6.241479561991015e-05,-0.0010755275860506,-6.851563625344548e-05,-0.0024837639083675,-0.003012067654391,-2.912080545445281e-05,-1.2264549302057228e-05,142.9688526324589,25.31063372893911,1.78653859512915,0.000158586190675,0.0004490720295792,-0.0001165151135132,2.330724121151479e-05,0.0004483090880563,0.00145339337922,0.8711035577542658,0.955829637381338,1.1618501837468806,0.7749402965042064,0.686748552189035,0.1788482938276062,0.7789673712046178,0.8099195921112787,0.8984468859732492,0.0131645428008135,280.1264540183896
171159,14.52901076469776,3.8924716675877287,26.7816701658492,59.35053248642311,1.2717015182787264,4.545620814773375,0.9946828013134824,1.3610678251950523,1.3227019552342796,0.5500185522329415,7.738697216948772,31.64407643812273,0.0065833440111548,5.036113487348183,-0.0015546821942032,0.0334590882194761,-3.276747074466439e-06,-4.826013380003867e-05,-0.0003131206852386,-0.0001010978573784,-0.0076367777888595,-0.0032039542938438,-3.068730830856305e-05,-7.283289009760755e-07,25774941.003666725,1821640.9817960795,55230.01407638527,0.0001978214042426,0.0011279192618526,-0.0001782899298237,0.0001188032219585,0.0001659339789295,0.0020092939680788,1.0790231864101636,1.0990871053340086,0.9810490787067924,1.472287663136907,0.7823433294815179,0.0887122893719198,1.0937580626977097,1.101489802945232,0.7189175501963654,-0.0560795192038946,278.3885927178138
171789,26.047479024768847,2.676800606009852,9.93320642453871,36.35812584883631,1.4833536404515593,4.82936456736131,0.4186308278583975,1.3053366921072431,2.264809347733415,0.3831753385390333,8.17240305372025,35.89377981339962,0.0002246150093796,1.4283991570658738,0.0028633608348147,0.0298300133317702,-3.3923296965121287e-06,-1.505800685703804e-05,-8.886284449068083e-05,-1.913866171524093e-05,-0.004429151454126,-0.0033259044717809,-6.434306830246648e-06,-4.546354233128409e-06,294.30615166708907,156.0335105153314,1.11386750375843,0.0001104517016761,0.0005561108433253,-0.0001728594923551,3.888165416161951e-05,0.0004068526709737,0.0010792615320601,1.0071691288450226,0.9367897358548516,0.9175678498621938,1.0657392829446872,1.0627809383683202,2.1316213608431567,0.8305082144638285,1.0952195755114564,0.920568710594198,0.0175222948560274,278.40868979027226
172187,9.81078733741056,3.513989324511684,13.079021667491045,103.70552478718083,1.168684469610784,6.529483834304035,0.6669225254780689,1.3714834217999172,1.325860424833941,0.4901143517925614,7.772660928238158,32.9372608015795,0.0032866654764016,4.539792300910447,-6.570376389820973e-05,0.0047956896507697,-3.404914477006115e-06,-1.932424224115185e-05,-0.0003112777358777,-3.1736374140546475e-05,-0.001561523769958,-0.0005736642205162,-1.2929572612294458e-05,-8.62146798402528e-06,141.165646283643,89.80679386145322,1.902918736176868,0.000133223058118,0.0009749460951768,-0.0002822784871325,0.0001587745697731,0.0005169300806695,0.0019797737494396,0.8908732958433749,0.8823749041652353,1.0865943006401555,1.141533985133407,1.1206761495654098,2.0333562540159864,0.6384858712542982,1.1546458899350027,0.705600582618563,0.0120025342598448,279.7037931488438
173328,23.794172920416827,2.8784801385941043,4.988356615100589,191.3897254168724,1.5776917192866575,4.646406599176012,0.6500140139889984,0.8971488015749023,1.4181287328746843,0.4830375593694521,9.75395307999915,32.714750743925364,0.0019641619709628,3.253673147894079,0.0027755128567056,0.0275335102253053,-3.620123224306302e-06,-3.075367325503978e-05,-0.0009930667627702,-7.73746098605651e-05,-0.0004441213292277,-0.005110984152201,-1.8755316594049817e-05,-3.3436056586912022e-06,61.70230498270899,64.07884990419885,0.6810913847264382,0.0002136897173575,0.0006298160679836,-0.000128970035006,0.0002684040999727,0.0005073319657048,0.0018523234705916,1.052781650394196,0.8773768051696427,0.9157519192954272,1.3872692410629333,1.7097056114373204,2.0372542907357984,0.9446189958402934,0.9098978089873352,0.6705879299120666,0.0448439473840056,279.57424323997606
173803,23.317052291967933,4.140855803082847,4.168083424564735,86.96509419086324,1.1601375515677212,4.148752382617419,1.156428302470266,1.475427894513275,1.6035083198616584,0.5992552221148733,7.985886856860221,37.114918098323336,0.0001034643640853,3.182403535433033,0.0007746944361458,0.0016584768332405,-3.593128354260076e-06,-6.969277739119925e-05,-0.0006048402338121,-7.453093072723356e-05,-0.0026375532494714,-0.0045781429321138,-2.2591020259600232e-05,-1.259683610109033e-05,803863.3854588851,323863.1419844716,3533.6289963287027,0.0002590259390276,0.0005633608330745,-0.0001278385615222,7.889286982508254e-05,0.000460875189305,0.0014631397404684,1.0581257939275637,1.1067031520678805,0.9579797099395466,0.6956334332635723,1.259163077341904,0.0959337058006225,1.319937745181497,1.250436467548658,1.1032354159954998,0.0368488005166274,278.1705938190236
174049,6.1953783594261775,4.02790225869634,22.4369628077321,104.33821019387354,1.6234315036208176,1.3633956801357556,0.7801773125022603,0.9533395456088908,0.3513701831604868,0.4133510228354249,8.153579383035211,31.419141473354667,0.0096150584652455,2.1022761665316776,-0.0018910838845479,0.0055492460437364,-2.90169983498587e-06,-5.104322337094768e-05,-0.0002142083111149,-7.023515429989699e-05,-0.0002052520553833,-0.0032414102162769,-7.334603531591299e-06,-1.3511725750240297e-05,242468.6139894658,280908.1084593046,1538.187714513171,0.0001295762835283,0.0002673937291305,-8.272043267077603e-05,0.0001415932673562,0.0005054218132948,0.0022117665381771,1.2020745004530615,1.005156061860376,1.0002018875394116,1.5479697974258837,0.7257632013943986,0.053385734886413,0.966773875600282,0.9816959717995694,1.088224630883749,0.0338924730308314,276.9461264374397
174741,4.620216666745646,3.944739160887179,34.92240899724909,28.154048733958405,2.032058583125978,2.3781486451701688,0.6701359904463394,1.386164842262778,0.853657619596184,0.3313386165903844,7.137157530433919,28.98902939053444,0.0085125339931301,6.575376499724872,-0.0022617667845919,0.0137237523646729,-8.946150162100423e-07,-1.3163293111288415e-05,-0.0008687660292645,-9.272128158512812e-05,-0.0004118656978921,-0.0046290540801203,-1.6100131175371534e-06,-1.4970306829053109e-05,51.70778044975489,70.90789375116258,0.4034440973418214,0.0002161321867817,0.0008677377663992,-0.0001395266458381,0.0002603847238516,0.0001084706039557,0.0024697765841699,0.8650724847463468,0.9999292851752882,1.1469888380984097,1.091862066924311,1.347681370303598,0.1508134015079311,0.7771561391005091,1.041781104762496,1.3245670049839715,-0.0279763826583695,277.77919090369693
176878,8.289075057481382,4.641121570224381,17.13272192239512,198.447169748028,1.6121353772861506,1.56220750330068,0.7063452690839287,0.589129661573913,0.8985201058722658,0.4848686576302331,8.200495166979875,30.368447371727424,0.0070378903876337,6.502652963587192,-0.0013873899496411,0.0134277175453868,-1.802619040549912e-06,-5.2496378510784544e-05,-0.000503482872343,-0.0001215038365615,-0.0049517128552882,-0.0014177702097154,-6.140969189049198e-07,-6.616701889637471e-07,88.0515303255513,32.58130135221453,1.2025652846594013,0.0001548715130218,0.0007273213668964,-0.0001264872422332,7.020880377187138e-05,-0.0001643152054683,0.00180388830885,1.052853788448478,1.0465349160166435,1.0369190319942163,0.9404613767507356,1.3891643293624256,1.0004993040495338,0.7589380318189947,0.7848899584682357,1.1973826533378378,0.0387050091779119,276.6100683829066
178107,6.306490536353801,4.275868900982306,31.638676644241585,76.53403575334215,1.219735888730381,2.9544976030912133,1.1151982797979232,1.2409649072055349,0.9070190124639604,0.5986446886030514,7.482157535676057,32.195018793424225,0.0061381284208607,0.885860772132907,0.0027894908234328,0.0312725230320077,-3.0844143093101053e-06,-1.2316167780751642e-05,-0.0002203111090187,-1.3246787825434e-05,-0.0046681647781595,-0.0028827465054939,-2.40399159307298e-05,-1.2415229840116654e-05,274467.04429333203,54839.60768490199,747.9452074922699,0.0001554142584654,0.000848596629728,-1.988477609798228e-05,-8.077614363328096e-05,3.325811328159297e-05,0.0007756108408682,0.8016128472874613,0.9010428050104068,0.899996868108903,0.6470804867726312,1.1614894209831943,0.2292342741635178,0.8478649439441932,0.48889550179453,1.3578697548346337,0.0494069907815464,276.8660867562496
179638,11.043777540555798,4.563433566454502,37.79897025916498,161.28287692129172,1.7583219274990258,2.948716133024752,1.373108305274355,1.3115609617679138,1.198713971925072,0.53305900567185,8.958827400078876,29.47735791990729,0.0092687156077207,1.9917548845119164,-0.0004072538760347,0.0067338785646275,-2.7608600838783607e-06,-3.858968408153786e-05,-0.0001679678546073,-4.345592354290998e-07,-0.0069712176080639,-0.0006299145167253,-1.899329858657848e-05,-6.7123687333665004e-06,8.850848744543088,1.6502488228707195,0.6635608105780412,0.0001730129883508,0.000697455456057,-0.0001957432640831,0.0001015466259071,0.0003640046200856,0.0030649505837874,1.2049441966159646,1.0482307875393246,0.9419940719805808,0.6575957363686907,1.380145413415675,2.7116011225758303,0.5918804615693197,0.9167946338992112,1.0683641954535108,0.0211826974308095,278.8338386330335
180906,3.447289309151476,3.985787735746512,4.98829918327079,100.464740998773,1.2892470220817422,2.458682527230808,0.3593803225981777,1.1017586546118598,0.4415978658832292,0.4794035477340566,7.22615624376208,35.14039585224894,0.0026454545344184,0.264212210805518,0.0040711689892302,0.0378955003550078,-2.91836538458297e-08,-2.8911650940269617e-05,-0.0010960760897588,-4.3572846510687416e-05,-0.006592224041079,-0.0010357465185244,-3.0041635657890737e-06,-2.946621055095574e-06,4328.617665539218,2383.5464241996942,40.3726946137155,0.000134697597161,0.0010335764180459,-8.661942554528124e-05,0.0002243253469957,4.3779237989813866e-05,0.0021878112869743,0.9516242828506052,0.7400571849461751,1.187385416806508,0.7340191040793789,1.6913037632467962,1.1240880917593,0.5783936077462273,1.028804389019361,0.9344946933016436,-0.082017168694744,276.1412675656732
182543,10.263765827519904,6.102008748388855,32.04211355215946,73.7133131375532,1.8394603651250496,1.805668771376111,1.3540560309645195,1.6002506342267933,1.1975540007639855,0.6371785874694351,9.71359782918136,33.048026974316855,0.0034663166137552,6.131890197677677,-0.0001042233130137,0.0405699651684206,-9.382959956620418e-07,-1.8541390505416548e-05,-0.001038707239508,-0.0001138902657361,-0.0010318806969921,-0.0011761522793205,-3.5852650023615028e-06,-2.198036780150416e-06,36.268620954192485,22.918945157019465,0.8042506516067784,0.0001533397867343,0.0012446334937097,-0.0001963293027162,0.0003868399588785,0.0004394921326298,0.0017758299502522,1.0252668800471922,0.9929403165102932,1.0499386865730689,1.384785050752536,1.123030292563583,1.581342268088035,1.1165855245845615,0.9015271185224356,0.5844110515485319,-0.0339285569980839,277.48703715272177
184707,6.844607558270603,5.375388418939163,12.295393009264885,29.446854117099928,1.5929701192195644,2.4900017517577235,0.592819607554771,1.4527784136683255,0.9056816184503642,0.2927791750252654,6.33533218297196,37.49309555573697,-0.001983202218754,-0.4754656555788096,0.0060261217730943,0.0392900499486899,-2.166711880059013e-06,-4.873433757610207e-05,-0.0009026695664563,-8.097381518863052e-05,-0.0065891108765405,-0.0003405908301671,-1.9383604755459856e-05,-1.3965125881797202e-05,97050.66978329587,24637.923088312666,621.1149263654092,0.0001835557072327,0.0001862592527883,-7.422779490176944e-05,0.0002233946669871,0.0002710558136803,0.0020121348191449,0.8491930113555881,0.9465230781031652,0.8369625522314589,0.6990659408768625,0.4355558750496648,2.043606731480356,1.1467533855519734,1.0541076030401093,1.0376979131702226,0.0554146699433306,278.57899007507115
186973,2.3604653183470727,5.7074060915963445,10.560510485614133,56.4202277124927,1.0292823272725593,2.853649172527599,1.6233470099950111,1.718091707606325,0.6657800207049462,0.5820594399393355,7.684235113216058,37.82512774694425,-0.00252320447031,1.5031956018409054,0.0041447173607764,0.009134048726121,-3.224793722763079e-06,-9.544241300255522e-07,-0.0001590138985703,-8.098108614440955e-05,-0.0011217108572264,-0.0005361453521939,-1.2471414062449766e-05,-1.3561032320161771e-05,71.07855317425482,49.30318041725978,1.167575060840133,0.0002530653597182,0.0006231409510667,-0.0001213601835482,0.000132222650216,0.0003480575852911,0.0017317656809231,1.0155440819412125,0.9843230485599348,0.8778014918134228,-0.1375105443822353,0.8876702313693485,0.24709924563452,1.7576973212552098,0.9742816013824832,1.03728968503545,0.0229334667996579,278.084147477706
192776,14.69488478640674,3.888311285254899,17.33239325395111,49.38938931647501,1.37575127541469,4.602153712227687,1.331032937980472,1.7331641012179753,0.7953102252847337,0.5449108492643747,8.181911583480396,31.87199772948741,0.0028899069954337,1.523959402140215,0.0042028134085635,0.02425273596663,-4.403106670752386e-06,-6.440758522386306e-05,-0.0009929318622837,-6.006878581486768e-05,-0.0042118651824205,-0.0026910714304363,-1.52220244734903e-05,-6.820538290346488e-06,1486.0189583233052,3847.793541855271,10.245150443165766,0.0002193355663993,0.0009492239027824,-2.9861831685559944e-06,0.0002230398091678,0.0005381728788996,0.002661192188706,0.965001599679246,0.9736736966039836,1.3212558022630256,0.906986457969978,0.0466165672181406,0.6811208340734622,0.8123116067653351,0.9988629892270836,1.126535363567294,0.004561824990479,280.6010695625992
193476,15.031804940377343,3.8821528792724833,13.269574486101696,86.27303793732634,1.0431652774178368,2.3369996057914526,0.7055861775201786,1.160311617646402,1.712738075022484,0.509060353566255,8.184894435929673,33.85529132209849,0.0019245984066488,2.2135263851736733,0.0023562721242222,0.0057280222553321,-3.8826975529346176e-06,-1.5588062076663167e-05,-0.0011123500774835,-0.0001098229449914,-0.0061044441843333,-0.000462494019419,-1.4139088490436891e-05,-7.201739810561592e-06,156091.42451928975,20874.604339986134,683.5428284234933,0.000137858282113,0.0008448687986543,-0.0001770323600572,0.0002608805824027,0.0001720141881687,0.001233591784895,1.0193335244871002,1.0695093554320327,1.006761949701394,1.2511792035394111,1.1175011984777024,0.3023220902620999,1.3613964954061162,0.9221766299010375,1.1279193593434986,0.030510065505434,279.32616469424875
194285,1.8623941081265485,5.1756848765649295,13.72247926588583,30.76686895948124,0.6498662357228338,2.949854978100329,1.4803068370607084,1.6219198491975648,0.3205036464395946,0.2930339735086209,6.998681502589484,34.32555025946931,0.0002051722093479,2.776175154752725,0.0027459736195663,0.0176519122162773,-2.9638551556390167e-06,-6.525515632848749e-05,-0.0010694910345387,-4.0287339658710936e-05,-0.0031389133562161,-0.0014223229208995,-2.706563820167254e-05,-4.440162424167081e-06,147.21322184254143,50.40936565391564,1.9765960152529984,0.0002267749984083,0.0005264880538512,-9.771006813644004e-05,0.0001733708236942,0.0002802346117433,0.00168379525883,1.0082012147082882,1.049914252525808,0.974850190399708,0.676425504092292,0.3806094749306881,1.3047350781631866,1.597869378499866,1.2311134188119246,0.9589329260961194,0.0119363310476381,279.2254356807932
195318,3.969491984333261,3.9769588801115,24.93049261204956,214.5306847360037,1.2080437991282509,1.7293839419602848,0.5756155903923966,0.4531432847918835,0.6870902657794332,0.492663339375591,8.328653595587529,37.91719081045816,-0.0015861498777337,-0.6340193653568627,0.0054522423447149,0.0300524898635401,-1.936830315157684e-06,-1.25421327085416e-05,-0.0003027166940882,-8.222355915249635e-05,-0.0077224693084057,-0.0022666899784882,-3.043941921612371e-05,-8.15708876090029e-06,449753.11490650463,111842.66038522792,2606.132036876746,0.0001995970290048,0.0001284179214992,-5.978243192513421e-05,4.0545074124606856e-05,0.0004214417469966,0.0021530097517477,0.920910165037329,1.1548379379899,0.9604854971650016,0.2938959758840029,0.7468239117330018,0.0961808780320133,1.1759166110279415,0.8898469559918005,0.9446621288726385,-0.1018050418697779,277.2226475508889
196673,19.614313756499925,4.988272717767172,9.316733920486763,85.37787779490485,1.2668638486635853,4.299930495983515,0.69410935394456,1.4232912470459411,1.0890373538193292,0.4491242718008674,8.043985449908307,32.48062462291913,0.0064751953607722,1.4475134433643604,0.0018211955307445,0.025582660155521,-2.6834671367301284e-06,-3.725388484277248e-05,-8.193498454800267e-05,-4.232719432590365e-05,-0.003467178830059,-0.0052470796133404,-3.583496510037653e-06,-3.162016133347399e-06,809.5810512056855,82.62071710692013,0.0164433864416077,0.0001591035192334,0.0002327446823032,-0.0001946159328649,0.0001976434773587,4.554583238226942e-05,0.0013175186918215,0.9961875278697416,1.046856204768234,1.0357466322138915,1.8923868001293105,0.3088682511622597,0.7259537324021546,0.907057704538879,0.7535078859952214,1.0378288442151142,-0.0448458897707824,275.52562436730926
197296,2.0593301745567567,5.182477128809719,16.402039757687884,49.10191843189624,0.9267177751885308,2.2969103479942907,1.1440564719306885,1.6494871603651642,0.5916096664487435,0.3605788460144079,7.577214682950996,36.91833716654912,-0.0005208376685922,-0.3967209231238329,0.0052624250767901,0.02918126236275,-2.5117821414331474e-06,-3.600427649709659e-05,-0.0005401278810028,-6.159393854325332e-05,-0.0019771845213009,-0.0026753404358544,-4.71110717787728e-06,-1.0804766855434378e-05,60.009859295881,351.97250496315394,0.7170948547617607,0.0001736628278231,0.0004698395732469,-0.0001843931433106,-4.902639244346992e-05,0.0004163802612343,0.0008945063187998,1.0653428573591357,0.8666298784242991,1.0046927463490192,1.519010601878074,1.4837427088080712,3.183292120629816,0.986529397625191,0.9466133020081222,0.802185075911757,-0.1204288983347789,278.33316629785014
197657,29.86890541579892,1.9455497441312093,24.715578438372383,117.44597709189848,1.7361602488429262,4.656765890588342,0.7149382467879227,0.8943231552613309,2.73171501462904,0.521271953093439,8.967754769533439,34.45056540208874,0.0027335369030099,1.8865231595289973,0.0014513466605721,0.0302558422729206,-1.151067892572567e-06,-6.115751938304253e-05,-0.0008721852229201,-0.000120191657037,-0.0043009420185047,-0.003025640973384,-2.0288700281607705e-06,-1.1339238624202762e-05,21.68591332959979,19.644728776347847,0.3254149049788497,0.0001567994820302,0.0007951681491585,-0.0002015843285066,0.0001254584368525,0.000265097761031,0.0018669063513788,0.9957891703206598,0.9678135022588074,1.1013856984591983,0.250850650669569,1.1436156207950108,0.7472708369885546,0.8509953384911426,1.0327243134056583,0.3449532635096796,0.0032074277373443,278.59265661713096
