"model","run","conv","nit","gamma","C1","C2","C3","kappa1","kappa2","kappa3","epsilon","sigma_eta","sigma_xi","F_4xCO2"
"CMCC-CM2-SR5","r1i1p1f1","TRUE","1855","6","4.07288115258962","11.2509316547443","51.3715846864863","1.09002771618171","1.95504717604223","0.781168802920235","1.30742976342833","1.30429748809115","0.900170602187403","8.1517640707123"
"CNRM-CM6-1-HR","r1i1p1f2","TRUE","2656","6","4.18567320722783","11.8925745241069","90.3422948793093","0.939686327344062","1.9687421826187","0.649046549563373","0.79994635033659","0.63210376503753","0.475497560072143","7.70371487397376"
"CNRM-CM6-1","r1i1p1f2","TRUE","3245","5.25268544019282","4.16101933275965","20.7784453285599","264.56119095982","1.02362301521173","1.15387746775483","0.456012218493992","0.5","0.734697506449719","0.57049765189689","8.06508843174239"
"CNRM-ESM2-1","r1i1p1f2","TRUE","2328","4.67347515471248","3.52841895687708","7.59980258051565","104.216201595163","0.677693116942712","2.62467670706138","0.692187535559931","0.83248688677222","0.886230737762891","0.498208275486679","5.89878976786041"
"CNRM-ESM2-1","r2i1p1f2","TRUE","2551","4.18249050864049","4.62375024904773","26.5109713828994","215.380439518192","0.825023467982859","1.00238228482524","0.51330844584537","0.716660695235661","0.812219100776992","0.556354787490846","6.58065853394526"
"CNRM-ESM2-1","r3i1p1f2","TRUE","2446","5.19986409746395","4.65803958181502","10.0859424561007","102.769581118165","0.664809978266996","1.81246157475073","0.700446634097513","0.850565016792395","0.84527657709735","0.632640019003098","5.87278232879051"
"CanESM5","r1i1p1f1","TRUE","2589","2.93480849737671","3.55920600607929","11.8088164475324","74.2821424646347","0.639422711441968","2.17327381302093","0.62696927730691","1.0991910590925","0.571863110301478","0.454726556957282","7.47224691716507"
"CanESM5","r1i1p2f1","TRUE","2334","2.61813023291605","3.63469355828858","10.6458630378708","73.0301232330408","0.618122118235703","2.47978711850087","0.61277821082613","1.11545124206128","0.42115359180436","0.481657675305061","7.33068400027735"
"E3SM-1-0","r1i1p1f1","TRUE","2091","3.06835365845437","3.64899953578796","9.57477923038583","42.3706630561908","0.584380572097874","2.36745076408924","0.367497487032271","1.49415080816957","0.91003753737252","0.604144069421665","7.04701677069973"
"EC-Earth3-Veg","r1i1p1f1","TRUE","1868","6","3.67010029216887","9.90093648265587","31.1983378486054","0.842176175211247","2.1431170557886","0.628364050639097","1.27935557542061","1.29000370329439","0.740920857044029","7.53148235900589"
"EC-Earth3","r3i1p1f1","TRUE","2097","6","3.58638219478999","10.3508152717862","33.4116344087295","0.822295043041467","2.44544458368141","0.575656042911965","1.26079064992445","1.09821223908219","0.775260437510159","7.13442057769578"
"EC-Earth3","r8i1p1f1","TRUE","2204","6","3.26307807173707","8.60389678856584","31.6357949604217","0.865290480591071","2.27826123299384","0.637550079263961","1.22039037995408","1.10853048320958","0.697639414889432","7.52291564779838"
"FGOALS-f3-L","r1i1p1f1","TRUE","2415","6","3.10195816054225","10.5787437316125","69.2553123923005","1.41877145565363","3.76107289772003","0.769686559361565","1.49528007183537","1.23947800835683","0.703730366743714","9.19895438269238"
"FGOALS-f3-L","r2i1p1f1","TRUE","2591","6","1","10.2178318480847","69.4416820665595","1.4350905645672","10","0.661009118447244","1.36589206892386","1.05536620268477","0.576567181335573","9.14406857559487"
"FGOALS-f3-L","r3i1p1f1","TRUE","2311","6","2.88899855949433","9.28137344238054","66.6697424750301","1.44401677698989","5.14533777472203","0.719725845757489","1.45428147196767","1.09278131037549","0.71688004933229","9.26263303233985"
"FGOALS-g3","r1i1p1f1","TRUE","2669","1.20494896572568","4.07309418317072","7.82051976172916","90.959444440628","1.25620243244331","2.8392070370592","0.909309442020267","1.25620328825385","0.236564043893523","0.439067263697589","7.64829541657248"
"FIO-ESM-2-0","r1i1p1f1","TRUE","3150","6","3.63891305353516","8.17185203313889","90.6298032690641","0.870727601140423","3.89465646779322","0.912888634711653","1.31238786337484","0.779301933200135","0.637598792312005","8.11365075754144"
"FIO-ESM-2-0","r2i1p1f1","TRUE","1218","0.5","5.05345174932292","9.25260728059005","89.2248293214767","1.03686004799211","2.478425971154","0.925810358051501","1.01874815525154","0.367745050738865","0.622076391041204","8.26485322299666"
"FIO-ESM-2-0","r3i1p1f1","TRUE","2922","6","3.88038608066744","9.67114155685144","96.1595380924983","0.875420449427752","3.05281934086686","0.819055766191695","1.10174339641684","0.787021016791678","0.561037487178838","7.63660493330406"
"GFDL-CM4","r1i1p1f1","TRUE","2239","3.16127500265569","4.3076992903688","4","80.1069445999351","0.926173913325244","2.66285242831982","1.13391986985348","1.72740224325237","1.02827091592903","0.645464135067834","8.39290016357867"
"GFDL-ESM4","r1i1p1f1","TRUE","2354","4.31604104436033","4.31587011184904","10.5773032660918","124.489274372381","1.38285250141663","1.91944142080177","0.842106512175021","1.01852638948717","1.07339148396961","0.489970802322292","7.35997828921641"
"GISS-E2-1-G","r102i1p1f1","TRUE","3029","2.93590278034276","3.31626356547395","8.86945954472184","159.612012896292","1.61423530795026","2.55766807191963","1.07305359867345","0.935271246396995","0.558827697316825","0.761078745343044","8.34421624449002"
"GISS-E2-1-G","r1i1p1f1","TRUE","3503","2.8901485747806","3.59483354104931","10.5983916522393","163.148870552081","1.44145646380708","2.09143465051463","1.19571908151912","1.08902625130875","0.532185550788729","0.655490561024139","8.01876671717641"
"GISS-E2-1-G","r1i1p3f1","TRUE","3628","3.39929285152087","3.85801023816299","26.3793709914966","184.933281367241","1.36831137109304","1.63032770006284","1.40946177620118","1.29017596091966","0.471800676480189","0.823169159813166","7.77668285549877"
"GISS-E2-1-G","r1i1p5f1","TRUE","2926","1.95578193243347","3.29608663528209","15.2506189654017","220.059633877848","1.55447325725697","1.77934329666355","1.08953667457195","1.07509063054168","0.411143108682825","0.842021266437797","8.30716452947966"
"GISS-E2-1-H","r1i1p1f1","TRUE","2324","6","2.87401058508987","9.91613188102293","77.2535539856323","1.18540340048972","3.56106555443477","0.798389391944455","1.14338483657352","0.86811726724111","0.640207026066757","7.52325309713455"
"GISS-E2-1-H","r1i1p3f1","TRUE","3136","3.6216520152733","2.24258671271284","9.69048350350304","77.9358176097482","1.10805686501164","4.3146575090962","0.784400595687965","1.19008738371377","0.550597775163339","0.591906661006358","7.20173456066353"
"GISS-E2-2-G","r1i1p1f1","TRUE","2581","2.43634257582885","3.59808730039276","11.4957166257338","299.683155732049","1.92886009359921","1.9246275601857","0.648087143869604","0.5","0.548467849351014","0.534724511558549","7.97501721401855"
"HadGEM3-GC31-LL","r1i1p1f3","TRUE","3046","3.12979197118944","3.8689011811008","9.2546925856116","66.4001938772647","0.61117775050381","2.85137251598129","0.642234234964622","1.17426944669228","0.457521088260069","0.611569590861846","7.22208140097904"
"HadGEM3-GC31-MM","r1i1p1f3","TRUE","2071","3.13183636249264","3.39664358944568","14.1438137555592","64.5709082944261","0.646048469521614","2.00747348069236","0.693692413884642","1.04191192942836","0.497633351170434","0.43393807452724","7.15939311954514"
"IITM-ESM","r1i1p1f1","TRUE","2470","2.94611509103113","3.75833867236056","11.9681512188824","149.601635096796","1.99005837815236","2.79900654100206","1.00311167833888","1.05721281418086","1.14785413916444","0.543763592625511","9.42903993042769"
"INM-CM4-8","r1i1p1f1","TRUE","2241","2.68387919035909","4.27339902384096","7.36543589819651","30","1.57188408533848","2.51454353920353","0.561750121418409","1.42411721903312","0.449732943716603","0.285459836992017","5.97585383483126"
"INM-CM5-0","r1i1p1f1","TRUE","2401","1.91755574861602","4.5754902034267","11.4245003187119","48.6755719831787","1.5439452173152","1.90412758707724","0.584437229318512","1.45325064108557","0.44288830837212","0.323718707949628","6.23281818631406"
"IPSL-CM6A-LR","r1i1p1f1","TRUE","1753","3.21973021709942","3.40384635382132","13.2238412970619","61.7220034015093","0.719580002349688","1.75789917270254","0.484250172299935","1.27783704296592","0.904643981583571","0.492460080378647","7.04937729790904"
"KACE-1-0-G","r1i1p1f1","TRUE","2579","2.08209077239614","2.54461086893089","8.70651462266143","100.94752973637","0.728403159887428","3.62664476294664","0.867322548936264","1.25483552216735","0.359754056277879","0.353685377397983","7.80247896039285"
"KIOST-ESM","r1i1p1f1","TRUE","1806","2.34705031004107","2.14838718676412","9.64529125110416","95.0133047178949","0.934365973112679","3.05068152132033","0.945255511885993","1.40737954456801","0.610550984105605","0.31570291468683","7.22338135024391"
"MIROC-ES2L","r1i1p1f2","TRUE","2098","2.06191318078464","4.4988212769646","15.9307855416456","304.903546349788","1.93641412373749","1.84407563940968","0.676412438732346","0.5","0.722461809927773","0.946662500464475","8.80357599223986"
"MIROC6","r1i1p1f1","TRUE","2308","1.95485418963795","4.28185038018467","24.7694304549906","337.247104479036","1.9022117383678","1.19447346255225","0.640014968176817","0.5","0.717684084359312","0.887850389522789","8.40960794512881"
"MPI-ESM-1-2-HAM","r1i1p1f1","TRUE","2610","2.5384094645598","4.9326988988196","14.5834084182766","104.675682707126","1.29719943964583","2.14347036088717","0.969723858194507","1.37571689996878","0.548094996085416","0.494934124942451","8.47830969747442"
"MPI-ESM1-2-HR","r1i1p1f1","TRUE","2024","3.48909574126206","5.11994937625746","23.6379574984353","72.7610252722453","1.17172704893315","1.59242173146414","1.11456780668181","1.5626914507276","0.569921619746055","0.437150147258481","7.82379958015018"
"MPI-ESM1-2-LR","r1i1p1f1","TRUE","3123","2.40275530835746","5.15219245858113","10.6636664812951","94.8352861781328","1.40141466349086","1.94699456419505","1.0743686065525","1.26103717030363","0.466034578391725","0.714644386539666","8.9317382714384"
"MRI-ESM2-0","r10i1p1f1","TRUE","2081","2.47855851574853","3.5176312091977","9.37780442675812","99.0611811201251","1.10358421521871","3.71858365400584","1.09389907227944","1.34565469554693","0.708232692408335","0.601145096071466","7.57205086090444"
"MRI-ESM2-0","r13i1p1f1","TRUE","2134","2.84827269040368","4.42118201175988","11.1635808481906","97.94804434214","1.16510817864439","2.43078185065594","1.23566758692647","1.25663901567046","0.818701684887815","0.503354265797532","7.65305772059493"
"MRI-ESM2-0","r1i1p1f1","TRUE","1972","2.99359473348467","4.24324483686448","10.5241316083426","94.0827067135717","1.108784473452","2.85129190518505","1.25033906658459","1.33325718647046","0.976905765217111","0.515173426119346","7.56298294321803"
"MRI-ESM2-0","r1i2p1f1","TRUE","2033","3.06460751445895","4.03971680184621","8.95321574531882","105.542964614734","1.16427968427682","2.83133015023155","1.1450532314478","1.17520418955692","0.895301680827763","0.507669230479621","7.48337633375589"
"MRI-ESM2-0","r4i1p1f1","TRUE","1488","2.63211867401336","4.21297659815238","9.74100420443023","97.3314586920872","1.10938309026126","2.85310098394963","1.17867858943647","1.24407186033341","0.783887992380788","0.509542679075386","7.39809029819498"
"MRI-ESM2-0","r7i1p1f1","TRUE","1767","2.41113592753844","3.64309295814283","11.689849148966","99.2602275432898","1.06059044510754","2.8565862814885","1.10183771004506","1.24021231206602","0.693120749022906","0.525864595160972","7.18016095219901"
"NESM3","r1i1p1f1","TRUE","2415","2.79804946258405","2.49264728745257","19.2106825911293","125.554222455344","0.964641454243796","1.05154666348507","0.478712729857432","0.724909619040186","0.546569802883432","0.272722936278633","8.15166585104212"
"NorCPM1","r1i1p1f1","TRUE","2039","1.81499202995354","5.71944774282501","17.5824955514258","91.5966530399545","1.03088198043034","2.06821529999196","1.33081141747698","1.51091169884558","0.49071524158343","0.495543321112728","7.25518950928631"
"NorESM2-LM","r1i1p1f1","TRUE","1641","1.66570237866756","4.18648334584851","4","142.271122181587","1.4942879356827","3.52236076931046","1.5","2.5","1.23221313875251","0.819570531525481","10.2456269509605"
"NorESM2-MM","r1i1p1f1","TRUE","1680","1.4875453259298","3.81088573442149","4","132.652961541494","1.92130116736753","2.5912338440054","1.5","1.92989742205992","1.25430619428551","0.739276791396302","10.6324854087125"
"SAM0-UNICON","r1i1p1f1","TRUE","2394","2.43876825269436","4.6290816763315","6.32739332653753","110.575255916896","1.04338641066343","2.69312425137526","1.03014614957903","1.25354895033973","0.803127957858896","0.641109149175883","8.36012893372651"
"TaiESM1","r1i1p1f1","TRUE","2634","2.04495900387285","5.06402214373894","8.9994578189373","91.0692393083809","0.873502648049659","2.31438626161762","0.919602380948612","1.23367329387635","0.461618543767132","0.687214722357286","8.15005333258228"
"UKESM1-0-LL","r1i1p1f2","TRUE","2458","3.54837691030159","2.91720723715287","11.2831628027775","73.2484456888652","0.655766725131648","2.59792878043823","0.612933725217428","1.13370691079686","0.497435482427134","0.439124249355074","7.37878739184991"
