,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,10.117027478992526,0.00025409931346418043,-0.0025648562275035853,0.0016192635337767148,-5.3273763968267215e-06,-0.0007226645949754781,-0.04079999999996251
