model,run,ecs,tcr,tau1,tau2,tau3,q1,q2,q3
CCSM3,r1i1p1f1,2.67080135575712,1.6637086416347437,1.178047415116604,15.614794471791091,921.1140526274222,0.2726580727311351,0.33666056670000594,0.2568996346747973
CESM104,r1i1p1f1,3.3858026305325146,1.8188065122370343,1.71995050463,111.94750621586843,2280.798333695163,0.5504809757047741,0.42268227329314373,0.2339093922362285
CESM2,r1i1p1f1,6.9825362148092,2.5249345520398285,4.06217637977245,81.98185606267259,945.9899300769649,0.684341357148683,0.6250355799758639,1.1511316500530804
CNRMCM61,r1i1p1f1,5.637450689098026,2.3200644704691853,0.32604314981313864,25.082173538010064,1652.4792338675659,0.03827500835943158,0.9528622262562212,0.6687305396068159
ECHAM5MPIOM,r1i1p1f1,5.921561949522407,2.654813067938168,1.0595672040323898,21.832578990414685,734.7013708353036,0.37372883389910927,0.5495329416702367,0.8412494258640622
FAMOUS,r1i1p1f1,7.028129075850367,2.5525701923646142,75.32245668099566,0.9093533751623983,0.025478129827399883,4.737036790719931,0.11876141434238613,4.434121797481144e-09
GISSE2R,r1i1p1f1,2.3993637143165145,1.408017326224953,0.7773195874856806,9.07991007204375,650.7611124104588,0.07849788415746893,0.45039856487218394,0.2970452727905016
HadCM3L,r1i1p1f1,3.3295199072879793,2.025010422654516,1.4570167899413116,18.110608697971927,823.5098261175616,0.4280550259897962,0.20933159561862444,0.33067283547768617
HadGEM2,r1i1p1f1,4.711283831194592,2.5112268338164427,1.5808080941111746,18.678605872149905,969.438534822329,0.32651692892439693,0.6724362173753863,0.5685437274545713
IPSL-CM6A-LR,r1i1p1f1,5.097756837574937,2.74325110851002,0.9958509398395821,15.972617423706032,443.6818506799595,0.3420323917354687,0.5328379325020289,0.6009159689580427
IPSLCM5A,r1i1p1f1,4.5002898878119515,2.1975605119069943,0.9782024793303342,28.176915976176264,1246.6418806118716,0.3597626469949167,0.5518871345909271,0.5576893537061909
MPIESM11,r1i1p1f1,3.421877831941961,2.1577916233424093,2.2246884512977725,589.4207452777463,0.4322309202198368,0.4769982021444941,0.28057021888004907,7.503825687299879e-06
MPIESM12,r1i1p1f1,3.3814660871831985,2.017344936437986,1.6477414600520839,11.808988416864214,487.7686737996966,0.291489530612483,0.21244001585869993,0.30367626857332564
