year,CanESM5 CO2,CanESM5 nonCO2,CanESM5 ANT,CanESM5 GHG,CanESM5 AER,CanESM5 NAT,CanESM5 TOT,CNRM-CM6-1 CO2,CNRM-CM6-1 nonCO2,CNRM-CM6-1 ANT,CNRM-CM6-1 GHG,CNRM-CM6-1 AER,CNRM-CM6-1 NAT,CNRM-CM6-1 TOT,E3SM AER,GFDL-CM4 CO2,GFDL-CM4 nonCO2,GFDL-CM4 ANT,GFDL-CM4 GHG,GFDL-CM4 AER,GFDL-CM4 NAT,GFDL-CM4 TOT,GFDL-ESM4 AER,GISS-E2-1-G CO2,GISS-E2-1-G nonCO2,GISS-E2-1-G ANT,GISS-E2-1-G GHG,GISS-E2-1-G AER,GISS-E2-1-G NAT,GISS-E2-1-G TOT,HadGEM3-GC31-LL CO2,HadGEM3-GC31-LL nonCO2,HadGEM3-GC31-LL ANT,HadGEM3-GC31-LL GHG,HadGEM3-GC31-LL AER,HadGEM3-GC31-LL NAT,HadGEM3-GC31-LL TOT,IPSL-CM6A-LR CO2,IPSL-CM6A-LR nonCO2,IPSL-CM6A-LR ANT,IPSL-CM6A-LR GHG,IPSL-CM6A-LR AER,IPSL-CM6A-LR NAT,IPSL-CM6A-LR TOT,MIROC6 CO2,MIROC6 nonCO2,MIROC6 ANT,MIROC6 GHG,MIROC6 AER,MIROC6 NAT,MIROC6 TOT,MRI-ESM2-0 AER,NorESM2-LM CO2,NorESM2-LM nonCO2,NorESM2-LM ANT,NorESM2-LM GHG,NorESM2-LM AER,NorESM2-LM NAT,NorESM2-LM TOT,UKESM1-0-LL AER
1850,0.0,0.19166780852803658,-0.24561579242995732,-0.07011703443497168,-0.05641100223335394,0.4372836009579939,0.19166780852803658,0.0,-0.2935836026194938,0.0,0.03006471632086559,0.030064626090658172,-0.2935836026194938,-0.2935836026194938,,0.0,0.15092411063953876,0.02309844881070322,-0.03374296211325049,-0.21001236804267284,0.12782566182883554,0.15092411063953876,-0.1638236331507194,0.0,0.0510741278713423,-0.05855458803039272,-0.07149237998254201,-0.07508888643662187,0.10962871590173502,0.0510741278713423,0.0,0.18822260895465245,-0.02967102481890921,0.21161442594557836,0.14090267861424324,0.21789363377356166,0.18822260895465245,0.0,0.13992579762840707,-0.054064955904633755,0.0001955034331094512,0.0001955034331094512,0.19399075353304082,0.13992579762840707,0.0,-0.04083551258368953,-0.0037585504327182565,-0.19008742442938545,-0.05755839440326655,-0.037076962150971275,-0.04083551258368953,0.45057763099150594,0.0,-0.11520450648493227,-0.46697126871662775,0.013559046213651858,0.07198661990195278,0.35176676223169545,-0.11520450648493227,-0.12291815618102739
1851,0.0023904365362018925,0.1596628824862524,0.15889538264577033,0.04951858072303327,0.002192524222798966,0.003157936376683961,0.1620533190224543,0.0025135352097645763,-0.1153703616226525,0.116690684214023,-0.29607250961239706,0.054062203966980506,-0.22954751062691092,-0.11285682641288793,,0.0025880156112315154,0.2037009590124053,-0.017086110184249464,0.03309427780626616,0.25257800931927127,0.2233750848078863,0.20628897462363682,-0.10154426150466755,0.002283811336367198,0.10022673441355617,0.4322998708525567,-0.22200588468186003,-0.025775929987126467,-0.32978932510263337,0.10251054574992337,0.0025418085155403127,0.1507237787716793,-0.12705731751810811,0.08062351754740295,0.0930938678864683,0.28032290480532773,0.15326558728721962,0.0025141938671062536,0.0555358155735753,-0.13589442583730935,0.12335266281221775,-0.18554523313354462,0.1939444352779909,0.05805000944068155,0.0023013759542331136,0.1979924442718008,-0.0307562023100984,-0.021020478918177887,0.14513569264078613,0.2310500225361323,0.2002938202260339,0.5790262245376353,0.002561538117100143,0.18275509711742768,-0.009927463719524493,-0.17462127129257482,0.3496707618970241,0.19524409895405231,0.18531663523452782,-0.4891113212003386
1852,0.005011442457097891,-0.015938306944051576,0.19135315888794838,-0.058389104607743714,0.04074844095445616,-0.20228002337490206,-0.010926864486953685,0.00526951327795501,0.04102661240135756,0.058405737291214656,-0.01205726858085967,-0.09459583367568968,-0.012109611611902086,0.04629612567931257,,0.005425658082671795,0.2124122368860624,0.018325475149455234,0.055243606355994984,-0.023817350204060762,0.19951241981927895,0.21783789496873418,-0.0937133499165708,0.004787907531423963,0.16522904795616042,0.020452339653829976,-0.14221791024309072,0.01270645751614597,0.1495646158337544,0.1700169554875844,0.005328786989187755,0.26939590958948345,0.13698737392704882,-0.12537972533688613,0.021604797211811817,0.1377373226516224,0.2747246965786712,0.005270894123385027,0.22140022536657775,0.32491052082759553,0.21424352855320922,-0.21683109688595623,-0.09823940133763277,0.22667111948996277,0.004824730961112587,0.11676955285360116,0.046137295043042495,0.1142329082781286,0.035642593938927956,0.07545698877167126,0.12159428381471375,0.19325243131113462,0.005370149209611166,0.11540827744397322,0.1979670877317904,-0.02627126604646585,-0.08487393949173568,-0.07718866107820599,0.12077842665358439,-0.02219629482876387
1853,0.0073816942977706,0.18054281351729684,0.34976757328095653,0.058550683090205675,0.01102605446773843,-0.16184306546588909,0.18792450781506745,0.007761824354745283,-0.018628507173942443,0.1592854022483574,0.00025434205850082166,0.11823347077113365,-0.17015208506755458,-0.010866682819197159,,0.007991820653110819,0.237830925704514,0.07942416329331575,0.11872813945963831,0.15038138856815772,0.16639858306430907,0.24582274635762483,-0.4377025146773115,0.0070524345087326626,0.12718939091131123,0.24021019777441419,-0.07163215828701305,0.11470955862660015,-0.10596837235437029,0.1342418254200439,0.007849132633740836,0.2575256395641028,0.07611219405270328,0.06971693121824746,0.0684371732185237,0.18926257814514033,0.2653747721978436,0.007763858295855876,0.059345023421047104,-0.1521852507595694,-0.07747356524256058,0.05367183132218265,0.2192941324764724,0.06710888171690298,0.007106674241760403,0.20533416504933563,0.35823142421604687,0.10860868086537946,-0.06079988294408128,-0.14579058492495084,0.21244083929109603,-0.06538206828863127,0.007910057860211346,0.5318635979856646,0.19985472256844578,0.03747166726770332,0.30725785078731443,0.3399189332774302,0.539773655845876,-0.22921066767933634
1854,0.009430401507985653,-0.0319093589456057,-0.08394719283049833,-0.19664046075326144,-0.06857880777870928,0.06146823539287828,-0.022478957437620045,0.009916032437406205,0.02652862559935456,0.03945031203657013,-0.007992848958602295,0.021759034852196154,-0.0030056539998093673,0.036444658036760766,,0.01020986165214252,0.1816095759677676,-0.1729815280441047,0.09833584697062382,0.11270353554213322,0.3648009656640148,0.19181943761991013,0.5301736365256478,0.009009759323981884,-0.3032441186368134,-0.305982882116469,-0.07639352004497629,0.24659366674394592,0.011748522803637532,-0.2942343593128315,0.010027572158869333,0.1759674421279413,0.027308450512349702,0.33089262950837944,-0.11193142809446692,0.15868656377446091,0.18599501428681062,0.009918630876266276,0.29633979251562786,0.13791649051835178,0.08822059655672584,-0.39955320396162575,0.16834193287354235,0.30625842339189413,0.009079052692076525,0.13460965576407824,-0.0061439891418050285,0.0618780926938465,-0.0993341791173683,0.14983269759795978,0.14368870845615475,-0.23416672713568742,0.010105406504807419,-0.04896233545330818,0.17784849300185163,0.20706600148656154,-0.01904647853972477,-0.2167054219503524,-0.03885692894850076,0.18329619661884725
1855,0.011122240439878011,0.20700244623614658,-0.06067074942664985,-0.07378233771361165,0.014945366407399746,0.27879543610267443,0.21812468667602458,0.011694994840364882,0.06652013212572333,0.06273417601597606,-0.03623369851276547,-0.1016833390255773,0.015480950950112152,0.0782151269660882,,0.012041537792092914,0.22460159649686182,0.09594353103321931,-0.12901461768577963,-0.046396873212137965,0.1406996032557354,0.23664313428895473,0.24201319893749373,0.010626133937341124,-0.25110138145081035,-0.2280237491401653,0.18504603521075164,-0.1979230042682696,-0.012451498373303917,-0.24047524751346921,0.011826545082383679,0.21006858782824567,0.011003510996415528,0.04404362469391375,0.12445710538072823,0.21089162191421382,0.22189513291062934,0.011698059446017733,-0.005085861643224082,-0.03129684163799569,0.13883858057549034,0.19038256965320605,0.03790903944078934,0.006612197802793651,0.01070785871864391,0.09402866919645807,0.09940699551884459,-0.05209622956415346,-0.03167776128681274,0.0053295323962573825,0.10473652791510198,-0.15945516675323634,0.01191834311550782,0.3161140847972285,0.07945590482316106,-0.021532961065582452,0.12173385420190636,0.24857652308957529,0.32803242791273635,0.05563895239466738
1856,0.013044826914639264,0.005504315575120348,-0.11911563493839905,0.09585959430414688,0.005937523485239858,0.13766477742815866,0.018549142489759612,0.013716587434413745,-0.045167841122661964,-0.25919526582371333,0.009700420418640708,-0.22167828902184777,0.2277440121354651,-0.03145125368824822,,0.01412303367590769,0.1514805262072847,-0.08310445968587729,0.1024109168629566,0.0789873629904604,0.24870801956906968,0.1656035598831924,0.49622687227034096,0.012462963620835871,-0.22986454825725383,-0.05229370606700129,-0.0009938612743742054,0.04277261393882071,-0.16510787856941667,-0.21740158463641795,0.013870877403866421,0.23069922397659326,-0.07039725833016733,0.12361427507620737,0.06120304039972118,0.314967359710627,0.24457010138045968,0.01372018178669548,0.18747105147319634,0.2980400992160763,0.3406157917746306,0.14793883347130465,-0.09684886595618447,0.20119123325989183,0.012558815318386771,0.03317982407078742,-0.09016462272161974,-0.12885802056688575,-0.12397374455398887,0.13590326211079393,0.04573863938917419,-0.10601838250193611,0.013978543611918824,0.5687230160419329,0.3909362960789201,-0.2468791642631986,-0.02142862104184745,0.1917652635749316,0.5827015596538517,-0.008060276734646736
1857,0.015803189544015692,0.21912526804760613,0.20397358810721106,0.09461902864787974,-0.04488797438932599,0.030954869484410757,0.23492845759162181,0.016616995575452497,-0.017777137117183376,0.004717318268312454,-0.06443347466471896,-0.035551252765594656,-0.005877459810043332,-0.001160141541730878,,0.0171093859333938,0.16899070982759481,-0.036829922815776295,0.13785879535838694,0.004163162674565544,0.22293001857676492,0.18610009576098863,-0.3284395511955548,0.015098289741139725,0.1418467828390321,0.0696666375269916,-0.24149627925478975,-0.33119664726463555,0.08727843505318021,0.15694507258017182,0.01680391056082994,0.1562453832763078,-0.09268137962230161,0.3320222708011933,0.07489650433933312,0.26573067345943935,0.17304929383713774,0.016621349962886528,-0.0415975646951159,-0.3628011994727803,0.22840153481494596,-0.21164801126382515,0.3378249847405509,-0.024976214732229367,0.015214409529805732,0.1295152607663774,0.034583885440422485,-0.2497066086259705,-0.0031466002950425453,0.11014578485576065,0.14472967029618314,0.07950309592405935,0.016934343069016623,0.3122942882536957,-0.0039160653393170985,-0.3113680125569896,-0.11816419055385251,0.33314469666202945,0.32922863132271235,0.05080794685751943
1858,0.018737883341651124,0.4029916862625722,0.35531705657886603,0.006798618327068765,-0.07926764375957594,0.06641251302535726,0.4217295696042233,0.019702815290187387,0.0030470273318658238,-0.028861211970394495,0.06841168513062329,0.2595978360525485,0.051611054592447705,0.02274984262205321,,0.020286643830619705,0.3510711193659145,0.07929852140076232,-0.07186075522764074,-0.2796264312497326,0.29205924179577186,0.3713577631965342,0.017446338851497732,0.017902081794308144,-0.1695907085374837,-0.21448282128211793,0.10141435221455934,-0.08699446667520527,0.06279419453894237,-0.15168862674317557,0.019924440879189778,0.1428773938139326,-0.020192067835569122,-0.25625236426186093,0.12152227626800105,0.18299390252869152,0.1628018346931224,0.019707978298802574,0.2702806053671809,0.2895594277537961,0.018092119477844167,-0.06108820681010706,0.0004291559121873312,0.28998858366598346,0.018039765332660992,-0.06172028093415356,-0.10910657633600274,0.09579233540124889,0.21859897210023693,0.06542606073451016,-0.043680515601492574,0.20526444679974234,0.020079095046663616,0.2078524353670576,-0.25372606125483976,0.26359460568140636,0.03027098895703469,0.481657591668561,0.22793153041372122,-0.2899863943923975
1859,0.021866356987647398,0.15784040880478134,-0.02069715971071573,0.1477754274086101,-0.11814266403964731,0.20040392550314445,0.17970676579242872,0.022992393801452262,-0.315395525795536,-0.36771783197656793,0.04254312894136356,-0.16596792141067865,0.07531469998248416,-0.29240313199408374,,0.02367369825040745,0.348144929928878,0.08847338134761673,0.014065780067424014,-0.04337760711898227,0.28334524683166873,0.37181862817928546,0.0039485652232742075,0.020891010163686476,-0.04063523611142838,0.2714671133965862,0.07663656459216835,-0.04277386318669389,-0.2912113393443281,-0.019744225947741903,0.023251021959092233,0.13410264342838818,0.13405065566253604,-0.3034580829587645,-0.02851417778054179,0.023303009724944354,0.1573536653874804,0.022998418825060936,0.19101172421434254,0.05352985604489155,-0.07316203149922627,-0.026581704307111775,0.16048028699451192,0.21401014303940347,0.021051681320937928,-0.060923677559525366,-0.07165000820671891,-0.13576792450532704,-0.2076376482364212,0.03177801196813148,-0.039871996238587434,-0.013023052294109898,0.02343149715866258,0.3292389753389815,0.029546291629063526,0.18130801850189499,0.03845252956417582,0.3231241808685805,0.35267047249764405,0.20772205223012075
