year,CanESM5 CO2,CanESM5 nonCO2,CanESM5 ANT,CanESM5 GHG,CanESM5 AER,CanESM5 NAT,CanESM5 TOT,CNRM-CM6-1 CO2,CNRM-CM6-1 nonCO2,CNRM-CM6-1 ANT,CNRM-CM6-1 GHG,CNRM-CM6-1 AER,CNRM-CM6-1 NAT,CNRM-CM6-1 TOT,E3SM AER,GFDL-CM4 CO2,GFDL-CM4 nonCO2,GFDL-CM4 ANT,GFDL-CM4 GHG,GFDL-CM4 AER,GFDL-CM4 NAT,GFDL-CM4 TOT,GFDL-ESM4 AER,GISS-E2-1-G CO2,GISS-E2-1-G nonCO2,GISS-E2-1-G ANT,GISS-E2-1-G GHG,GISS-E2-1-G AER,GISS-E2-1-G NAT,GISS-E2-1-G TOT,HadGEM3-GC31-LL CO2,HadGEM3-GC31-LL nonCO2,HadGEM3-GC31-LL ANT,HadGEM3-GC31-LL GHG,HadGEM3-GC31-LL AER,HadGEM3-GC31-LL NAT,HadGEM3-GC31-LL TOT,IPSL-CM6A-LR CO2,IPSL-CM6A-LR nonCO2,IPSL-CM6A-LR ANT,IPSL-CM6A-LR GHG,IPSL-CM6A-LR AER,IPSL-CM6A-LR NAT,IPSL-CM6A-LR TOT,MIROC6 CO2,MIROC6 nonCO2,MIROC6 ANT,MIROC6 GHG,MIROC6 AER,MIROC6 NAT,MIROC6 TOT,MRI-ESM2-0 AER,NorESM2-LM CO2,NorESM2-LM nonCO2,NorESM2-LM ANT,NorESM2-LM GHG,NorESM2-LM AER,NorESM2-LM NAT,NorESM2-LM TOT,UKESM1-0-LL AER
1860,0.02531276372787567,-0.013433033780979526,-0.12551958477720065,-0.0030764454066883606,-0.13781421565919114,0.1373993147240968,0.011879729946896145,0.026616277789812657,0.0797937563973095,-0.19075347249684665,-0.021201123605369805,0.009475187871089428,0.2971635066839688,0.10641003418712215,,0.02740496419756204,0.24882701844119576,-0.06822909542262773,-0.07914765052784416,0.12262097591352554,0.34446107806138554,0.2762319826387578,0.25725933376827603,0.02418369025113678,0.039366262300960596,0.030750864963473144,0.04292272195432058,-0.20913506245784788,0.03279908758862423,0.06354995255209737,0.026915668925309742,0.3086420177805683,0.07809755149280889,0.09652974389563478,0.05509231544921909,0.25746013521306915,0.33555768670587804,0.026623252431228574,0.25367169838632986,-0.016385651399623558,0.1553811519796979,0.07764666018217715,0.296680602217182,0.28029495081755845,0.024369685158458925,0.26819708335267817,0.41045686812064064,-0.11061657899511974,-0.2637265905729755,-0.11789009960950354,0.2925667685111371,-0.22385121404519517,0.027124589235540026,-0.009367645702981198,-0.2225021407042336,-0.2663840288267795,0.13984629345426006,0.24025908423679243,0.017756943532558828,-0.19540170649375999
1861,0.02875715840822715,-0.03508227458553527,0.5250467447840047,0.07625691352075269,-0.1348595197212803,-0.5313718609613128,-0.006325116177308118,0.03023804610462645,-0.22789458771081078,-0.02042089320702628,-0.0709434674055877,-0.15434476842832837,-0.17723564839915806,-0.19765654160618434,,0.0311340517800987,-0.5461753504059946,-0.4318400863675667,0.14165182201828666,0.22002072383951018,-0.08320121225832927,-0.515041298625896,0.1423236037974011,0.02747444802645435,-0.5333365344657256,-0.11112769114541354,0.0479326680914266,-0.010978947081056933,-0.3947343952938577,-0.5058620864392712,0.03057817641999092,-0.19880778513410044,0.0462131469876981,0.052336388179281365,-0.030278145711363374,-0.21444275570180762,-0.16822960871410952,0.03024596980944961,-0.06620964096425647,0.1515881800252737,-0.07567590596887389,-0.2759171142113965,-0.18755185118008055,-0.035963671154806864,0.02768575189949198,-0.18963793092355347,0.005554399381008213,0.08189750545692255,-0.008062267905276173,-0.1675065784050697,-0.16195217902406148,-0.47591693497322085,0.030815525234232487,-0.21481654959923674,0.2549732919825293,-0.33820203699945595,-0.08530293964937168,-0.4389743163475336,-0.18400102436500426,-0.08948285289603583
1862,0.03172029798972426,-0.1317183169275681,0.3986829691347512,0.08584394328922292,-0.07936940383781017,-0.4986809880725951,-0.09999801893784385,0.033353776456277594,-0.23425949275823116,-0.12041556383583975,-0.061141584471366105,-0.019718734018368496,-0.08049015246611381,-0.20090571630195356,,0.03434210661821504,-0.29576911185743276,0.18825509668607154,0.1406866541753694,-0.07303995735863439,-0.4496821019252893,-0.26142700523921775,-0.21752747686808313,0.03030541704193543,-0.7123327711565893,-0.07934775244887193,0.058701662174583565,-0.22805835094558174,-0.6026796016657819,-0.6820273541146539,0.03372895382274553,-0.28446461107654075,0.061620203657235695,0.030796041928801744,0.01893333066411813,-0.3123558609110309,-0.2507356572537952,0.03336251662019105,-0.2669718959724669,0.1360093941537314,-0.06837937455675674,-0.18504487056429966,-0.36961877350600725,-0.23360937935227585,0.030538493680593116,-0.42588997686802027,-0.22514391808426634,0.11056198741786062,0.04653368484790992,-0.1702075651031608,-0.39535148318742713,-0.2778302280047941,0.03399075907514127,-0.6164023071519721,-0.21060204191602233,0.19991214669186472,0.05646498458104617,-0.3718095061608085,-0.5824115480768308,0.5116655385886562
1863,0.034752760667563456,0.036821251516195294,0.3332035704219204,0.09466114474021207,0.09855588106575547,-0.26162955823816164,0.07157401218375875,0.036542399788297326,0.04757002055218371,0.05682705612546777,0.3213106636166089,-0.14880834585463826,0.02728536421501327,0.08411242034048104,,0.037625214381951926,-0.0310649281626253,0.02769160621831443,-0.04149186694911341,0.20241065477991232,-0.021131319998987805,0.006560286219326625,0.11361639840708336,0.033202617003480296,0.20304822815841153,0.30829893746414305,0.15180803265299783,0.31132036330549445,-0.07204809230225123,0.23625084516189182,0.03695344413690246,-0.015291309812943622,0.04417853822196545,0.19555506680993837,0.012199274573062363,-0.022516403898006614,0.021662134323958835,0.03655197551248435,0.19315389761122756,0.2103014515083611,-0.1329514005512008,0.009490418019186764,0.019404421615350817,0.2297058731237119,0.03345797578488566,-0.12103925477356577,-0.06348437104016627,0.12621235854583157,-0.12563623162734713,-0.024096907948513834,-0.08758127898868011,-0.19867411091086856,0.03724027798950269,0.43094008059341377,0.6364084796136685,0.045789701957074824,0.036193218195566604,-0.1682281210307521,0.46818035858291646,-0.20355025793481663
1864,0.03778353918424024,0.1071418565858214,0.06407429997243651,0.050951925404659364,-0.005922916128301953,0.08085109579762513,0.14492539577006164,0.03972925223106042,-0.06309316780958124,-0.08629113647386051,0.12597637927644412,0.021444770628209434,0.0629272208953397,-0.023363915578520817,,0.040906498781916496,0.4516065297954143,0.3161596021481006,0.06199402423741638,0.026383207087086233,0.1763534264292302,0.4925130285773308,-0.24119870306444816,0.036098207925715095,-0.1376030032981636,-0.06911828444723085,-0.032262254399201475,-0.08214363663472798,-0.03238651092521766,-0.10150479537244851,0.04017614364209235,0.048919084825620615,-0.0682013538235944,0.25182667322178093,0.07060489993238799,0.15729658229130736,0.08909522846771296,0.03973966305146973,0.10555460033792402,0.39751948291902695,0.15628648195995945,0.05025120320868472,-0.2522252195296332,0.14529426338939375,0.03637583647487017,0.05687811168212772,0.11996567004028512,0.08864268026552091,-0.1496635488549797,-0.02671172188328723,0.09325394815699789,0.41849287881615105,0.0404879921945788,-0.1114777103985836,0.13149742469926012,0.03700941822592732,-0.12721157444220726,-0.20248714290326492,-0.0709897182040048,0.0674812313094032
1865,0.040830232848680155,-0.04817536249086526,-0.13969746417463344,0.10432122936993178,-0.0481868079985743,0.13235233453244835,-0.007345129642185101,0.04293283939305384,-0.27435304611696143,-0.3862457542028834,0.08498454956276733,-0.06055198757758045,0.15482554747897578,-0.2314202067239076,,0.044205013779825116,-0.05047362676349707,-0.22547387522864454,0.23467026042580075,-0.05001354312818161,0.21920526224497258,-0.006268612983671956,0.30267771180793235,0.03900900410202419,0.13438660588436957,0.05738357505735167,-0.1085017737016016,-0.07138590731406552,0.11601203492904208,0.17339560998639375,0.04341576610570334,0.2671673458870457,0.10991619850194884,0.36211284103472435,0.14859894784660202,0.20066691349080024,0.3105831119927491,0.042944089694921674,0.22104022495284822,-0.0451823441387591,0.18973954970762677,0.09090006814144402,0.309166658786529,0.2639843146477699,0.03930901936137213,0.15984897516771424,0.040605839671668004,0.1950293310405976,0.0911656497127859,0.15855215485741836,0.19915799452908636,-0.08932744005845901,0.043752760714637615,-0.16380682295868326,-0.32415217470545843,0.15294439106851992,-0.0033571688429316995,0.20409811246141274,-0.12005406224404566,-0.31071834201741594
1866,0.04378685356102122,0.3292666606322258,0.37580904292974915,0.059286635757832405,0.07997091211647032,-0.002755528736502073,0.37305351419324706,0.0460417151778075,0.0027737398399687516,0.060247819094743395,-0.05170890489844902,-0.09836913972203845,-0.01143236407696714,0.04881545501777625,,0.04740601093835535,0.25797360557269183,0.024378800357247266,-0.27294718163857246,0.04634515588802567,0.2810008161537999,0.30537961651104717,0.13251235456232432,0.04183374502190289,0.12616336160806707,0.17479052881265897,0.167558637569208,0.049749429932679605,-0.006793422182688989,0.16799710662996997,0.04655961183849659,0.10716262122998495,-0.1406759404907949,0.018597534300430575,0.03662468504199671,0.29439817355927644,0.15372223306848154,0.04605378014256609,0.20346815478930025,0.2903772273649773,0.3263865789783511,0.24902145203410006,-0.040855292433110944,0.24952193493186633,0.042155485147065186,0.2474442587031535,0.12462630134429833,-0.0490745720029205,0.062766436469864,0.16497344250592036,0.2895997438502187,-0.256473992040855,0.04692100908173409,0.032738651333897514,0.2972118880927155,0.16276381033795037,0.4108443197792055,-0.21755222767708388,0.0796596604156316,-0.2729102028356534
1867,0.04686572480323611,0.15057759543757496,0.13148127424425188,0.12030590381210206,0.007082091310215824,0.06596204599655918,0.19744332024081107,0.04927913694426644,-0.02565798145555385,-0.08173746047262119,0.16917749573575253,-0.18544809241293586,0.10535861596133378,0.023621155488712586,,0.05073936311865808,0.297426883071555,0.13974876071847708,0.04079683750908068,-0.08889214983380206,0.208417485471736,0.3481662461902131,-0.08115442389232656,0.04477528349811677,-0.17507729211121575,0.03171040173590026,-0.10891381445805433,-0.46972174389471016,-0.16201241034899924,-0.13030200861309899,0.04983344949249612,0.16620975357914736,-0.014691892398680212,0.2976193782367008,-0.006642693006984095,0.2307350954703237,0.21604320307164349,0.04929205025664566,0.15143362140837208,-0.07830457700460405,0.02372483557729513,0.044350558281589215,0.2790302486696218,0.20072567166501773,0.04511964677014319,0.07122533386236124,0.2282038241537523,0.19330352438574017,-0.05975076161881579,-0.11185884352124785,0.11634498063250444,0.21627231851434228,0.0502202583716181,0.20304000958734686,0.22348785732781357,0.041570112679456206,0.11405638235191151,0.02977241063115137,0.25326026795896495,-0.19834800893719726
1868,0.049518418801324765,0.14195142018447407,0.02584726123981579,0.16179069820223763,0.010937913018791386,0.16562257774598305,0.19146983898579883,0.05206843490886376,-0.16704985692083008,-0.31507060684486216,0.09563915144804067,-0.047615776422952026,0.20008918483289584,-0.11498142201196632,,0.053611312812742645,0.2505972861433017,0.07987371924677011,0.10825331516506831,0.014348814088993508,0.22433487970927424,0.30420859895604435,0.06552443254841551,0.04730965432662406,0.4724194754629871,0.362598693979742,0.11521799381433288,-0.30418250751102643,0.15713043580986918,0.5197291297896112,0.05265412265881981,-0.060419201138541184,-0.2755453132929048,0.1654197917758514,-0.0010762282610068813,0.26778023481318347,-0.007765078479721373,0.05208207914061716,0.061350250500992035,-0.30007770160735786,0.16908482648736545,0.11254806192689253,0.41351003124896707,0.1134323296416092,0.04767350925035761,0.07185095531808168,-0.0796050442925284,0.19574185105786304,-0.08684310572825403,0.1991295088609677,0.11952446456843929,-0.0940911450610373,0.05306282569612162,0.0837414743768001,0.02534895573946777,-0.03728880852253359,0.22725735697203656,0.11145534433345394,0.13680430007292171,-0.08052447094865997
1869,0.05163958551030364,-0.006432380955783475,-0.1453956397059813,0.17931600125834582,0.02436043110837227,0.19060284426050147,0.04520720455452017,0.054298833887483015,0.025325462739208292,-0.11688397944207875,0.024068253975574792,0.06295756814489085,0.19650827606877005,0.07962429662669131,,0.05590780237593524,0.07067251627862414,-0.21496090762206516,-0.02804632331408995,-0.18084307725068666,0.34154122627662453,0.12658031865455938,0.24464475092219823,0.0493362065914199,-0.02688710746096464,-0.02426209335639617,-0.015222953624936673,0.06897797226848404,0.04671119248685143,0.02244909913045526,0.054909610107287996,0.1385280495261751,0.07950218932631255,0.10866597875381488,-0.0118280321330445,0.11393547030715052,0.19343765963346307,0.054313062582368836,0.08126684040502932,-0.1563534748576305,0.10265077737082988,-0.06682469512659397,0.29193337784502865,0.13557990298739817,0.04971564757322647,0.21093868388971812,0.20639423820575503,0.20645550057821474,-0.11329140742739445,0.05426009325718955,0.2606543314629446,-0.0022585037273917846,0.05533582031258039,0.15755756302887292,0.2675760093327074,-0.37014079874635486,-0.22474027911038474,-0.054682625991254105,0.2128933833414533,0.04598633571802562
1870,0.05393664627490921,0.11364534512709754,0.038398374948280634,0.15033062553480117,-0.13424390494422492,0.1291836164537261,0.16758199140200675,0.056714184817476164,-0.11064930253966943,-0.09208832565904661,0.3441423596776114,0.05019841748358661,0.03815320793685335,-0.053935117722193254,-0.358624654190725,0.05839472433713996,0.26747709857904284,0.16933024611061548,0.346772803097988,0.17716762570955819,0.1565415768055673,0.3258718229161828,-0.13661146972529345,0.05153080717381638,-0.22078472933443666,-0.1481846296827702,-0.07513540886086238,-0.2244988829352421,-0.021069292477850058,-0.16925392216062027,0.05735212992480423,0.3024783994938921,0.03851900364927191,0.19959580008154307,0.11794643320831948,0.3213115257694244,0.3598305294186963,0.0567290464410819,0.37619922591644733,0.1846628272611096,-0.12926234122922575,-0.0362949821429096,0.24826544509641962,0.43292827235752923,0.05192712666042074,0.031400218169240164,0.15231197685910222,0.11649718272398289,-0.04213907036152154,-0.06898463202944131,0.08332734482966091,0.1316160731729038,0.05779729904950655,0.14124337311205198,0.2172102578347337,0.1011782480857604,0.0858734553907441,-0.01816958567317517,0.19904067216155852,-0.24025659554468629
1871,0.05639169191364254,0.29413179279454904,0.1283565933472838,0.15752935167553775,-0.10611848503720094,0.22216689136090775,0.35052348470819156,0.059295656260487106,0.10994705397134213,0.29772911622204146,0.2413053133561534,0.11950356537693851,-0.12848640599021224,0.16924271023182924,-0.02201865888331464,0.06105268924986796,0.5501378097326277,0.12582519182637608,-0.031335580170448865,0.04761777013692478,0.4853653071561196,0.6111904989824957,-0.13759022152686343,0.05387634572969314,0.03946240248550358,0.06179854903801811,0.02192009632794491,-0.07597608406718809,0.03154019917717861,0.09333874821519672,0.05996263884903924,0.20891651001082573,0.01112296331689272,0.3944920554939518,-0.0030578805008163734,0.25775618554297225,0.26887914885986497,0.0593111943437309,0.25840861235000345,0.041733695855615593,0.18662451317138476,0.022618460608836564,0.27598611083811875,0.31771980669373434,0.05429070457347543,0.0866911778788737,0.10017248668047465,0.073858219413716,-0.10397973218389205,0.040809395771874486,0.14098188245234913,0.15952870708590844,0.06042807083014032,0.25832867838935714,0.37804292769095404,-0.006855960534341565,0.04991939024112496,-0.05928617847145655,0.3187567492194975,-0.1311555601261083
