year,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534-over,ssp585
1885,-0.125196078431373,-0.125196078431373,-0.125196078431373,-0.125196078431373,-0.125196078431373,-0.125196078431373,-0.125196078431373,-0.125196078431373
1886,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373
1887,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373
1888,0.007303921568627,0.007303921568627,0.007303921568627,0.007303921568627,0.007303921568627,0.007303921568627,0.007303921568627,0.007303921568627
1889,0.124803921568627,0.124803921568627,0.124803921568627,0.124803921568627,0.124803921568627,0.124803921568627,0.124803921568627,0.124803921568627
1890,-0.152696078431373,-0.152696078431373,-0.152696078431373,-0.152696078431373,-0.152696078431373,-0.152696078431373,-0.152696078431373,-0.152696078431373
1891,-0.042696078431373,-0.042696078431373,-0.042696078431373,-0.042696078431373,-0.042696078431373,-0.042696078431373,-0.042696078431373,-0.042696078431373
1892,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373
1893,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373,-0.120196078431373
1894,-0.127696078431373,-0.127696078431373,-0.127696078431373,-0.127696078431373,-0.127696078431373,-0.127696078431373,-0.127696078431373,-0.127696078431373
1895,-0.060196078431373,-0.060196078431373,-0.060196078431373,-0.060196078431373,-0.060196078431373,-0.060196078431373,-0.060196078431373,-0.060196078431373
1896,0.077303921568628,0.077303921568628,0.077303921568628,0.077303921568628,0.077303921568628,0.077303921568628,0.077303921568628,0.077303921568628
1897,0.087303921568628,0.087303921568628,0.087303921568628,0.087303921568628,0.087303921568628,0.087303921568628,0.087303921568628,0.087303921568628
1898,-0.117696078431373,-0.117696078431373,-0.117696078431373,-0.117696078431373,-0.117696078431373,-0.117696078431373,-0.117696078431373,-0.117696078431373
1899,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628
1900,0.129803921568627,0.129803921568627,0.129803921568627,0.129803921568627,0.129803921568627,0.129803921568627,0.129803921568627,0.129803921568627
1901,0.072303921568628,0.072303921568628,0.072303921568628,0.072303921568628,0.072303921568628,0.072303921568628,0.072303921568628,0.072303921568628
1902,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373
1903,-0.175196078431373,-0.175196078431373,-0.175196078431373,-0.175196078431373,-0.175196078431373,-0.175196078431373,-0.175196078431373,-0.175196078431373
1904,-0.237696078431372,-0.237696078431372,-0.237696078431372,-0.237696078431372,-0.237696078431372,-0.237696078431372,-0.237696078431372,-0.237696078431372
1905,-0.052696078431373,-0.052696078431373,-0.052696078431373,-0.052696078431373,-0.052696078431373,-0.052696078431373,-0.052696078431373,-0.052696078431373
1906,0.034803921568628,0.034803921568628,0.034803921568628,0.034803921568628,0.034803921568628,0.034803921568628,0.034803921568628,0.034803921568628
1907,-0.137696078431373,-0.137696078431373,-0.137696078431373,-0.137696078431373,-0.137696078431373,-0.137696078431373,-0.137696078431373,-0.137696078431373
1908,-0.172696078431373,-0.172696078431373,-0.172696078431373,-0.172696078431373,-0.172696078431373,-0.172696078431373,-0.172696078431373,-0.172696078431373
1909,-0.215196078431373,-0.215196078431373,-0.215196078431373,-0.215196078431373,-0.215196078431373,-0.215196078431373,-0.215196078431373,-0.215196078431373
1910,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373,-0.177696078431373
1911,-0.197696078431373,-0.197696078431373,-0.197696078431373,-0.197696078431373,-0.197696078431373,-0.197696078431373,-0.197696078431373,-0.197696078431373
1912,-0.130196078431373,-0.130196078431373,-0.130196078431373,-0.130196078431373,-0.130196078431373,-0.130196078431373,-0.130196078431373,-0.130196078431373
1913,-0.112696078431373,-0.112696078431373,-0.112696078431373,-0.112696078431373,-0.112696078431373,-0.112696078431373,-0.112696078431373,-0.112696078431373
1914,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628
1915,0.142303921568627,0.142303921568627,0.142303921568627,0.142303921568627,0.142303921568627,0.142303921568627,0.142303921568627,0.142303921568627
1916,-0.077696078431373,-0.077696078431373,-0.077696078431373,-0.077696078431373,-0.077696078431373,-0.077696078431373,-0.077696078431373,-0.077696078431373
1917,-0.210196078431373,-0.210196078431373,-0.210196078431373,-0.210196078431373,-0.210196078431373,-0.210196078431373,-0.210196078431373,-0.210196078431373
1918,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373,-0.067696078431373
1919,0.002303921568627,0.002303921568627,0.002303921568627,0.002303921568627,0.002303921568627,0.002303921568627,0.002303921568627,0.002303921568627
1920,0.044803921568628,0.044803921568628,0.044803921568628,0.044803921568628,0.044803921568628,0.044803921568628,0.044803921568628,0.044803921568628
1921,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628,0.079803921568628
1922,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373
1923,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628,0.019803921568628
1924,0.022303921568628,0.022303921568628,0.022303921568628,0.022303921568628,0.022303921568628,0.022303921568628,0.022303921568628,0.022303921568628
1925,0.062303921568628,0.062303921568628,0.062303921568628,0.062303921568628,0.062303921568628,0.062303921568628,0.062303921568628,0.062303921568628
1926,0.194803921568628,0.194803921568628,0.194803921568628,0.194803921568628,0.194803921568628,0.194803921568628,0.194803921568628,0.194803921568628
1927,0.092303921568628,0.092303921568628,0.092303921568628,0.092303921568628,0.092303921568628,0.092303921568628,0.092303921568628,0.092303921568628
1928,0.104803921568627,0.104803921568627,0.104803921568627,0.104803921568627,0.104803921568627,0.104803921568627,0.104803921568627,0.104803921568627
1929,-0.062696078431373,-0.062696078431373,-0.062696078431373,-0.062696078431373,-0.062696078431373,-0.062696078431373,-0.062696078431373,-0.062696078431373
1930,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627
1931,0.212303921568627,0.212303921568627,0.212303921568627,0.212303921568627,0.212303921568627,0.212303921568627,0.212303921568627,0.212303921568627
1932,0.159803921568627,0.159803921568627,0.159803921568627,0.159803921568627,0.159803921568627,0.159803921568627,0.159803921568627,0.159803921568627
1933,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373,-0.002696078431373
1934,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627
1935,0.094803921568628,0.094803921568628,0.094803921568628,0.094803921568628,0.094803921568628,0.094803921568628,0.094803921568628,0.094803921568628
1936,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627,0.147303921568627
1937,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627
1938,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627,0.289803921568627
1939,0.279803921568627,0.279803921568627,0.279803921568627,0.279803921568627,0.279803921568627,0.279803921568627,0.279803921568627,0.279803921568627
1940,0.384803921568627,0.384803921568627,0.384803921568627,0.384803921568627,0.384803921568627,0.384803921568627,0.384803921568627,0.384803921568627
1941,0.367303921568627,0.367303921568627,0.367303921568627,0.367303921568627,0.367303921568627,0.367303921568627,0.367303921568627,0.367303921568627
1942,0.329803921568627,0.329803921568627,0.329803921568627,0.329803921568627,0.329803921568627,0.329803921568627,0.329803921568627,0.329803921568627
1943,0.349803921568627,0.349803921568627,0.349803921568627,0.349803921568627,0.349803921568627,0.349803921568627,0.349803921568627,0.349803921568627
1944,0.477303921568627,0.477303921568627,0.477303921568627,0.477303921568627,0.477303921568627,0.477303921568627,0.477303921568627,0.477303921568627
1945,0.359803921568627,0.359803921568627,0.359803921568627,0.359803921568627,0.359803921568627,0.359803921568627,0.359803921568627,0.359803921568627
1946,0.204803921568627,0.204803921568627,0.204803921568627,0.204803921568627,0.204803921568627,0.204803921568627,0.204803921568627,0.204803921568627
1947,0.247303921568627,0.247303921568627,0.247303921568627,0.247303921568627,0.247303921568627,0.247303921568627,0.247303921568627,0.247303921568627
1948,0.189803921568628,0.189803921568628,0.189803921568628,0.189803921568628,0.189803921568628,0.189803921568628,0.189803921568628,0.189803921568628
1949,0.179803921568627,0.179803921568627,0.179803921568627,0.179803921568627,0.179803921568627,0.179803921568627,0.179803921568627,0.179803921568627
1950,0.102303921568627,0.102303921568627,0.102303921568627,0.102303921568627,0.102303921568627,0.102303921568627,0.102303921568627,0.102303921568627
1951,0.254803921568628,0.254803921568628,0.254803921568628,0.254803921568628,0.254803921568628,0.254803921568628,0.254803921568628,0.254803921568628
1952,0.332303921568627,0.332303921568627,0.332303921568627,0.332303921568627,0.332303921568627,0.332303921568627,0.332303921568627,0.332303921568627
1953,0.394803921568627,0.394803921568627,0.394803921568627,0.394803921568627,0.394803921568627,0.394803921568627,0.394803921568627,0.394803921568627
1954,0.197303921568627,0.197303921568627,0.197303921568627,0.197303921568627,0.197303921568627,0.197303921568627,0.197303921568627,0.197303921568627
1955,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627,0.144803921568627
1956,0.082303921568628,0.082303921568628,0.082303921568628,0.082303921568628,0.082303921568628,0.082303921568628,0.082303921568628,0.082303921568628
1957,0.304803921568627,0.304803921568627,0.304803921568627,0.304803921568627,0.304803921568627,0.304803921568627,0.304803921568627,0.304803921568627
1958,0.319803921568628,0.319803921568628,0.319803921568628,0.319803921568628,0.319803921568628,0.319803921568628,0.319803921568628,0.319803921568628
1959,0.294803921568627,0.294803921568627,0.294803921568627,0.294803921568627,0.294803921568627,0.294803921568627,0.294803921568627,0.294803921568627
