year,solar_erf
-6754.5,-0.068555978
-6753.5,-0.071130075
-6752.5,-0.066855514
-6751.5,-0.065373459
-6750.5,-0.06273696
-6749.5,-0.060584079
-6748.5,-0.05822839
-6747.5,-0.055950705
-6746.5,-0.051410934
-6745.5,-0.029289303
-6744.5,0.02564036
-6743.5,0.074251785
-6742.5,0.095203372
-6741.5,0.086404642
-6740.5,0.064454617
-6739.5,0.030928958
-6738.5,-0.005467209
-6737.5,-0.035529538
-6736.5,-0.050599704
-6735.5,-0.039819699
-6734.5,0.011443826
-6733.5,0.074735404
-6732.5,0.108682279
-6731.5,0.103237674
-6730.5,0.075827445
-6729.5,0.035671536
-6728.5,-0.006637253
-6727.5,-0.036403171
-6726.5,-0.039944504
-6725.5,0.006716849
-6724.5,0.104938138
-6723.5,0.155546439
-6722.5,0.144376419
-6721.5,0.117574613
-6720.5,0.075733841
-6719.5,0.028479666
-6718.5,-0.014000729
-6717.5,-0.041145749
-6716.5,-0.043267428
-6715.5,-0.002643503
-6714.5,0.080414017
-6713.5,0.131958353
-6712.5,0.131771146
-6711.5,0.107262625
-6710.5,0.070039627
-6709.5,0.024782327
-6708.5,-0.015997604
-6707.5,-0.041878976
-6706.5,-0.041286154
-6705.5,0.005031986
-6704.5,0.089212747
-6703.5,0.135764896
-6702.5,0.131334329
-6701.5,0.107886649
-6700.5,0.071303275
-6699.5,0.027528031
-6698.5,-0.013189499
-6697.5,-0.041083346
-6696.5,-0.047432785
-6695.5,-0.017588864
-6694.5,0.054641849
-6693.5,0.111459183
-6692.5,0.12443887
-6691.5,0.106716605
-6690.5,0.081428055
-6689.5,0.04456387
-6688.5,0.005812015
-6687.5,-0.028306467
-6686.5,-0.050022482
-6685.5,-0.054094235
-6684.5,-0.032986642
-6683.5,0.01685723
-6682.5,0.064127005
-6681.5,0.087059866
-6680.5,0.081506058
-6679.5,0.062098929
-6678.5,0.032270609
-6677.5,-0.001988278
-6676.5,-0.032362619
-6675.5,-0.05103652
-6674.5,-0.051192526
-6673.5,-0.023189474
-6672.5,0.031911795
-6671.5,0.077356302
-6670.5,0.09379932
-6669.5,0.081599661
-6668.5,0.056233109
-6667.5,0.020117752
-6666.5,-0.015950802
-6665.5,-0.041769772
-6664.5,-0.047276779
-6663.5,-0.016996042
-6662.5,0.055297074
-6661.5,0.111568387
-6660.5,0.123877249
-6659.5,0.104532523
-6658.5,0.076591873
-6657.5,0.037278397
-6656.5,-0.002347092
-6655.5,-0.0345155
-6654.5,-0.05103652
-6653.5,-0.044359469
-6652.5,-0.002534299
-6651.5,0.060289261
-6650.5,0.100382767
-6649.5,0.105374954
-6648.5,0.090804007
-6647.5,0.068339163
-6646.5,0.036591971
-6645.5,0.002286283
-6644.5,-0.029242502
-6643.5,-0.051769748
-6642.5,-0.060989694
-6641.5,-0.052736984
-6640.5,-0.023641891
-6639.5,0.013362699
-6638.5,0.042270584
-6637.5,0.053393802
-6636.5,0.048152005
-6635.5,0.03523472
-6634.5,0.014595145
-6633.5,-0.010100583
-6632.5,-0.034687106
-6631.5,-0.054390646
-6630.5,-0.065264255
-6629.5,-0.064546628
-6628.5,-0.0505061
-6627.5,-0.02627839
-6626.5,-0.001754269
-6625.5,0.015343973
-6624.5,0.020429764
-6623.5,0.013768314
-6622.5,-0.001832272
-6621.5,-0.022830661
-6620.5,-0.042487399
-6619.5,-0.054031833
-6618.5,-0.048930441
-6617.5,-0.014172336
-6616.5,0.038588846
-6615.5,0.077356302
-6614.5,0.087715091
-6613.5,0.074329788
-6612.5,0.051334525
-6611.5,0.018900907
-6610.5,-0.014421945
-6609.5,-0.041239352
-6608.5,-0.054609054
-6607.5,-0.047666794
-6606.5,-0.010865011
-6605.5,0.042036575
-6604.5,0.079446781
-6603.5,0.088526322
-6602.5,0.077325101
-6601.5,0.059509232
-6600.5,0.032691824
-6599.5,0.002442288
