time,gmst
1850.5,-0.060196078431373
1851.5,0.057303921568628
1852.5,0.094803921568628
1853.5,0.052303921568628
1854.5,0.062303921568628
1855.5,0.059803921568628
1856.5,-0.020196078431373
1857.5,-0.122696078431373
1858.5,-0.030196078431373
1859.5,0.072303921568628
1860.5,-0.060196078431373
1861.5,-0.107696078431373
1862.5,-0.177696078431373
1863.5,-0.020196078431373
1864.5,-0.057696078431373
1865.5,0.037303921568628
1866.5,0.042303921568628
1867.5,0.037303921568628
1868.5,0.054803921568628
1869.5,0.069803921568628
1870.5,0.017303921568628
1871.5,-0.005196078431373
1872.5,0.019803921568628
1873.5,0.014803921568628
1874.5,-0.022696078431373
1875.5,-0.010196078431373
1876.5,-0.052696078431373
1877.5,0.284803921568627
1878.5,0.339803921568627
1879.5,0.072303921568628
1880.5,0.029803921568628
1881.5,0.122303921568627
1882.5,0.049803921568628
1883.5,0.004803921568627
1884.5,-0.130196078431373
1885.5,-0.125196078431373
1886.5,-0.120196078431373
1887.5,-0.177696078431373
1888.5,0.007303921568627
1889.5,0.124803921568627
1890.5,-0.152696078431373
1891.5,-0.042696078431373
1892.5,-0.120196078431373
1893.5,-0.120196078431373
1894.5,-0.127696078431373
1895.5,-0.060196078431373
1896.5,0.077303921568628
1897.5,0.087303921568628
1898.5,-0.117696078431373
1899.5,0.019803921568628
1900.5,0.129803921568627
1901.5,0.072303921568628
1902.5,-0.067696078431373
1903.5,-0.175196078431373
1904.5,-0.237696078431372
1905.5,-0.052696078431373
1906.5,0.034803921568628
1907.5,-0.137696078431373
1908.5,-0.172696078431373
1909.5,-0.215196078431373
1910.5,-0.177696078431373
1911.5,-0.197696078431373
1912.5,-0.130196078431373
1913.5,-0.112696078431373
1914.5,0.079803921568628
1915.5,0.142303921568627
1916.5,-0.077696078431373
1917.5,-0.210196078431373
1918.5,-0.067696078431373
1919.5,0.002303921568627
1920.5,0.044803921568628
1921.5,0.079803921568628
1922.5,-0.002696078431373
1923.5,0.019803921568628
1924.5,0.022303921568628
1925.5,0.062303921568628
1926.5,0.194803921568628
1927.5,0.092303921568628
1928.5,0.104803921568627
1929.5,-0.062696078431373
1930.5,0.147303921568627
1931.5,0.212303921568627
1932.5,0.159803921568627
1933.5,-0.002696078431373
1934.5,0.144803921568627
1935.5,0.094803921568628
1936.5,0.147303921568627
1937.5,0.289803921568627
1938.5,0.289803921568627
1939.5,0.279803921568627
1940.5,0.384803921568627
1941.5,0.367303921568627
1942.5,0.329803921568627
1943.5,0.349803921568627
1944.5,0.477303921568627
1945.5,0.359803921568627
1946.5,0.204803921568627
1947.5,0.247303921568627
1948.5,0.189803921568628
1949.5,0.179803921568627
1950.5,0.102303921568627
1951.5,0.254803921568628
1952.5,0.332303921568627
1953.5,0.394803921568627
1954.5,0.197303921568627
1955.5,0.144803921568627
1956.5,0.082303921568628
1957.5,0.304803921568627
1958.5,0.319803921568628
1959.5,0.294803921568627
1960.5,0.237303921568627
1961.5,0.317303921568628
1962.5,0.272303921568627
1963.5,0.302303921568628
1964.5,0.044803921568628
1965.5,0.154803921568627
1966.5,0.207303921568627
1967.5,0.239803921568627
1968.5,0.179803921568627
1969.5,0.319803921568628
1970.5,0.277303921568627
1971.5,0.157303921568628
1972.5,0.267303921568627
1973.5,0.407303921568628
1974.5,0.182303921568627
1975.5,0.242303921568627
1976.5,0.147303921568627
1977.5,0.457303921568627
1978.5,0.352303921568627
1979.5,0.432303921568628
1980.5,0.547303921568628
1981.5,0.597303921568627
1982.5,0.389803921568627
1983.5,0.572303921568627
1984.5,0.407303921568628
1985.5,0.397303921568627
1986.5,0.452303921568627
1987.5,0.584803921568627
1988.5,0.634803921568627
1989.5,0.522303921568627
1990.5,0.699803921568627
1991.5,0.679803921568628
1992.5,0.477303921568627
1993.5,0.527303921568628
1994.5,0.582303921568627
1995.5,0.732303921568627
1996.5,0.619803921568628
1997.5,0.762303921568627
1998.5,0.912303921568628
1999.5,0.667303921568627
2000.5,0.672303921568628
2001.5,0.817303921568628
2002.5,0.889803921568628
2003.5,0.884803921568627
2004.5,0.812303921568627
2005.5,0.954803921568628
2006.5,0.909803921568627
2007.5,0.924803921568627
2008.5,0.804803921568628
2009.5,0.934803921568627
2010.5,1.00730392156863
2011.5,0.884803921568628
2012.5,0.912303921568628
2013.5,0.939803921568628
2014.5,1.00980392156863
2015.5,1.15980392156863
2016.5,1.27230392156863
2017.5,1.18230392156863
2018.5,1.10980392156863
2019.5,1.23480392156863
2020.5,1.26480392156863
2021.5,1.10980392156863
2022.5,1.14980392156863
2023.5,1.43230392156863
