,ssp370,ssp434,ssp460,ssp119,ssp126,ssp245,ssp534-over,ssp585
1962,-0.1210979432,-0.1210979432,-0.1210979432,-0.1210979432,-0.1210979432,-0.1210979432,-0.1210979432,-0.1210979432
1963,-0.1226988995,-0.1226988995,-0.1226988995,-0.1226988995,-0.1226988995,-0.1226988995,-0.1226988995,-0.1226988995
1964,-0.1243066825,-0.1243066825,-0.1243066825,-0.1243066825,-0.1243066825,-0.1243066825,-0.1243066825,-0.1243066825
1965,-0.1259050367,-0.1259050367,-0.1259050367,-0.1259050367,-0.1259050367,-0.1259050367,-0.1259050367,-0.1259050367
1966,-0.1275361921,-0.1275361921,-0.1275361921,-0.1275361921,-0.1275361921,-0.1275361921,-0.1275361921,-0.1275361921
1967,-0.1291698266,-0.1291698266,-0.1291698266,-0.1291698266,-0.1291698266,-0.1291698266,-0.1291698266,-0.1291698266
1968,-0.1308498879,-0.1308498879,-0.1308498879,-0.1308498879,-0.1308498879,-0.1308498879,-0.1308498879,-0.1308498879
1969,-0.1324784984,-0.1324784984,-0.1324784984,-0.1324784984,-0.1324784984,-0.1324784984,-0.1324784984,-0.1324784984
1970,-0.1341036515,-0.1341036515,-0.1341036515,-0.1341036515,-0.1341036515,-0.1341036515,-0.1341036515,-0.1341036515
1971,-0.1357164033,-0.1357164033,-0.1357164033,-0.1357164033,-0.1357164033,-0.1357164033,-0.1357164033,-0.1357164033
1972,-0.1371961129,-0.1371961129,-0.1371961129,-0.1371961129,-0.1371961129,-0.1371961129,-0.1371961129,-0.1371961129
1973,-0.1385930576,-0.1385930576,-0.1385930576,-0.1385930576,-0.1385930576,-0.1385930576,-0.1385930576,-0.1385930576
1974,-0.1399809996,-0.1399809996,-0.1399809996,-0.1399809996,-0.1399809996,-0.1399809996,-0.1399809996,-0.1399809996
1975,-0.1413396364,-0.1413396364,-0.1413396364,-0.1413396364,-0.1413396364,-0.1413396364,-0.1413396364,-0.1413396364
1976,-0.1427115969,-0.1427115969,-0.1427115969,-0.1427115969,-0.1427115969,-0.1427115969,-0.1427115969,-0.1427115969
1977,-0.1441014547,-0.1441014547,-0.1441014547,-0.1441014547,-0.1441014547,-0.1441014547,-0.1441014547,-0.1441014547
1978,-0.1455248877,-0.1455248877,-0.1455248877,-0.1455248877,-0.1455248877,-0.1455248877,-0.1455248877,-0.1455248877
1979,-0.1468927392,-0.1468927392,-0.1468927392,-0.1468927392,-0.1468927392,-0.1468927392,-0.1468927392,-0.1468927392
1980,-0.1482111275,-0.1482111275,-0.1482111275,-0.1482111275,-0.1482111275,-0.1482111275,-0.1482111275,-0.1482111275
1981,-0.1495209024,-0.1495209024,-0.1495209024,-0.1495209024,-0.1495209024,-0.1495209024,-0.1495209024,-0.1495209024
1982,-0.1508398129,-0.1508398129,-0.1508398129,-0.1508398129,-0.1508398129,-0.1508398129,-0.1508398129,-0.1508398129
1983,-0.1521643366,-0.1521643366,-0.1521643366,-0.1521643366,-0.1521643366,-0.1521643366,-0.1521643366,-0.1521643366
1984,-0.1536729654,-0.1536729654,-0.1536729654,-0.1536729654,-0.1536729654,-0.1536729654,-0.1536729654,-0.1536729654
1985,-0.1552112826,-0.1552112826,-0.1552112826,-0.1552112826,-0.1552112826,-0.1552112826,-0.1552112826,-0.1552112826
1986,-0.1567901511,-0.1567901511,-0.1567901511,-0.1567901511,-0.1567901511,-0.1567901511,-0.1567901511,-0.1567901511
1987,-0.1584009916,-0.1584009916,-0.1584009916,-0.1584009916,-0.1584009916,-0.1584009916,-0.1584009916,-0.1584009916
1988,-0.1599966468,-0.1599966468,-0.1599966468,-0.1599966468,-0.1599966468,-0.1599966468,-0.1599966468,-0.1599966468
1989,-0.1615916761,-0.1615916761,-0.1615916761,-0.1615916761,-0.1615916761,-0.1615916761,-0.1615916761,-0.1615916761
1990,-0.1632046393,-0.1632046393,-0.1632046393,-0.1632046393,-0.1632046393,-0.1632046393,-0.1632046393,-0.1632046393
1991,-0.1647259777,-0.1647259777,-0.1647259777,-0.1647259777,-0.1647259777,-0.1647259777,-0.1647259777,-0.1647259777
1992,-0.1664491966,-0.1664491966,-0.1664491966,-0.1664491966,-0.1664491966,-0.1664491966,-0.1664491966,-0.1664491966
1993,-0.1682210497,-0.1682210497,-0.1682210497,-0.1682210497,-0.1682210497,-0.1682210497,-0.1682210497,-0.1682210497
1994,-0.1698493806,-0.1698493806,-0.1698493806,-0.1698493806,-0.1698493806,-0.1698493806,-0.1698493806,-0.1698493806
1995,-0.1714324315,-0.1714324315,-0.1714324315,-0.1714324315,-0.1714324315,-0.1714324315,-0.1714324315,-0.1714324315
1996,-0.1729969158,-0.1729969158,-0.1729969158,-0.1729969158,-0.1729969158,-0.1729969158,-0.1729969158,-0.1729969158
1997,-0.1745446754,-0.1745446754,-0.1745446754,-0.1745446754,-0.1745446754,-0.1745446754,-0.1745446754,-0.1745446754
1998,-0.1768431784,-0.1768431784,-0.1768431784,-0.1768431784,-0.1768431784,-0.1768431784,-0.1768431784,-0.1768431784
1999,-0.1784657379,-0.1784657379,-0.1784657379,-0.1784657379,-0.1784657379,-0.1784657379,-0.1784657379,-0.1784657379
2000,-0.1798379358,-0.1798379358,-0.1798379358,-0.1798379358,-0.1798379358,-0.1798379358,-0.1798379358,-0.1798379358
2001,-0.1811026549,-0.1811026549,-0.1811026549,-0.1811026549,-0.1811026549,-0.1811026549,-0.1811026549,-0.1811026549
2002,-0.1821152005,-0.1821152005,-0.1821152005,-0.1821152005,-0.1821152005,-0.1821152005,-0.1821152005,-0.1821152005
2003,-0.1832423394,-0.1832423394,-0.1832423394,-0.1832423394,-0.1832423394,-0.1832423394,-0.1832423394,-0.1832423394
2004,-0.1841909191,-0.1841909191,-0.1841909191,-0.1841909191,-0.1841909191,-0.1841909191,-0.1841909191,-0.1841909191
2005,-0.1852839072,-0.1852839072,-0.1852839072,-0.1852839072,-0.1852839072,-0.1852839072,-0.1852839072,-0.1852839072
2006,-0.1863636767,-0.1863636767,-0.1863636767,-0.1863636767,-0.1863636767,-0.1863636767,-0.1863636767,-0.1863636767
2007,-0.1875139661,-0.1875139661,-0.1875139661,-0.1875139661,-0.1875139661,-0.1875139661,-0.1875139661,-0.1875139661
2008,-0.1885311542,-0.1885311542,-0.1885311542,-0.1885311542,-0.1885311542,-0.1885311542,-0.1885311542,-0.1885311542
2009,-0.1892347529,-0.1892347529,-0.1892347529,-0.1892347529,-0.1892347529,-0.1892347529,-0.1892347529,-0.1892347529
2010,-0.1900294418,-0.1900294418,-0.1900294418,-0.1900294418,-0.1900294418,-0.1900294418,-0.1900294418,-0.1900294418
2011,-0.1909612492,-0.1909612492,-0.1909612492,-0.1909612492,-0.1909612492,-0.1909612492,-0.1909612492,-0.1909612492
2012,-0.191923107,-0.191923107,-0.191923107,-0.191923107,-0.191923107,-0.191923107,-0.191923107,-0.191923107
2013,-0.1929450085,-0.1929450085,-0.1929450085,-0.1929450085,-0.1929450085,-0.1929450085,-0.1929450085,-0.1929450085
2014,-0.1939121333,-0.1939121333,-0.1939121333,-0.1939121333,-0.1939121333,-0.1939121333,-0.1939121333,-0.1939121333
2015,-0.1950657093,-0.1950657093,-0.1950657093,-0.1950657093,-0.1950657093,-0.1950657093,-0.1950657093,-0.1950657093
2016,-0.1960762347,-0.1960762347,-0.1960762347,-0.1960762347,-0.1960762347,-0.1960762347,-0.1960762347,-0.1960762347
2017,-0.19710731,-0.1969656593,-0.1969656593,-0.1970671184,-0.1970672754,-0.1970719336,-0.1971116121,-0.197111596
2018,-0.1981589352,-0.1977339831,-0.1977339831,-0.1980383606,-0.1980388315,-0.1980528061,-0.1981718416,-0.1981717933
2019,-0.1992311104,-0.1983812062,-0.1983812062,-0.1989899611,-0.198990903,-0.1990188522,-0.1992569232,-0.1992568267
2020,-0.2003238356,-0.1989073286,-0.1989073286,-0.1999219201,-0.1999234898,-0.199970072,-0.2003668569,-0.200366696
2021,-0.2014371108,-0.1993123502,-0.1993123502,-0.2008342375,-0.200836592,-0.2009064653,-0.2015016426,-0.2015014013
2022,-0.2025401281,-0.1996480137,-0.1997044464,-0.2016660198,-0.2016637869,-0.2018319986,-0.2026536756,-0.2026532632
2023,-0.2036328876,-0.199914319,-0.2000836172,-0.2024172669,-0.2024050744,-0.2027466719,-0.2038229557,-0.2038222817
2024,-0.2047153893,-0.2001112661,-0.2004498626,-0.2030879788,-0.2030604545,-0.2036504853,-0.2050094829,-0.2050084567
2025,-0.2057876332,-0.2002388551,-0.2008031825,-0.2036781556,-0.2036299273,-0.2045434387,-0.2062132574,-0.2062117883
2026,-0.2068496193,-0.2002970859,-0.201143577,-0.2041877972,-0.2041134926,-0.2054255321,-0.207434279,-0.2074322765
2027,-0.2079013476,-0.2002859586,-0.2014710461,-0.2046169037,-0.2045111506,-0.2062967655,-0.2086725478,-0.2086699213
2028,-0.208942818,-0.2002054731,-0.2017855897,-0.204965475,-0.2048229012,-0.2071571389,-0.2099280637,-0.2099247226
2029,-0.2099740307,-0.2000556294,-0.202087208,-0.2052335111,-0.2050487445,-0.2080066523,-0.2112008268,-0.2111966805
2030,-0.2109949855,-0.1998364276,-0.2023759008,-0.2054210121,-0.2051886803,-0.2088453057,-0.2124908371,-0.212485795
2031,-0.2120056826,-0.1995478676,-0.2026516682,-0.205527978,-0.2052427088,-0.2096730992,-0.2137980945,-0.2137920661
2032,-0.2130061483,-0.1992571175,-0.202943276,-0.2056639981,-0.2052801934,-0.2104802918,-0.2150733007,-0.2150664153
2033,-0.2139963828,-0.1989641772,-0.2032507243,-0.2058290724,-0.205301134,-0.2112668836,-0.2163164556,-0.2163088426
2034,-0.2149763861,-0.1986690468,-0.2035740131,-0.206023201,-0.2053055308,-0.2120328746,-0.2175275592,-0.217519348
2035,-0.215946158,-0.1983717263,-0.2039131423,-0.2062463839,-0.2052933836,-0.2127782647,-0.2187066116,-0.2186979316
2036,-0.2169056987,-0.1980722156,-0.204268112,-0.206498621,-0.2052646924,-0.213503054,-0.2198536127,-0.2198445933
2037,-0.2178550081,-0.1977705148,-0.2046389221,-0.2067799123,-0.2052194574,-0.2142072425,-0.2209685625,-0.2209593332
2038,-0.2187940863,-0.1974666239,-0.2050255727,-0.2070902579,-0.2051576784,-0.2148908301,-0.2220514611,-0.2220421511
2039,-0.2197229332,-0.1971605429,-0.2054280638,-0.2074296578,-0.2050793555,-0.2155538169,-0.2231023084,-0.2230930472
2040,-0.2206415488,-0.1968522717,-0.2058463953,-0.2077981119,-0.2049844887,-0.2161962029,-0.2241211044,-0.2241120215
2041,-0.2215499331,-0.1965418103,-0.2062805673,-0.2081956203,-0.2048730779,-0.216817988,-0.2251078492,-0.2250990739
2042,-0.2224504807,-0.1962456225,-0.206715262,-0.2085299612,-0.2047222848,-0.2173919855,-0.2260750691,-0.2260464013
2043,-0.2233431916,-0.1959637082,-0.2071504794,-0.2088011345,-0.2045321092,-0.2179181953,-0.227022764,-0.2269540037
2044,-0.2242280658,-0.1956960673,-0.2075862195,-0.2090091404,-0.2043025512,-0.2183966174,-0.2279509341,-0.2278218813
2045,-0.2251051033,-0.1954427,-0.2080224823,-0.2091539788,-0.2040336109,-0.2188272519,-0.2288595792,-0.2286500338
2046,-0.225974304,-0.1952036061,-0.2084592679,-0.2092356497,-0.2037252881,-0.2192100987,-0.2297486995,-0.2294384614
2047,-0.226835668,-0.1949787858,-0.2088965762,-0.2092541531,-0.2033775829,-0.2195451579,-0.2306182948,-0.2301871641
2048,-0.2276891952,-0.1947682389,-0.2093344072,-0.209209489,-0.2029904953,-0.2198324293,-0.2314683653,-0.2308961418
2049,-0.2285348858,-0.1945719655,-0.2097727609,-0.2091016574,-0.2025640253,-0.2200719131,-0.2322989108,-0.2315653945
2050,-0.2293727396,-0.1943899656,-0.2102116373,-0.2089306584,-0.2020981729,-0.2202636093,-0.2331099315,-0.2321949223
2051,-0.2302027567,-0.1942222392,-0.2106510365,-0.2086964918,-0.2015929381,-0.2204075178,-0.2339014272,-0.2327847252
2052,-0.2310401117,-0.1941304503,-0.2110870462,-0.2084429209,-0.2010639159,-0.2204927952,-0.2347508667,-0.2333195525
2053,-0.2318848048,-0.1941145988,-0.2115196665,-0.2081699456,-0.2005111064,-0.2205194415,-0.2356582501,-0.2337994042
2054,-0.2327368358,-0.1941746848,-0.2119488975,-0.2078775659,-0.1999345094,-0.2204874568,-0.2366235773,-0.2342242803
2055,-0.2335962048,-0.1943107083,-0.212374739,-0.207565782,-0.199334125,-0.2203968409,-0.2376468483,-0.2345941808
2056,-0.2344629117,-0.1945226692,-0.2127971911,-0.2072345936,-0.1987099532,-0.2202475941,-0.2387280631,-0.2349091058
2057,-0.2353369567,-0.1948105676,-0.2132162538,-0.2068840009,-0.198061994,-0.2200397161,-0.2398672217,-0.2351690552
2058,-0.2362183396,-0.1951744034,-0.2136319271,-0.2065140039,-0.1973902475,-0.2197732071,-0.2410643241,-0.235374029
2059,-0.2371070605,-0.1956141767,-0.214044211,-0.2061246025,-0.1966947135,-0.219448067,-0.2423193704,-0.2355240272
2060,-0.2380031193,-0.1961298874,-0.2144531055,-0.2057157967,-0.1959753921,-0.2190642958,-0.2436323604,-0.2356190499
2061,-0.2389065162,-0.1967215356,-0.2148586106,-0.2052875866,-0.1952322834,-0.2186218935,-0.2450032943,-0.2356590969
2062,-0.2398071541,-0.1974045306,-0.2152512429,-0.204849558,-0.1944892506,-0.2181602063,-0.2463089846,-0.2356885336
2063,-0.2407050331,-0.1981788722,-0.2156310024,-0.2044017108,-0.193746294,-0.217679234,-0.2475494313,-0.2357073599
2064,-0.2416001531,-0.1990445606,-0.2159978891,-0.2039440451,-0.1930034134,-0.2171789767,-0.2487246344,-0.2357155758
2065,-0.2424925143,-0.2000015957,-0.2163519031,-0.2034765609,-0.1922606088,-0.2166594344,-0.249834594,-0.2357131814
2066,-0.2433821165,-0.2010499776,-0.2166930443,-0.2029992582,-0.1915178803,-0.2161206072,-0.25087931,-0.2357001765
2067,-0.2442689598,-0.2021897061,-0.2170213127,-0.2025121369,-0.1907752278,-0.2155624949,-0.2518587824,-0.2356765612
2068,-0.2451530441,-0.2034207815,-0.2173367083,-0.2020151971,-0.1900326513,-0.2149850976,-0.2527730112,-0.2356423356
2069,-0.2460343695,-0.2047432035,-0.2176392312,-0.2015084388,-0.189290151,-0.2143884153,-0.2536219965,-0.2355974996
2070,-0.246912936,-0.2061569722,-0.2179288813,-0.200991862,-0.1885477266,-0.2137724479,-0.2544057382,-0.2355420531
2071,-0.2477887436,-0.2076620877,-0.2182056586,-0.2004654667,-0.1878053783,-0.2131371956,-0.2551242363,-0.2354759963
2072,-0.2486586558,-0.2091849345,-0.2184374343,-0.1999307485,-0.1870672551,-0.2124678662,-0.2557968498,-0.2354122976
2073,-0.2495226725,-0.2107255124,-0.2186242084,-0.1993877075,-0.186333357,-0.2117644597,-0.2564235789,-0.2353509568
2074,-0.2503807937,-0.2122838216,-0.2187659809,-0.1988363437,-0.1856036839,-0.2110269761,-0.2570044233,-0.2352919741
2075,-0.2512330195,-0.213859862,-0.2188627518,-0.198276657,-0.1848782359,-0.2102554155,-0.2575393833,-0.2352353495
2076,-0.2520793499,-0.2154536336,-0.2189145211,-0.1977086476,-0.184157013,-0.2094497777,-0.2580284587,-0.2351810828
2077,-0.2529197848,-0.2170651364,-0.2189212888,-0.1971323153,-0.1834400152,-0.2086100628,-0.2584716495,-0.2351291742
2078,-0.2537543243,-0.2186943705,-0.2188830549,-0.1965476602,-0.1827272424,-0.2077362709,-0.2588689559,-0.2350796237
2079,-0.2545829684,-0.2203413358,-0.2187998194,-0.1959546822,-0.1820186948,-0.2068284019,-0.2592203776,-0.2350324311
2080,-0.255405717,-0.2220060323,-0.2186715823,-0.1953533815,-0.1813143722,-0.2058864558,-0.2595259149,-0.2349875967
2081,-0.2562225702,-0.2236884601,-0.2184983436,-0.1947437579,-0.1806142746,-0.2049104326,-0.2597855676,-0.2349451202
2082,-0.2570314261,-0.2253085182,-0.218294243,-0.1941312332,-0.1799242961,-0.2039079851,-0.2600209248,-0.2348926599
2083,-0.2578322848,-0.2268662066,-0.2180592805,-0.1935158073,-0.1792444365,-0.2028791133,-0.2602319864,-0.2348302159
2084,-0.2586251462,-0.2283615253,-0.2177934562,-0.1928974803,-0.1785746958,-0.2018238173,-0.2604187525,-0.2347577881
2085,-0.2594100103,-0.2297944743,-0.21749677,-0.1922762522,-0.1779150742,-0.2007420969,-0.260581223,-0.2346753765
2086,-0.2601868772,-0.2311650537,-0.2171692219,-0.191652123,-0.1772655714,-0.1996339523,-0.260719398,-0.2345829811
2087,-0.2609557468,-0.2324732634,-0.2168108119,-0.1910250926,-0.1766261877,-0.1984993835,-0.2608332775,-0.2344806019
2088,-0.2617166192,-0.2337191034,-0.2164215401,-0.190395161,-0.1759969229,-0.1973383903,-0.2609228614,-0.2343682389
2089,-0.2624694943,-0.2349025737,-0.2160014064,-0.1897623284,-0.1753777771,-0.1961509728,-0.2609881497,-0.2342458922
2090,-0.2632143721,-0.2360236744,-0.2155504108,-0.1891265945,-0.1747687502,-0.1949371311,-0.2610291426,-0.2341135616
2091,-0.2639512527,-0.2370824053,-0.2150685533,-0.1884879596,-0.1741698424,-0.1936968651,-0.2610458399,-0.2339712473
2092,-0.2646907529,-0.2380777055,-0.2145800921,-0.187844772,-0.1735475389,-0.1924427243,-0.2610378584,-0.2337991999
2093,-0.2654328728,-0.2390095749,-0.2140850271,-0.1871970316,-0.1729018397,-0.1911747087,-0.2610051981,-0.2335974195
2094,-0.2661776123,-0.2398780136,-0.2135833584,-0.1865447385,-0.172232745,-0.1898928182,-0.260947859,-0.233365906
2095,-0.2669249715,-0.2406830214,-0.2130750859,-0.1858878927,-0.1715402547,-0.188597053,-0.2608658412,-0.2331046595
2096,-0.2676749503,-0.2414245985,-0.2125602097,-0.1852264942,-0.1708243688,-0.1872874129,-0.2607591446,-0.2328136799
2097,-0.2684275487,-0.2421027448,-0.2120387297,-0.184560543,-0.1700850872,-0.185963898,-0.2606277691,-0.2324929672
2098,-0.2691827668,-0.2427174604,-0.2115106459,-0.1838900391,-0.1693224101,-0.1846265083,-0.2604717149,-0.2321425215
2099,-0.2699406045,-0.2432687451,-0.2109759584,-0.1832149825,-0.1685363373,-0.1832752439,-0.260290982,-0.2317623428
2100,-0.2707010619,-0.2437565991,-0.2104346672,-0.1825353731,-0.1677268689,-0.1819101046,-0.2600855702,-0.231352431
2101,-0.271464139,-0.2441810223,-0.2098867722,-0.1818512111,-0.1668940049,-0.1805310904,-0.2598554796,-0.2309127861
2102,-0.2722119544,-0.244596957,-0.2093498351,-0.1811807323,-0.1660777982,-0.1791796566,-0.2596299909,-0.2304819342
2103,-0.2729445084,-0.2450044033,-0.2088238559,-0.1805239367,-0.1652782488,-0.1778558031,-0.2594091039,-0.2300598751
2104,-0.2736618008,-0.2454033611,-0.2083088346,-0.1798808244,-0.1644953567,-0.1765595298,-0.2591928188,-0.2296466089
2105,-0.2743638317,-0.2457938305,-0.2078047712,-0.1792513953,-0.1637291218,-0.1752908368,-0.2589811355,-0.2292421357
2106,-0.275050601,-0.2461758114,-0.2073116657,-0.1786356494,-0.1629795442,-0.1740497241,-0.258774054,-0.2288464553
2107,-0.2757221088,-0.2465493038,-0.206829518,-0.1780335868,-0.1622466239,-0.1728361917,-0.2585715743,-0.2284595678
2108,-0.276378355,-0.2469143077,-0.2063583283,-0.1774452075,-0.1615303609,-0.1716502396,-0.2583736964,-0.2280814732
2109,-0.2770193397,-0.2472708232,-0.2058980965,-0.1768705113,-0.1608307551,-0.1704918677,-0.2581804203,-0.2277121716
2110,-0.2776450629,-0.2476188502,-0.2054488226,-0.1763094985,-0.1601478067,-0.1693610761,-0.2579917461,-0.2273516628
2111,-0.2782555245,-0.2479583888,-0.2050105066,-0.1757621688,-0.1594815155,-0.1682578648,-0.2578076736,-0.2269999469
2112,-0.2788507246,-0.2482894389,-0.2045831485,-0.1752285224,-0.1588318816,-0.1671822338,-0.257628203,-0.2266570239
2113,-0.2794306632,-0.2486120005,-0.2041667483,-0.1747085593,-0.1581989049,-0.1661341831,-0.2574533342,-0.2263228938
2114,-0.2799953402,-0.2489260737,-0.203761306,-0.1742022793,-0.1575825856,-0.1651137127,-0.2572830671,-0.2259975566
2115,-0.2805447556,-0.2492316584,-0.2033668216,-0.1737096827,-0.1569829235,-0.1641208225,-0.2571174019,-0.2256810123
2116,-0.2810789095,-0.2495287547,-0.2029832951,-0.1732307692,-0.1563999187,-0.1631555126,-0.2569563385,-0.2253732609
2117,-0.2815978019,-0.2498173624,-0.2026107265,-0.172765539,-0.1558335712,-0.162217783,-0.256799877,-0.2250743024
2118,-0.2821014328,-0.2500974817,-0.2022491158,-0.1723139921,-0.155283881,-0.1613076337,-0.2566480172,-0.2247841368
2119,-0.2825898021,-0.2503691126,-0.201898463,-0.1718761284,-0.1547508481,-0.1604250647,-0.2565007592,-0.2245027641
2120,-0.2830629098,-0.250632255,-0.2015587681,-0.1714519479,-0.1542344724,-0.1595700759,-0.2563581031,-0.2242301843
2121,-0.283520756,-0.2508869089,-0.2012300311,-0.1710414507,-0.153734754,-0.1587426675,-0.2562200488,-0.2239663974
2122,-0.2839633407,-0.2511330744,-0.200912252,-0.1706446367,-0.1532516929,-0.1579428393,-0.2560865962,-0.2237114034
2123,-0.2843906639,-0.2513707514,-0.2006054308,-0.1702615059,-0.1527852891,-0.1571705914,-0.2559577455,-0.2234652022
2124,-0.2848027255,-0.2515999399,-0.2003095675,-0.1698920584,-0.1523355425,-0.1564259238,-0.2558334966,-0.223227794
2125,-0.2851995255,-0.2518206399,-0.2000246621,-0.1695362941,-0.1519024532,-0.1557088364,-0.2557138495,-0.2229991787
2126,-0.285581064,-0.2520328515,-0.1997507146,-0.1691942131,-0.1514860212,-0.1550193294,-0.2555988042,-0.2227793563
2127,-0.285947341,-0.2522365747,-0.199487725,-0.1688658153,-0.1510862465,-0.1543574026,-0.2554883608,-0.2225683267
2128,-0.2862983564,-0.2524318094,-0.1992356933,-0.1685511008,-0.1507031291,-0.1537230561,-0.2553825191,-0.2223660901
2129,-0.2866341103,-0.2526185556,-0.1989946195,-0.1682500695,-0.1503366689,-0.1531162899,-0.2552812793,-0.2221726464
2130,-0.2869546027,-0.2527968133,-0.1987645036,-0.1679627214,-0.1499868661,-0.152537104,-0.2551846412,-0.2219879955
2131,-0.2872598335,-0.2529665826,-0.1985453456,-0.1676890566,-0.1496537205,-0.1519854983,-0.255092605,-0.2218121376
2132,-0.2875498028,-0.2531278634,-0.1983371455,-0.167429075,-0.1493372322,-0.1514614729,-0.2550051706,-0.2216450725
2133,-0.2878245105,-0.2532806558,-0.1981399033,-0.1671827767,-0.1490374011,-0.1509650279,-0.254922338,-0.2214868004
2134,-0.2880839567,-0.2534249596,-0.197953619,-0.1669501616,-0.1487542274,-0.1504961631,-0.2548441072,-0.2213373211
2135,-0.2883281413,-0.2535607751,-0.1977782926,-0.1667312297,-0.1484877109,-0.1500548786,-0.2547704782,-0.2211966348
2136,-0.2885570644,-0.253688102,-0.1976139241,-0.1665259811,-0.1482378517,-0.1496411743,-0.254701451,-0.2210647413
2137,-0.288770726,-0.2538069405,-0.1974605135,-0.1663344157,-0.1480046498,-0.1492550504,-0.2546370257,-0.2209416408
2138,-0.288969126,-0.2539172906,-0.1973180608,-0.1661565336,-0.1477881052,-0.1488965067,-0.2545772021,-0.2208273331
2139,-0.2891522645,-0.2540191521,-0.1971865659,-0.1659923347,-0.1475882178,-0.1485655433,-0.2545219804,-0.2207218183
2140,-0.2893201415,-0.2541125252,-0.197066029,-0.1658418191,-0.1474049877,-0.1482621602,-0.2544713605,-0.2206250965
2141,-0.2894727569,-0.2541974099,-0.19695645,-0.1657049867,-0.1472384149,-0.1479863574,-0.2544253424,-0.2205371675
2142,-0.2896101108,-0.2542738061,-0.1968578289,-0.1655818375,-0.1470884994,-0.1477381348,-0.2543839261,-0.2204580314
2143,-0.2897322031,-0.2543417138,-0.1967701657,-0.1654723716,-0.1469552412,-0.1475174926,-0.2543471116,-0.2203876882
2144,-0.2898390339,-0.254401133,-0.1966934604,-0.1653765889,-0.1468386402,-0.1473244306,-0.2543148989,-0.220326138
2145,-0.2899306031,-0.2544520638,-0.196627713,-0.1652944894,-0.1467386965,-0.1471589489,-0.254287288,-0.2202733806
2146,-0.2900069108,-0.2544945061,-0.1965729235,-0.1652260732,-0.1466554101,-0.1470210475,-0.254264279,-0.2202294161
2147,-0.290067957,-0.25452846,-0.1965290919,-0.1651713403,-0.146588781,-0.1469107264,-0.2542458717,-0.2201942445
2148,-0.2901137416,-0.2545539254,-0.1964962182,-0.1651302905,-0.1465388092,-0.1468279855,-0.2542320663,-0.2201678658
2149,-0.2901442647,-0.2545709023,-0.1964743024,-0.1651029241,-0.1465054946,-0.146772825,-0.2542228627,-0.22015028
2150,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2151,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2152,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2153,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2154,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2155,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2156,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2157,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2158,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2159,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2160,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2161,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2162,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2163,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2164,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2165,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2166,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2167,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2168,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2169,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2170,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
2171,-0.2901595262,-0.2545793908,-0.1964633445,-0.1650892408,-0.1464888373,-0.1467452447,-0.2542182609,-0.2201414871
